JUL14NANT00005.spu,JUL14NANT00004.spu,JUL14NANT00003.spu,
Wavelength,JUL14NANT00031.spu,JUL14NANT00032.spu,JUL14NANT00033.spu,JUL14NANT00034.spu,JUL14NANT00035.spu,JUL14NANT00036.spu,JUL14NANT00037.spu,JUL14NANT00038.spu,JUL14NANT00039.spu,JUL14NANT00040.spu,JUL14NANT00041.spu,JUL14NANT00042.spu,JUL14NANT00043.spu,JUL14NANT00044.spu,JUL14NANT00045.spu,JUL14NANT00046.spu,JUL14NANT00047.spu,JUL14NANT00048.spu,JUL14NANT00049.spu,JUL14NANT00050.spu
 363 , 0.047007 , 0.038889 , 0.032847 , 0.028818 , 0.036248 , 0.026464 , 0.0421 , 0.0461 , 0.044524 , 0.042461 , 0.031021 , 0.025072 , 0.017159 , 0.017749 , 0.036808 , 0.029039 , 0.041092 , 0.044605 , 0.042772 , 0.020193 
 364 , 0.047247 , 0.038975 , 0.032424 , 0.028617 , 0.035756 , 0.025801 , 0.042554 , 0.045186 , 0.044543 , 0.042323 , 0.03071 , 0.023768 , 0.017109 , 0.018388 , 0.035937 , 0.029089 , 0.040495 , 0.044104 , 0.042007 , 0.020489 
 365 , 0.047456 , 0.039047 , 0.032026 , 0.028416 , 0.035289 , 0.025189 , 0.042991 , 0.044334 , 0.044555 , 0.04218 , 0.030408 , 0.022631 , 0.017056 , 0.018988 , 0.035132 , 0.029128 , 0.039933 , 0.043623 , 0.04129 , 0.020762 
 366 , 0.046664 , 0.03819 , 0.031949 , 0.027975 , 0.034732 , 0.024816 , 0.044108 , 0.04392 , 0.043584 , 0.041736 , 0.030146 , 0.022862 , 0.016725 , 0.018798 , 0.034755 , 0.029031 , 0.039607 , 0.043624 , 0.0405 , 0.020731 
 367 , 0.04575 , 0.037243 , 0.03195 , 0.027527 , 0.034205 , 0.024522 , 0.045385 , 0.04363 , 0.042512 , 0.041271 , 0.029915 , 0.023383 , 0.016368 , 0.018472 , 0.034501 , 0.028914 , 0.039365 , 0.043734 , 0.039751 , 0.020644 
 368 , 0.044936 , 0.036413 , 0.031959 , 0.027125 , 0.033731 , 0.024259 , 0.046661 , 0.043368 , 0.041563 , 0.040853 , 0.029707 , 0.023896 , 0.016049 , 0.018182 , 0.034278 , 0.028803 , 0.039162 , 0.043837 , 0.039057 , 0.020567 
 369 , 0.044495 , 0.03581 , 0.031583 , 0.026875 , 0.033173 , 0.023946 , 0.045878 , 0.042736 , 0.040831 , 0.040579 , 0.029185 , 0.023601 , 0.015775 , 0.017789 , 0.033974 , 0.028554 , 0.038773 , 0.043299 , 0.038542 , 0.020103 
 370 , 0.044471 , 0.035437 , 0.030781 , 0.026794 , 0.032519 , 0.023574 , 0.042861 , 0.041678 , 0.040318 , 0.040468 , 0.028325 , 0.022391 , 0.015547 , 0.01727 , 0.033578 , 0.028145 , 0.038164 , 0.042038 , 0.038225 , 0.019219 
 371 , 0.044449 , 0.035085 , 0.030091 , 0.026722 , 0.031946 , 0.023238 , 0.040386 , 0.040708 , 0.039838 , 0.040362 , 0.027585 , 0.021326 , 0.015346 , 0.016785 , 0.033232 , 0.027779 , 0.037587 , 0.040928 , 0.037945 , 0.018442 
 372 , 0.044355 , 0.034711 , 0.029467 , 0.026614 , 0.031413 , 0.022912 , 0.038335 , 0.039779 , 0.039326 , 0.040194 , 0.026946 , 0.020432 , 0.015123 , 0.016325 , 0.032893 , 0.027411 , 0.036967 , 0.03987 , 0.037634 , 0.01775 
 373 , 0.042914 , 0.033545 , 0.028604 , 0.025795 , 0.03051 , 0.022353 , 0.036893 , 0.03818 , 0.037827 , 0.038867 , 0.026464 , 0.020315 , 0.014313 , 0.015734 , 0.032101 , 0.026413 , 0.035124 , 0.037874 , 0.036389 , 0.017091 
 374 , 0.041764 , 0.032614 , 0.027885 , 0.025126 , 0.029773 , 0.021867 , 0.035739 , 0.03693 , 0.036588 , 0.037786 , 0.026067 , 0.020259 , 0.013633 , 0.015247 , 0.031438 , 0.025623 , 0.033646 , 0.036235 , 0.035354 , 0.016532 
 375 , 0.040831 , 0.031859 , 0.027274 , 0.02457 , 0.029162 , 0.021438 , 0.034798 , 0.035935 , 0.035546 , 0.036892 , 0.025734 , 0.020251 , 0.01305 , 0.01484 , 0.030875 , 0.024986 , 0.032434 , 0.034858 , 0.03448 , 0.016049 
 376 , 0.03918 , 0.030719 , 0.025993 , 0.023545 , 0.027931 , 0.02053 , 0.033248 , 0.03422 , 0.034051 , 0.035187 , 0.024814 , 0.01951 , 0.012579 , 0.014039 , 0.029531 , 0.023934 , 0.030862 , 0.033224 , 0.032877 , 0.015464 
 377 , 0.037705 , 0.029731 , 0.024775 , 0.02263 , 0.026792 , 0.0197 , 0.031857 , 0.032649 , 0.032751 , 0.033677 , 0.023894 , 0.01872 , 0.012278 , 0.013311 , 0.028284 , 0.022998 , 0.029574 , 0.031914 , 0.031442 , 0.014996 
 378 , 0.036659 , 0.029034 , 0.02386 , 0.021991 , 0.025966 , 0.019116 , 0.030839 , 0.031479 , 0.031803 , 0.032635 , 0.023197 , 0.018155 , 0.012098 , 0.012789 , 0.027408 , 0.022325 , 0.02868 , 0.031 , 0.030423 , 0.014675 
 379 , 0.035561 , 0.028202 , 0.023111 , 0.021395 , 0.025195 , 0.018563 , 0.0298 , 0.030394 , 0.03085 , 0.031464 , 0.022472 , 0.017474 , 0.011757 , 0.012379 , 0.026564 , 0.021568 , 0.02772 , 0.030138 , 0.029358 , 0.014346 
 380 , 0.034342 , 0.02715 , 0.022635 , 0.02083 , 0.024494 , 0.01804 , 0.028673 , 0.02943 , 0.029894 , 0.030007 , 0.021742 , 0.016567 , 0.011128 , 0.012116 , 0.025719 , 0.020647 , 0.02656 , 0.029285 , 0.028148 , 0.014018 
 381 , 0.033634 , 0.026519 , 0.022463 , 0.020533 , 0.02413 , 0.017779 , 0.027955 , 0.028902 , 0.029388 , 0.029074 , 0.021359 , 0.015941 , 0.010688 , 0.012005 , 0.025248 , 0.020051 , 0.025791 , 0.028801 , 0.02738 , 0.013896 
 382 , 0.033202 , 0.026115 , 0.022458 , 0.020383 , 0.023949 , 0.01766 , 0.027457 , 0.028609 , 0.029126 , 0.028418 , 0.021163 , 0.015463 , 0.010346 , 0.011977 , 0.024981 , 0.01963 , 0.025231 , 0.028518 , 0.026849 , 0.013885 
 383 , 0.032613 , 0.025775 , 0.021904 , 0.01996 , 0.023475 , 0.017235 , 0.027036 , 0.027978 , 0.028624 , 0.027925 , 0.020927 , 0.015447 , 0.010195 , 0.011881 , 0.024577 , 0.019188 , 0.024884 , 0.027727 , 0.026327 , 0.013514 
 384 , 0.03231 , 0.025644 , 0.021534 , 0.019724 , 0.023172 , 0.016957 , 0.026857 , 0.027592 , 0.028343 , 0.027658 , 0.020819 , 0.015546 , 0.010143 , 0.011873 , 0.024399 , 0.018914 , 0.024732 , 0.027156 , 0.026017 , 0.013221 
 385 , 0.032174 , 0.025628 , 0.02128 , 0.019602 , 0.022974 , 0.016768 , 0.026814 , 0.027353 , 0.028196 , 0.027515 , 0.020785 , 0.015699 , 0.010142 , 0.011917 , 0.024354 , 0.018735 , 0.024684 , 0.026723 , 0.025824 , 0.012982 
 386 , 0.032121 , 0.025625 , 0.021203 , 0.019626 , 0.022938 , 0.016701 , 0.026778 , 0.027328 , 0.028058 , 0.027474 , 0.020858 , 0.01585 , 0.010184 , 0.011879 , 0.024383 , 0.018744 , 0.024534 , 0.026588 , 0.02585 , 0.012886 
 387 , 0.032139 , 0.025648 , 0.021256 , 0.019748 , 0.02302 , 0.016723 , 0.026763 , 0.027453 , 0.027952 , 0.027518 , 0.021019 , 0.016005 , 0.010257 , 0.011799 , 0.024472 , 0.018887 , 0.024341 , 0.026672 , 0.026032 , 0.012902 
 388 , 0.032212 , 0.025722 , 0.021346 , 0.019891 , 0.023136 , 0.016774 , 0.026797 , 0.027616 , 0.027905 , 0.027603 , 0.021211 , 0.016181 , 0.010345 , 0.011747 , 0.024602 , 0.019059 , 0.024205 , 0.026805 , 0.02625 , 0.012943 
 389 , 0.032349 , 0.025814 , 0.021484 , 0.020026 , 0.023277 , 0.016833 , 0.026874 , 0.027782 , 0.027914 , 0.027698 , 0.021425 , 0.016367 , 0.010475 , 0.011789 , 0.024739 , 0.019208 , 0.024139 , 0.026928 , 0.026433 , 0.012979 
 390 , 0.032615 , 0.025908 , 0.021735 , 0.020099 , 0.023458 , 0.016869 , 0.027019 , 0.02791 , 0.028019 , 0.027764 , 0.021684 , 0.016556 , 0.010732 , 0.012108 , 0.024851 , 0.019242 , 0.024219 , 0.026961 , 0.026441 , 0.012959 
 391 , 0.032888 , 0.026009 , 0.021989 , 0.020187 , 0.023643 , 0.016916 , 0.027172 , 0.028042 , 0.028134 , 0.027844 , 0.021936 , 0.016747 , 0.010981 , 0.012417 , 0.024967 , 0.019284 , 0.024309 , 0.027005 , 0.026463 , 0.012946 
 392 , 0.033162 , 0.026118 , 0.022237 , 0.020281 , 0.023832 , 0.016967 , 0.027333 , 0.028178 , 0.028256 , 0.027933 , 0.02218 , 0.016933 , 0.011222 , 0.012715 , 0.025083 , 0.019328 , 0.024405 , 0.027055 , 0.026495 , 0.012937 
 393 , 0.033462 , 0.026521 , 0.02245 , 0.020587 , 0.024076 , 0.017156 , 0.027603 , 0.028486 , 0.028473 , 0.028169 , 0.022386 , 0.017268 , 0.011594 , 0.012912 , 0.025522 , 0.019503 , 0.02475 , 0.027239 , 0.026677 , 0.013314 
 394 , 0.033748 , 0.026948 , 0.022645 , 0.020908 , 0.024317 , 0.017353 , 0.027878 , 0.028804 , 0.028694 , 0.028418 , 0.022573 , 0.017607 , 0.011961 , 0.013082 , 0.025982 , 0.019686 , 0.025112 , 0.027436 , 0.026874 , 0.013725 
 395 , 0.034019 , 0.027344 , 0.02283 , 0.021208 , 0.024543 , 0.01754 , 0.028135 , 0.029102 , 0.028901 , 0.028648 , 0.022749 , 0.017917 , 0.0123 , 0.013239 , 0.026408 , 0.019859 , 0.02545 , 0.027619 , 0.027057 , 0.014106 
 396 , 0.034426 , 0.027751 , 0.023096 , 0.021552 , 0.024844 , 0.017799 , 0.02853 , 0.029479 , 0.029257 , 0.028958 , 0.023152 , 0.018303 , 0.012529 , 0.013615 , 0.026905 , 0.020159 , 0.025703 , 0.027915 , 0.027388 , 0.014441 
 397 , 0.034939 , 0.028149 , 0.023419 , 0.021919 , 0.025193 , 0.01811 , 0.029026 , 0.029905 , 0.029731 , 0.029316 , 0.023735 , 0.018738 , 0.01265 , 0.014171 , 0.027439 , 0.02056 , 0.025866 , 0.028294 , 0.027832 , 0.014717 
 398 , 0.035385 , 0.028493 , 0.0237 , 0.022237 , 0.025498 , 0.018381 , 0.029456 , 0.030274 , 0.030139 , 0.029629 , 0.024244 , 0.019114 , 0.012755 , 0.014654 , 0.027905 , 0.020906 , 0.026006 , 0.028624 , 0.028221 , 0.014959 
 399 , 0.035791 , 0.028801 , 0.023954 , 0.022522 , 0.025769 , 0.018612 , 0.029827 , 0.030599 , 0.030482 , 0.029907 , 0.024689 , 0.019457 , 0.012897 , 0.015078 , 0.02831 , 0.021201 , 0.026144 , 0.0289 , 0.02856 , 0.015158 
 400 , 0.03626 , 0.029103 , 0.024215 , 0.022805 , 0.026036 , 0.018777 , 0.030102 , 0.03088 , 0.030632 , 0.030172 , 0.025074 , 0.019834 , 0.013397 , 0.015473 , 0.028654 , 0.021401 , 0.026353 , 0.029033 , 0.028858 , 0.015264 
 401 , 0.036678 , 0.029371 , 0.024446 , 0.02306 , 0.026273 , 0.018922 , 0.030346 , 0.031127 , 0.030766 , 0.030405 , 0.025415 , 0.020168 , 0.013839 , 0.015827 , 0.028959 , 0.021578 , 0.026542 , 0.029153 , 0.029123 , 0.015356 
 402 , 0.037053 , 0.029609 , 0.024653 , 0.023284 , 0.026488 , 0.019053 , 0.030564 , 0.031349 , 0.030887 , 0.030616 , 0.025721 , 0.020467 , 0.014234 , 0.016141 , 0.029235 , 0.021739 , 0.026707 , 0.029262 , 0.029359 , 0.015439 
 403 , 0.037375 , 0.029884 , 0.024869 , 0.023555 , 0.026741 , 0.019204 , 0.030811 , 0.031626 , 0.03109 , 0.030854 , 0.026109 , 0.020828 , 0.014589 , 0.016414 , 0.029627 , 0.021922 , 0.02694 , 0.0295 , 0.029615 , 0.015565 
 404 , 0.037673 , 0.030163 , 0.025078 , 0.023828 , 0.026999 , 0.019354 , 0.031057 , 0.031914 , 0.031312 , 0.031092 , 0.026511 , 0.021199 , 0.014918 , 0.016662 , 0.030047 , 0.022106 , 0.027188 , 0.029773 , 0.029867 , 0.015705 
