JUN24SHB200005.spu,JUN24SHB200004.spu,JUN24SHB200003.spu,
Wavelength,JUN24SHB200006.spu,JUN24SHB200007.spu,JUN24SHB200008.spu,JUN24SHB200009.spu,JUN24SHB200010.spu,JUN24SHB200011.spu,JUN24SHB200012.spu,JUN24SHB200013.spu,JUN24SHB200014.spu,JUN24SHB200015.spu,JUN24SHB200016.spu,JUN24SHB200017.spu,JUN24SHB200018.spu,JUN24SHB200019.spu,JUN24SHB200020.spu,JUN24SHB200021.spu,JUN24SHB200022.spu,JUN24SHB200023.spu,JUN24SHB200024.spu,JUN24SHB200025.spu
 331 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004536 , 0.003184 , 0 , 0.001812 
 332 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001547 , 0.00653 , 0.00439 , 0.000921 , 0.003195 
 333 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002067 , 0.00928 , 0.006102 , 0.002179 , 0.005172 
 334 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002283 , 0.011999 , 0.007713 , 0.003148 , 0.006955 
 335 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000267 , 0.000128 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00287 , 0.014519 , 0.009432 , 0.004122 , 0.008892 
 336 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001673 , 0.000675 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005183 , 0.016362 , 0.011787 , 0.005618 , 0.011972 
 337 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003167 , 0.001106 , 0 , 0 , 0 , 0 , 0 , 0 , 0.007611 , 0.017924 , 0.013956 , 0.006834 , 0.015145 
 338 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004725 , 0.001454 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010122 , 0.01926 , 0.015947 , 0.007841 , 0.018385 
 339 , 0.000364 , 0 , 0 , 0 , 0.00024 , 0.001241 , 0 , 0.005969 , 0.00237 , 0 , 0.000197 , 0.001774 , 0.000114 , 0.000498 , 0 , 0.011462 , 0.020989 , 0.017251 , 0.009016 , 0.019225 
 340 , 0.000761 , 0 , 0 , 0 , 0.000478 , 0.002263 , 0 , 0.006865 , 0.003391 , 0 , 0.000387 , 0.0036 , 0.000223 , 0.000971 , 0 , 0.012222 , 0.022614 , 0.018273 , 0.010017 , 0.01952 
 341 , 0.001117 , 0 , 0 , 0 , 0.000672 , 0.002971 , 0 , 0.007526 , 0.004397 , 0 , 0.00054 , 0.005149 , 0.000309 , 0.001341 , 0 , 0.012703 , 0.024052 , 0.01913 , 0.010821 , 0.019695 
 342 , 0.002137 , 0.00066 , 0 , 0.000134 , 0.001194 , 0.003617 , 0.000666 , 0.007922 , 0.005115 , 0.000316 , 0.001014 , 0.005942 , 0.000901 , 0.0017 , 0.000216 , 0.013219 , 0.024108 , 0.0197 , 0.011398 , 0.019465 
 343 , 0.003723 , 0.001804 , 0 , 0.000373 , 0.002034 , 0.004255 , 0.001784 , 0.008084 , 0.005425 , 0.000867 , 0.00176 , 0.006007 , 0.001937 , 0.002074 , 0.000647 , 0.013789 , 0.022943 , 0.019985 , 0.011788 , 0.018899 
 344 , 0.004996 , 0.002632 , 0 , 0.000554 , 0.002738 , 0.004756 , 0.002561 , 0.008157 , 0.005636 , 0.001269 , 0.002342 , 0.006034 , 0.002764 , 0.002398 , 0.001019 , 0.014205 , 0.021958 , 0.020169 , 0.012125 , 0.018378 
 345 , 0.005942 , 0.003254 , 0.000008 , 0.000716 , 0.003367 , 0.005148 , 0.003126 , 0.008252 , 0.005826 , 0.001578 , 0.002826 , 0.006111 , 0.003441 , 0.00272 , 0.00134 , 0.01443 , 0.021222 , 0.020313 , 0.012407 , 0.018001 
 346 , 0.005586 , 0.003812 , 0.000115 , 0.001144 , 0.004301 , 0.005347 , 0.003605 , 0.009056 , 0.006458 , 0.001921 , 0.003469 , 0.007017 , 0.00409 , 0.003471 , 0.001592 , 0.013858 , 0.021554 , 0.02074 , 0.012664 , 0.018631 
 347 , 0.005267 , 0.004228 , 0.000205 , 0.001546 , 0.005206 , 0.005524 , 0.004037 , 0.009864 , 0.007039 , 0.002215 , 0.004074 , 0.007822 , 0.004656 , 0.00411 , 0.001782 , 0.013368 , 0.021828 , 0.021082 , 0.012831 , 0.019179 
 348 , 0.004978 , 0.004544 , 0.00028 , 0.001924 , 0.006087 , 0.005681 , 0.004431 , 0.010679 , 0.007575 , 0.002469 , 0.004647 , 0.008541 , 0.005153 , 0.004658 , 0.001929 , 0.012941 , 0.022053 , 0.021359 , 0.012933 , 0.019657 
 349 , 0.0056 , 0.004752 , 0.0009 , 0.002569 , 0.006351 , 0.006388 , 0.004834 , 0.011639 , 0.00806 , 0.003166 , 0.005159 , 0.009345 , 0.005627 , 0.005252 , 0.003142 , 0.013774 , 0.023988 , 0.022078 , 0.01374 , 0.020749 
 350 , 0.006499 , 0.004907 , 0.001668 , 0.003308 , 0.006386 , 0.007294 , 0.005222 , 0.012592 , 0.00848 , 0.004078 , 0.00561 , 0.01015 , 0.006066 , 0.005819 , 0.004788 , 0.015046 , 0.026638 , 0.022878 , 0.014763 , 0.021985 
 351 , 0.007292 , 0.00504 , 0.002346 , 0.004016 , 0.006428 , 0.008154 , 0.005583 , 0.013473 , 0.008845 , 0.005006 , 0.006016 , 0.010898 , 0.006465 , 0.006317 , 0.006386 , 0.016244 , 0.029296 , 0.023568 , 0.015699 , 0.023096 
 352 , 0.007763 , 0.005322 , 0.002883 , 0.004533 , 0.006493 , 0.008835 , 0.006017 , 0.014176 , 0.009224 , 0.005575 , 0.006486 , 0.011398 , 0.006877 , 0.006789 , 0.007031 , 0.017197 , 0.030893 , 0.024409 , 0.016422 , 0.023702 
 353 , 0.007717 , 0.005941 , 0.003253 , 0.004707 , 0.006586 , 0.009201 , 0.006632 , 0.014608 , 0.009686 , 0.005411 , 0.007155 , 0.01148 , 0.007364 , 0.007292 , 0.005934 , 0.017744 , 0.030416 , 0.025671 , 0.016824 , 0.02349 
 354 , 0.007673 , 0.006541 , 0.003623 , 0.004867 , 0.006669 , 0.009541 , 0.007217 , 0.015008 , 0.010125 , 0.005281 , 0.007816 , 0.011561 , 0.00782 , 0.007787 , 0.005023 , 0.01825 , 0.030045 , 0.026869 , 0.017194 , 0.023312 
 355 , 0.007633 , 0.007123 , 0.003992 , 0.005015 , 0.006744 , 0.00986 , 0.007773 , 0.015379 , 0.010542 , 0.005176 , 0.008466 , 0.01164 , 0.008248 , 0.008274 , 0.00425 , 0.018719 , 0.029752 , 0.028007 , 0.017536 , 0.02316 
 356 , 0.007728 , 0.007286 , 0.003956 , 0.004702 , 0.006863 , 0.0096 , 0.007682 , 0.015215 , 0.010565 , 0.004957 , 0.00826 , 0.01171 , 0.008322 , 0.008035 , 0.00445 , 0.018233 , 0.029467 , 0.026678 , 0.017127 , 0.022484 
 357 , 0.007812 , 0.007405 , 0.003901 , 0.004402 , 0.006973 , 0.009341 , 0.007563 , 0.01503 , 0.010558 , 0.004758 , 0.008028 , 0.011768 , 0.008367 , 0.007792 , 0.004695 , 0.01774 , 0.029187 , 0.025412 , 0.016714 , 0.02185 
 358 , 0.007882 , 0.007505 , 0.003849 , 0.004135 , 0.007073 , 0.009108 , 0.007451 , 0.014852 , 0.010544 , 0.004582 , 0.007813 , 0.011816 , 0.008401 , 0.007577 , 0.004938 , 0.017284 , 0.028912 , 0.024303 , 0.016332 , 0.021276 
 359 , 0.008132 , 0.007623 , 0.003908 , 0.004344 , 0.007306 , 0.009327 , 0.007647 , 0.014671 , 0.010737 , 0.004869 , 0.007751 , 0.01194 , 0.008549 , 0.007887 , 0.005219 , 0.017484 , 0.028893 , 0.024259 , 0.01651 , 0.020929 
 360 , 0.008501 , 0.007747 , 0.004039 , 0.004882 , 0.00762 , 0.00985 , 0.008047 , 0.014495 , 0.011062 , 0.005503 , 0.007791 , 0.012107 , 0.008767 , 0.008582 , 0.005512 , 0.01811 , 0.029036 , 0.024888 , 0.017052 , 0.020736 
 361 , 0.008844 , 0.007856 , 0.004157 , 0.0054 , 0.007909 , 0.010344 , 0.00842 , 0.014333 , 0.011356 , 0.006144 , 0.007828 , 0.012253 , 0.008961 , 0.009281 , 0.005785 , 0.01868 , 0.02915 , 0.025452 , 0.017548 , 0.020555 
 362 , 0.009083 , 0.007958 , 0.004313 , 0.005802 , 0.00812 , 0.010727 , 0.00869 , 0.014344 , 0.011609 , 0.006649 , 0.007898 , 0.012409 , 0.009142 , 0.009794 , 0.005992 , 0.019166 , 0.029256 , 0.025806 , 0.017952 , 0.020519 
 363 , 0.008973 , 0.008071 , 0.00464 , 0.005807 , 0.008072 , 0.010726 , 0.008625 , 0.015012 , 0.011777 , 0.006556 , 0.008135 , 0.012666 , 0.009324 , 0.009517 , 0.00599 , 0.01949 , 0.029413 , 0.025505 , 0.018107 , 0.021042 
 364 , 0.008868 , 0.008171 , 0.00494 , 0.005809 , 0.008023 , 0.010718 , 0.00856 , 0.015661 , 0.011931 , 0.006469 , 0.008369 , 0.012903 , 0.00949 , 0.009271 , 0.005984 , 0.019798 , 0.029553 , 0.025218 , 0.018245 , 0.021556 
 365 , 0.008769 , 0.00826 , 0.005214 , 0.005809 , 0.007972 , 0.010705 , 0.008497 , 0.016292 , 0.012072 , 0.006387 , 0.0086 , 0.013121 , 0.009644 , 0.00905 , 0.005976 , 0.020092 , 0.029676 , 0.024946 , 0.018369 , 0.022062 
 366 , 0.008908 , 0.008523 , 0.00543 , 0.006007 , 0.00829 , 0.010894 , 0.008513 , 0.016056 , 0.012282 , 0.006765 , 0.008706 , 0.013363 , 0.009743 , 0.009288 , 0.006287 , 0.020132 , 0.030198 , 0.025646 , 0.018867 , 0.022797 
 367 , 0.009093 , 0.008816 , 0.005631 , 0.006243 , 0.008687 , 0.011121 , 0.008541 , 0.015659 , 0.012494 , 0.00725 , 0.008786 , 0.013599 , 0.009831 , 0.009618 , 0.006673 , 0.02012 , 0.030784 , 0.026536 , 0.019426 , 0.023552 
 368 , 0.00927 , 0.009092 , 0.005825 , 0.006471 , 0.009075 , 0.011335 , 0.00856 , 0.015295 , 0.01269 , 0.007737 , 0.00887 , 0.01382 , 0.009917 , 0.009934 , 0.007056 , 0.020114 , 0.031344 , 0.027391 , 0.019955 , 0.024271 
 369 , 0.009446 , 0.009315 , 0.005834 , 0.006621 , 0.009223 , 0.01142 , 0.008686 , 0.015045 , 0.012798 , 0.007823 , 0.008916 , 0.013827 , 0.009925 , 0.010111 , 0.00719 , 0.020092 , 0.031603 , 0.02773 , 0.02003 , 0.024489 
 370 , 0.009625 , 0.009473 , 0.005617 , 0.006679 , 0.00907 , 0.011351 , 0.008947 , 0.014928 , 0.012806 , 0.007418 , 0.008913 , 0.013586 , 0.009843 , 0.010122 , 0.007016 , 0.020051 , 0.031514 , 0.027458 , 0.019578 , 0.024123 
 371 , 0.009803 , 0.009642 , 0.005399 , 0.006748 , 0.008904 , 0.011281 , 0.009213 , 0.014852 , 0.012817 , 0.007041 , 0.008905 , 0.013369 , 0.00977 , 0.010134 , 0.006862 , 0.020025 , 0.031444 , 0.027227 , 0.019185 , 0.023821 
 372 , 0.009957 , 0.009789 , 0.005215 , 0.006807 , 0.008762 , 0.011223 , 0.009464 , 0.014828 , 0.012823 , 0.006729 , 0.008896 , 0.01319 , 0.00971 , 0.010141 , 0.006729 , 0.020014 , 0.03142 , 0.027028 , 0.01886 , 0.023607 
 373 , 0.009792 , 0.009585 , 0.005422 , 0.006712 , 0.008982 , 0.011312 , 0.009478 , 0.015341 , 0.012732 , 0.00703 , 0.008904 , 0.013283 , 0.009691 , 0.010043 , 0.006695 , 0.020047 , 0.031886 , 0.026859 , 0.018939 , 0.024084 
 374 , 0.009645 , 0.009403 , 0.005635 , 0.006607 , 0.009214 , 0.011397 , 0.009498 , 0.015775 , 0.012651 , 0.007315 , 0.008925 , 0.013375 , 0.009693 , 0.009982 , 0.006661 , 0.020115 , 0.032317 , 0.02676 , 0.019009 , 0.024515 
 375 , 0.00951 , 0.009237 , 0.005853 , 0.006494 , 0.009454 , 0.011479 , 0.009522 , 0.016145 , 0.012577 , 0.007587 , 0.008956 , 0.013466 , 0.009712 , 0.009946 , 0.006629 , 0.020207 , 0.032723 , 0.026711 , 0.019071 , 0.024911 
 376 , 0.009556 , 0.009068 , 0.005764 , 0.006661 , 0.009315 , 0.011571 , 0.009466 , 0.016127 , 0.012608 , 0.007558 , 0.00896 , 0.013644 , 0.00985 , 0.009892 , 0.00655 , 0.020196 , 0.03274 , 0.026759 , 0.019154 , 0.02506 
 377 , 0.009668 , 0.008924 , 0.005593 , 0.006949 , 0.009056 , 0.011662 , 0.009358 , 0.016005 , 0.012719 , 0.007433 , 0.008964 , 0.013841 , 0.010024 , 0.009838 , 0.006466 , 0.020202 , 0.032693 , 0.026866 , 0.019266 , 0.025154 
 378 , 0.009776 , 0.008802 , 0.005456 , 0.007243 , 0.008827 , 0.011751 , 0.009236 , 0.015932 , 0.012863 , 0.007332 , 0.008978 , 0.014024 , 0.01019 , 0.009794 , 0.006394 , 0.020261 , 0.032729 , 0.026996 , 0.019396 , 0.025292 
 379 , 0.009849 , 0.008798 , 0.005443 , 0.00736 , 0.008749 , 0.011844 , 0.009207 , 0.015984 , 0.012974 , 0.007243 , 0.008963 , 0.01416 , 0.010321 , 0.009717 , 0.006323 , 0.020197 , 0.032861 , 0.027229 , 0.0195 , 0.025431 
 380 , 0.009851 , 0.009007 , 0.005633 , 0.007125 , 0.008938 , 0.011964 , 0.009397 , 0.016256 , 0.01299 , 0.007152 , 0.00888 , 0.014207 , 0.010367 , 0.009589 , 0.006244 , 0.019945 , 0.033111 , 0.02762 , 0.019551 , 0.025562 
 381 , 0.009847 , 0.009209 , 0.005805 , 0.006909 , 0.00911 , 0.012104 , 0.009607 , 0.016546 , 0.013013 , 0.007059 , 0.008798 , 0.014242 , 0.010381 , 0.00949 , 0.006173 , 0.019831 , 0.033364 , 0.02797 , 0.019625 , 0.025732 
 382 , 0.009838 , 0.009411 , 0.005969 , 0.006699 , 0.009275 , 0.012257 , 0.009829 , 0.01685 , 0.013039 , 0.006962 , 0.008717 , 0.014272 , 0.010377 , 0.009406 , 0.006105 , 0.019788 , 0.033621 , 0.028302 , 0.019714 , 0.025924 
 383 , 0.010038 , 0.009399 , 0.006022 , 0.006686 , 0.009288 , 0.012334 , 0.009808 , 0.016849 , 0.012904 , 0.007044 , 0.008792 , 0.014231 , 0.010489 , 0.009545 , 0.006095 , 0.019994 , 0.033629 , 0.028359 , 0.019934 , 0.026275 
 384 , 0.010258 , 0.009386 , 0.006077 , 0.006696 , 0.009309 , 0.01242 , 0.009784 , 0.016836 , 0.012772 , 0.007126 , 0.008885 , 0.014205 , 0.01062 , 0.009693 , 0.006087 , 0.020251 , 0.033676 , 0.028434 , 0.02018 , 0.02665 
 385 , 0.010484 , 0.009379 , 0.006137 , 0.006716 , 0.009339 , 0.012512 , 0.009764 , 0.016822 , 0.012644 , 0.007203 , 0.008984 , 0.014192 , 0.01076 , 0.009838 , 0.006079 , 0.02053 , 0.033752 , 0.028527 , 0.020437 , 0.027035 
 386 , 0.010634 , 0.009578 , 0.006205 , 0.006829 , 0.009364 , 0.012506 , 0.009963 , 0.016847 , 0.012665 , 0.007279 , 0.009078 , 0.014351 , 0.010909 , 0.009949 , 0.006147 , 0.020764 , 0.034129 , 0.028903 , 0.020685 , 0.027531 
 387 , 0.010729 , 0.009905 , 0.006277 , 0.006996 , 0.009383 , 0.012433 , 0.010298 , 0.016891 , 0.012783 , 0.007356 , 0.009164 , 0.014616 , 0.011057 , 0.010033 , 0.006266 , 0.020958 , 0.034677 , 0.029445 , 0.020912 , 0.028074 
 388 , 0.010819 , 0.010219 , 0.006344 , 0.007155 , 0.009397 , 0.01236 , 0.010611 , 0.016927 , 0.012896 , 0.007429 , 0.009247 , 0.014868 , 0.011196 , 0.010115 , 0.00638 , 0.021144 , 0.035188 , 0.029954 , 0.021124 , 0.028586 
 389 , 0.010907 , 0.010448 , 0.006468 , 0.00731 , 0.009484 , 0.012378 , 0.01082 , 0.017036 , 0.01301 , 0.007544 , 0.009345 , 0.0151 , 0.011327 , 0.010211 , 0.006464 , 0.021369 , 0.035674 , 0.030435 , 0.021353 , 0.029052 
 390 , 0.011003 , 0.010424 , 0.006799 , 0.007474 , 0.00982 , 0.012701 , 0.010713 , 0.017398 , 0.01314 , 0.007798 , 0.009513 , 0.015304 , 0.011444 , 0.010358 , 0.006457 , 0.021746 , 0.036149 , 0.030893 , 0.021676 , 0.029428 
 391 , 0.011093 , 0.010399 , 0.007115 , 0.007633 , 0.010141 , 0.013011 , 0.01061 , 0.017745 , 0.013262 , 0.008041 , 0.00967 , 0.015494 , 0.011555 , 0.010498 , 0.006449 , 0.022103 , 0.036606 , 0.031327 , 0.02198 , 0.029784 
 392 , 0.01118 , 0.010372 , 0.007419 , 0.007785 , 0.010449 , 0.013307 , 0.010513 , 0.018078 , 0.013378 , 0.008273 , 0.009819 , 0.015676 , 0.011661 , 0.010627 , 0.006441 , 0.022445 , 0.037045 , 0.031741 , 0.022269 , 0.030123 
 393 , 0.011444 , 0.010547 , 0.007634 , 0.007964 , 0.010483 , 0.013581 , 0.010709 , 0.018423 , 0.013639 , 0.008438 , 0.010116 , 0.016003 , 0.01201 , 0.010871 , 0.006682 , 0.023036 , 0.037628 , 0.032299 , 0.02278 , 0.03078 
 394 , 0.011719 , 0.010745 , 0.007819 , 0.008133 , 0.010471 , 0.013833 , 0.010936 , 0.018743 , 0.013905 , 0.008579 , 0.010415 , 0.016327 , 0.012374 , 0.011114 , 0.006948 , 0.023623 , 0.038191 , 0.032839 , 0.023288 , 0.03144 
 395 , 0.011971 , 0.010924 , 0.007991 , 0.008289 , 0.010458 , 0.014063 , 0.011145 , 0.01904 , 0.01415 , 0.00871 , 0.010691 , 0.016625 , 0.012707 , 0.011338 , 0.00719 , 0.024162 , 0.038701 , 0.033336 , 0.023755 , 0.032047 
 396 , 0.012252 , 0.011286 , 0.00827 , 0.008519 , 0.010658 , 0.014276 , 0.01148 , 0.019358 , 0.014404 , 0.008891 , 0.010996 , 0.016965 , 0.01303 , 0.011608 , 0.007451 , 0.024704 , 0.039325 , 0.033948 , 0.024311 , 0.032736 
 397 , 0.012546 , 0.011791 , 0.008633 , 0.008808 , 0.011041 , 0.014464 , 0.011907 , 0.019682 , 0.014659 , 0.009105 , 0.011308 , 0.017326 , 0.013329 , 0.011904 , 0.007712 , 0.025222 , 0.040021 , 0.034637 , 0.024917 , 0.033465 
 398 , 0.012801 , 0.01223 , 0.008949 , 0.00906 , 0.011375 , 0.014627 , 0.012278 , 0.019966 , 0.014876 , 0.009294 , 0.011581 , 0.01764 , 0.013587 , 0.012164 , 0.00794 , 0.025671 , 0.040621 , 0.035234 , 0.025442 , 0.034096 
 399 , 0.013025 , 0.012597 , 0.009222 , 0.009293 , 0.011663 , 0.014792 , 0.012597 , 0.020205 , 0.015079 , 0.009462 , 0.011805 , 0.017904 , 0.013808 , 0.012396 , 0.008141 , 0.02608 , 0.041167 , 0.035787 , 0.025908 , 0.034687 
 400 , 0.013228 , 0.012782 , 0.009461 , 0.009615 , 0.011905 , 0.015108 , 0.012822 , 0.020375 , 0.015329 , 0.00964 , 0.011899 , 0.018059 , 0.013948 , 0.012648 , 0.008328 , 0.026587 , 0.041822 , 0.036509 , 0.026344 , 0.035498 
 401 , 0.013411 , 0.012948 , 0.009672 , 0.009899 , 0.012118 , 0.015391 , 0.01302 , 0.020529 , 0.01555 , 0.009797 , 0.011982 , 0.018194 , 0.014073 , 0.012877 , 0.008491 , 0.027037 , 0.042403 , 0.037147 , 0.026732 , 0.036215 
 402 , 0.013574 , 0.013095 , 0.009859 , 0.010154 , 0.012308 , 0.015639 , 0.013196 , 0.020664 , 0.015747 , 0.009938 , 0.012054 , 0.018316 , 0.014183 , 0.013076 , 0.008641 , 0.027439 , 0.04292 , 0.03772 , 0.027078 , 0.036858 
 403 , 0.013839 , 0.013251 , 0.010035 , 0.01031 , 0.012501 , 0.015817 , 0.013387 , 0.020853 , 0.015917 , 0.010081 , 0.012188 , 0.018487 , 0.014373 , 0.013235 , 0.008691 , 0.027905 , 0.04348 , 0.038312 , 0.02753 , 0.03761 
 404 , 0.014127 , 0.013402 , 0.010201 , 0.010427 , 0.012686 , 0.015966 , 0.013569 , 0.021054 , 0.016074 , 0.010217 , 0.012335 , 0.018668 , 0.01458 , 0.013375 , 0.00871 , 0.028372 , 0.044029 , 0.038891 , 0.028001 , 0.038376 
 405 , 0.014396 , 0.013546 , 0.010355 , 0.010535 , 0.012857 , 0.016108 , 0.013743 , 0.021241 , 0.016218 , 0.010342 , 0.012474 , 0.018836 , 0.014775 , 0.013506 , 0.008727 , 0.028808 , 0.044543 , 0.03943 , 0.028438 , 0.039087 
 406 , 0.014568 , 0.013688 , 0.010529 , 0.010613 , 0.013013 , 0.016263 , 0.013877 , 0.021422 , 0.01635 , 0.010451 , 0.012625 , 0.019013 , 0.014953 , 0.01363 , 0.008788 , 0.029268 , 0.045018 , 0.03999 , 0.028864 , 0.039804 
 407 , 0.014594 , 0.013843 , 0.010732 , 0.010637 , 0.013144 , 0.016446 , 0.013956 , 0.021604 , 0.016467 , 0.010538 , 0.012803 , 0.019213 , 0.015119 , 0.013748 , 0.008921 , 0.029782 , 0.045454 , 0.040609 , 0.029287 , 0.040558 
 408 , 0.014618 , 0.013991 , 0.010924 , 0.010662 , 0.013268 , 0.016624 , 0.014029 , 0.02178 , 0.016576 , 0.010621 , 0.012968 , 0.019402 , 0.015273 , 0.01386 , 0.009046 , 0.030264 , 0.045865 , 0.041192 , 0.029688 , 0.041267 
