  time  ,7:18 PM",7:26 PM",7:35 PM",7:44 PM",8:00 PM",8:10 PM",8:16 PM",8:25 PM",8:32 PM",9:20 PM",9:30 PM",9:39 PM",9:47 PM",9:57 PM",0:13 PM",0:31 PM",0:39 PM",0:48 PM",0:55 PM",1:03 PM",1:31 PM",1:39 PM",1:47 PM",1:56 PM",2:13 PM",2:33 PM",2:44 PM",2:54 PM",3:03 PM",3:11 PM",3:59 PM",4:09 PM",4:21 PM",4:32 PM",4:41 PM",5:10 PM",5:16 PM",5:37 PM",5:46 PM",5:54 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 341 , 0.014464 , 0.016294 , 0.007965 , 0.006801 , 0.009467 , 0.01166 , 0.010276 , 0.008157 , 0.00932 , 0.010855 , 0.008941 , 0.011173 , 0.015891 , 0.010871 , 0.007876 , 0.006204 , 0.008083 , 0.005688 , 0.008418 , 0.007799 , 0.010416 , 0.012376 , 0.006966 , 0.005445 , 0.002947 , 0.00411 , 0.003167 , 0.00291 , 0.003796 , 0.005487 , 0.00351 , 0.001443 , 0.004351 , 0.008661 , 0.005985 , 0.005565 , 0.003177 , 0.005851 , 0.008046 , 0.00698 
 342 , 0.014616 , 0.016363 , 0.008323 , 0.007001 , 0.009636 , 0.011907 , 0.010395 , 0.008402 , 0.009505 , 0.010999 , 0.009215 , 0.011318 , 0.016106 , 0.011226 , 0.008116 , 0.006353 , 0.008408 , 0.005852 , 0.008679 , 0.008067 , 0.010662 , 0.01276 , 0.007115 , 0.005651 , 0.00341 , 0.00456 , 0.003676 , 0.003441 , 0.004045 , 0.005757 , 0.003797 , 0.001863 , 0.004745 , 0.008944 , 0.00637 , 0.005827 , 0.003449 , 0.006137 , 0.008342 , 0.007441 
 343 , 0.014925 , 0.016361 , 0.008629 , 0.006943 , 0.009563 , 0.012097 , 0.010156 , 0.008307 , 0.009726 , 0.010794 , 0.009609 , 0.011696 , 0.015903 , 0.011785 , 0.00801 , 0.006504 , 0.008544 , 0.005602 , 0.009018 , 0.008135 , 0.010864 , 0.012904 , 0.006836 , 0.005543 , 0.003627 , 0.0048 , 0.004132 , 0.003829 , 0.004085 , 0.005857 , 0.003947 , 0.002247 , 0.00494 , 0.008913 , 0.006392 , 0.005822 , 0.003653 , 0.006288 , 0.008202 , 0.007472 
 344 , 0.015199 , 0.016354 , 0.008896 , 0.006892 , 0.009498 , 0.012265 , 0.009944 , 0.008221 , 0.009929 , 0.010612 , 0.009956 , 0.012026 , 0.015738 , 0.012275 , 0.007915 , 0.006638 , 0.008668 , 0.005381 , 0.00932 , 0.008198 , 0.011045 , 0.013016 , 0.006589 , 0.005444 , 0.00382 , 0.00501 , 0.004526 , 0.004172 , 0.004119 , 0.005945 , 0.00408 , 0.002583 , 0.005106 , 0.008882 , 0.006407 , 0.00582 , 0.003836 , 0.006423 , 0.008082 , 0.007496 
 345 , 0.015475 , 0.01639 , 0.009151 , 0.006873 , 0.009468 , 0.012424 , 0.009814 , 0.008163 , 0.010121 , 0.010502 , 0.01025 , 0.012289 , 0.015663 , 0.01268 , 0.007857 , 0.006752 , 0.008807 , 0.005244 , 0.009605 , 0.008288 , 0.011224 , 0.013135 , 0.006405 , 0.005394 , 0.004027 , 0.005217 , 0.004893 , 0.004512 , 0.004201 , 0.006061 , 0.004228 , 0.002875 , 0.005271 , 0.008912 , 0.006461 , 0.005866 , 0.004042 , 0.006568 , 0.008004 , 0.007551 
 346 , 0.01604 , 0.016957 , 0.009594 , 0.007159 , 0.009755 , 0.012664 , 0.010412 , 0.008331 , 0.010352 , 0.011023 , 0.010317 , 0.012176 , 0.01636 , 0.012637 , 0.008127 , 0.006801 , 0.009228 , 0.005842 , 0.009991 , 0.008769 , 0.011574 , 0.013574 , 0.006664 , 0.005818 , 0.004633 , 0.005662 , 0.005499 , 0.005228 , 0.004919 , 0.006623 , 0.004725 , 0.003107 , 0.005695 , 0.009664 , 0.00702 , 0.006458 , 0.004714 , 0.00699 , 0.008295 , 0.008051 
 347 , 0.016551 , 0.017478 , 0.009999 , 0.00742 , 0.010023 , 0.012874 , 0.010959 , 0.008485 , 0.010564 , 0.011492 , 0.010381 , 0.012077 , 0.016981 , 0.012605 , 0.008376 , 0.006844 , 0.009612 , 0.006387 , 0.010353 , 0.009207 , 0.01189 , 0.013974 , 0.006905 , 0.006214 , 0.005182 , 0.00607 , 0.006055 , 0.005864 , 0.005558 , 0.007122 , 0.005169 , 0.003319 , 0.006078 , 0.010355 , 0.007527 , 0.00699 , 0.00532 , 0.007367 , 0.008548 , 0.008507 
 348 , 0.017016 , 0.017958 , 0.010372 , 0.007661 , 0.010273 , 0.01306 , 0.011461 , 0.008628 , 0.01076 , 0.011917 , 0.010442 , 0.011988 , 0.017538 , 0.012581 , 0.008606 , 0.006883 , 0.009965 , 0.006886 , 0.010692 , 0.009609 , 0.012176 , 0.014341 , 0.007133 , 0.006585 , 0.005681 , 0.006446 , 0.006567 , 0.006433 , 0.00613 , 0.007569 , 0.005569 , 0.003513 , 0.006428 , 0.010994 , 0.00799 , 0.007472 , 0.005869 , 0.007706 , 0.00877 , 0.008926 
 349 , 0.017351 , 0.018175 , 0.010522 , 0.007816 , 0.010404 , 0.01319 , 0.011625 , 0.008766 , 0.010907 , 0.012031 , 0.010533 , 0.012005 , 0.017753 , 0.01277 , 0.008795 , 0.007107 , 0.010263 , 0.007035 , 0.010907 , 0.009825 , 0.012362 , 0.01467 , 0.007371 , 0.006762 , 0.005765 , 0.006741 , 0.006786 , 0.006588 , 0.006403 , 0.007852 , 0.005779 , 0.003679 , 0.006581 , 0.011291 , 0.008425 , 0.007612 , 0.00601 , 0.008088 , 0.008919 , 0.009072 
 350 , 0.017626 , 0.018279 , 0.010578 , 0.007927 , 0.010484 , 0.013292 , 0.011652 , 0.008894 , 0.011022 , 0.012022 , 0.010627 , 0.012059 , 0.017828 , 0.013028 , 0.008959 , 0.007388 , 0.010518 , 0.007044 , 0.011054 , 0.009958 , 0.012498 , 0.014971 , 0.007592 , 0.006855 , 0.005692 , 0.006975 , 0.006881 , 0.006581 , 0.006548 , 0.008056 , 0.005904 , 0.003822 , 0.006646 , 0.011438 , 0.00882 , 0.007616 , 0.00599 , 0.008458 , 0.009033 , 0.009102 
