  time  ,10:47 PM,11:17 PM,11:34 PM,11:49 PM,11:57 PM,12:59 PM,13:14 PM,13:30 PM,13:44 PM,13:57 PM,14:35 PM,14:54 PM,15:06 PM,15:19 PM,15:27 PM,16:10 PM,16:21 PM,16:35 PM,16:50 PM,16:59 PM,17:48 PM,17:57 PM,18:11 PM,18:21 PM,18:38 PM,18:50 PM,19:01 PM,19:09 PM,19:19 PM,19:31 PM,20:08 PM,20:22 PM,20:35 PM,20:49 PM,20:56 PM,22:26 PM,22:38 PM,23:04 PM,23:14 PM,23:22 PM,23:34 PM,23:42 PM,23:52 PM,24:00 PM,24:09 PM,25:09 PM,25:21 PM,25:34 PM,25:45 PM,25:55 PM,26:33 PM,26:49 PM,27:00 PM,27:11 PM,27:23 PM,27:51 PM,28:03 PM,28:18 PM,28:30 PM,28:41 PM,29:02 PM,29:10 PM,29:19 PM,29:28 PM,29:36 PM,30:09 PM,30:34 PM,30:44 PM,30:56 PM,31:05 PM,31:38 PM,31:49 PM,32:01 PM,32:11 PM,32:23 PM,33:22 PM,33:31 PM,33:43 PM,33:53 PM,34:03 PM,34:58 PM,35:11 PM,35:19 PM,35:31 PM,35:46 PM,36:00 PM,36:08 PM,36:19 PM,36:26 PM,36:35 PM,37:45 PM,37:56 PM,38:06 PM,38:19 PM,38:30 PM,39:12 PM,39:23 PM,39:32 PM,39:43 PM,39:51 PM,40:14 PM,40:25 PM,40:34 PM,40:44 PM,40:56 PM,41:08 PM,41:20 PM,41:35 PM,42:02 PM,42:11 PM,43:08 PM,43:23 PM,43:31 PM,43:39 PM,43:48 PM,44:29 PM,44:37 PM,44:46 PM,44:55 PM,45:03 PM,45:34 PM,45:42 PM,45:53 PM,46:02 PM,46:12 PM,46:26 PM,46:37 PM,46:46 PM,46:57 PM,47:07 PM,47:35 PM,47:45 PM,47:53 PM,48:00 PM,48:08 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 742 , 0.253909 , 0.303001 , 0.272447 , 0.261709 , 0.300501 , 0.174279 , 0.186546 , 0.188512 , 0.204922 , 0.179797 , 0.248488 , 0.26141 , 0.298616 , 0.294262 , 0.264007 , 0.319856 , 0.340506 , 0.245251 , 0.281146 , 0.308123 , 0.105961 , 0.133132 , 0.126149 , 0.159714 , 0.135609 , 0.255454 , 0.257073 , 0.31547 , 0.192445 , 0.151387 , 0.186214 , 0.18551 , 0.200318 , 0.179813 , 0.202778 , 0.308851 , 0.241925 , 0.261572 , 0.235468 , 0.276954 , 0.284164 , 0.267649 , 0.25331 , 0.278977 , 0.264315 , 0.219123 , 0.253739 , 0.197113 , 0.264347 , 0.276719 , 0.270918 , 0.26654 , 0.27379 , 0.265278 , 0.264315 , 0.274947 , 0.288242 , 0.302896 , 0.250955 , 0.249628 , 0.244029 , 0.294149 , 0.255382 , 0.240363 , 0.270966 , 0.319646 , 0.315665 , 0.335263 , 0.320382 , 0.35266 , 0.20353 , 0.250955 , 0.28952 , 0.165321 , 0.137243 , 0.237879 , 0.205618 , 0.238697 , 0.20578 , 0.212803 , 0.190672 , 0.161931 , 0.168388 , 0.129742 , 0.130244 , 0.299667 , 0.159414 , 0.36322 , 0.114473 , 0.203927 , 0.232296 , 0.253577 , 0.166875 , 0.267333 , 0.240218 , 0.228857 , 0.269097 , 0.296763 , 0.250891 , 0.265731 , 0.279721 , 0.3318 , 0.307541 , 0.279454 , 0.237709 , 0.31263 , 0.280741 , 0.305469 , 0.273523 , 0.396306 , 0.225548 , 0.217197 , 0.27201 , 0.258545 , 0.2266 , 0.197494 , 0.279891 , 0.254192 , 0.156356 , 0.310478 , 0.148499 , 0.222214 , 0.235994 , 0.285887 , 0.313974 , 0.223339 , 0.135698 , 0.172474 , 0.179959 , 0.210667 , 0.253885 , 0.217496 , 0.253521 , 0.234432 , 0.218532 
 743 , 0.255918 , 0.304778 , 0.274382 , 0.263082 , 0.30239 , 0.174937 , 0.187193 , 0.189338 , 0.205868 , 0.180296 , 0.249491 , 0.262604 , 0.300172 , 0.295842 , 0.265365 , 0.321891 , 0.342905 , 0.246633 , 0.282963 , 0.31004 , 0.106577 , 0.133791 , 0.126725 , 0.160334 , 0.136017 , 0.257019 , 0.258751 , 0.317398 , 0.193628 , 0.152069 , 0.187225 , 0.186302 , 0.201521 , 0.180911 , 0.204046 , 0.310485 , 0.242958 , 0.262629 , 0.236409 , 0.278001 , 0.285545 , 0.268732 , 0.254315 , 0.280292 , 0.265348 , 0.220026 , 0.254841 , 0.197991 , 0.265794 , 0.278365 , 0.272334 , 0.268036 , 0.275313 , 0.26653 , 0.265357 , 0.276422 , 0.289471 , 0.304058 , 0.251911 , 0.250745 , 0.245225 , 0.295631 , 0.256541 , 0.241331 , 0.272124 , 0.321899 , 0.317576 , 0.33749 , 0.322538 , 0.355169 , 0.204921 , 0.253085 , 0.291713 , 0.16596 , 0.137669 , 0.238943 , 0.206337 , 0.239688 , 0.206434 , 0.213558 , 0.191621 , 0.162471 , 0.169303 , 0.130367 , 0.130764 , 0.302479 , 0.160091 , 0.36761 , 0.114922 , 0.20505 , 0.233843 , 0.255546 , 0.167822 , 0.269072 , 0.241679 , 0.229683 , 0.269979 , 0.298691 , 0.251976 , 0.266789 , 0.281133 , 0.33358 , 0.30885 , 0.281036 , 0.238757 , 0.314128 , 0.282105 , 0.307539 , 0.274981 , 0.398266 , 0.226348 , 0.21784 , 0.273225 , 0.259901 , 0.227376 , 0.19893 , 0.28204 , 0.256112 , 0.156951 , 0.312849 , 0.149495 , 0.223846 , 0.237616 , 0.287804 , 0.315472 , 0.224542 , 0.136187 , 0.173229 , 0.180515 , 0.211761 , 0.25476 , 0.218285 , 0.254429 , 0.23522 , 0.219281 
 744 , 0.257779 , 0.306457 , 0.27619 , 0.264397 , 0.304178 , 0.175581 , 0.187827 , 0.190155 , 0.206741 , 0.18078 , 0.250423 , 0.263716 , 0.301632 , 0.297325 , 0.266628 , 0.323797 , 0.345144 , 0.247933 , 0.284673 , 0.311851 , 0.107146 , 0.134421 , 0.127276 , 0.160942 , 0.136424 , 0.258485 , 0.260318 , 0.319223 , 0.194729 , 0.152718 , 0.188176 , 0.187065 , 0.202645 , 0.181939 , 0.205232 , 0.312013 , 0.243927 , 0.263651 , 0.237276 , 0.279012 , 0.286855 , 0.26975 , 0.255265 , 0.281551 , 0.266327 , 0.220918 , 0.255889 , 0.198833 , 0.267155 , 0.279912 , 0.273659 , 0.26945 , 0.276733 , 0.267722 , 0.266352 , 0.277804 , 0.29065 , 0.305168 , 0.252824 , 0.251794 , 0.246368 , 0.297033 , 0.257641 , 0.242248 , 0.273237 , 0.324024 , 0.319369 , 0.339564 , 0.324568 , 0.357504 , 0.206214 , 0.255078 , 0.293773 , 0.166562 , 0.138087 , 0.239945 , 0.207025 , 0.240634 , 0.20709 , 0.214332 , 0.192523 , 0.163018 , 0.170163 , 0.130982 , 0.131274 , 0.305071 , 0.160763 , 0.371713 , 0.115353 , 0.206092 , 0.235289 , 0.257366 , 0.168711 , 0.270707 , 0.243043 , 0.230472 , 0.270829 , 0.30048 , 0.25301 , 0.267779 , 0.282475 , 0.335257 , 0.310091 , 0.28254 , 0.239782 , 0.315541 , 0.283416 , 0.309458 , 0.27636 , 0.400124 , 0.227114 , 0.218476 , 0.274373 , 0.261161 , 0.228144 , 0.200261 , 0.28404 , 0.257893 , 0.157552 , 0.31503 , 0.150423 , 0.225378 , 0.239125 , 0.289612 , 0.316895 , 0.225703 , 0.136676 , 0.173959 , 0.181088 , 0.212824 , 0.255581 , 0.219044 , 0.255289 , 0.235979 , 0.219993 
 745 , 0.259372 , 0.307928 , 0.27787 , 0.265668 , 0.305816 , 0.17624 , 0.188474 , 0.190952 , 0.207501 , 0.181268 , 0.251256 , 0.264709 , 0.302932 , 0.298634 , 0.267747 , 0.325541 , 0.347158 , 0.249119 , 0.286221 , 0.313525 , 0.107633 , 0.135027 , 0.127838 , 0.161552 , 0.136863 , 0.259859 , 0.261744 , 0.320967 , 0.195729 , 0.153314 , 0.189067 , 0.1878 , 0.20365 , 0.182869 , 0.20629 , 0.313404 , 0.244789 , 0.264612 , 0.238054 , 0.280039 , 0.288098 , 0.270745 , 0.256163 , 0.282736 , 0.267284 , 0.221864 , 0.256861 , 0.199645 , 0.268357 , 0.281298 , 0.274823 , 0.270778 , 0.278048 , 0.268868 , 0.267292 , 0.279064 , 0.291745 , 0.306246 , 0.253709 , 0.252767 , 0.247438 , 0.298342 , 0.258649 , 0.243116 , 0.274271 , 0.326036 , 0.321032 , 0.341488 , 0.326394 , 0.359653 , 0.207379 , 0.256861 , 0.295604 , 0.167141 , 0.138504 , 0.240898 , 0.207647 , 0.241556 , 0.207801 , 0.215169 , 0.193373 , 0.163591 , 0.170967 , 0.131566 , 0.131786 , 0.307351 , 0.161438 , 0.37534 , 0.115766 , 0.207005 , 0.236625 , 0.259006 , 0.169529 , 0.272167 , 0.244261 , 0.231222 , 0.271598 , 0.302103 , 0.253953 , 0.268682 , 0.283743 , 0.336784 , 0.311275 , 0.283922 , 0.2408 , 0.316905 , 0.284702 , 0.311153 , 0.277642 , 0.401824 , 0.227859 , 0.21911 , 0.275433 , 0.262312 , 0.228883 , 0.201456 , 0.285807 , 0.259502 , 0.158164 , 0.316946 , 0.151243 , 0.226762 , 0.240467 , 0.291258 , 0.318294 , 0.226803 , 0.137172 , 0.17468 , 0.18174 , 0.21387 , 0.256358 , 0.219784 , 0.256122 , 0.236738 , 0.220653 
 746 , 0.260968 , 0.309392 , 0.27958 , 0.266958 , 0.307474 , 0.176913 , 0.189153 , 0.191762 , 0.208269 , 0.181773 , 0.252101 , 0.265715 , 0.304239 , 0.299948 , 0.268876 , 0.327297 , 0.349193 , 0.250321 , 0.287781 , 0.315212 , 0.108121 , 0.135657 , 0.128424 , 0.162194 , 0.137307 , 0.261269 , 0.263179 , 0.322754 , 0.196736 , 0.153928 , 0.189966 , 0.18856 , 0.20466 , 0.183797 , 0.207367 , 0.314805 , 0.245664 , 0.265585 , 0.238837 , 0.281116 , 0.289366 , 0.27177 , 0.257083 , 0.283929 , 0.268275 , 0.222842 , 0.257839 , 0.200467 , 0.269575 , 0.282701 , 0.275996 , 0.272127 , 0.279393 , 0.270047 , 0.268267 , 0.280336 , 0.292853 , 0.307352 , 0.254629 , 0.253743 , 0.248509 , 0.299664 , 0.259676 , 0.24399 , 0.275321 , 0.328094 , 0.322713 , 0.343463 , 0.328224 , 0.361839 , 0.20857 , 0.258668 , 0.297445 , 0.167729 , 0.138933 , 0.241868 , 0.208277 , 0.242502 , 0.208537 , 0.216023 , 0.194225 , 0.164177 , 0.171776 , 0.132154 , 0.132301 , 0.309669 , 0.162121 , 0.378972 , 0.116184 , 0.207928 , 0.237983 , 0.260684 , 0.170362 , 0.273631 , 0.245493 , 0.231985 , 0.272371 , 0.30376 , 0.254905 , 0.269608 , 0.285042 , 0.338326 , 0.312497 , 0.28531 , 0.241852 , 0.3183 , 0.286009 , 0.312871 , 0.278938 , 0.403542 , 0.22862 , 0.219753 , 0.276516 , 0.263471 , 0.229636 , 0.202669 , 0.287602 , 0.261123 , 0.15878 , 0.318877 , 0.152075 , 0.228157 , 0.241811 , 0.292918 , 0.319722 , 0.227913 , 0.137673 , 0.175409 , 0.182415 , 0.214917 , 0.257148 , 0.220533 , 0.256969 , 0.23752 , 0.221322 
 747 , 0.262552 , 0.310852 , 0.281284 , 0.268245 , 0.309127 , 0.177591 , 0.189817 , 0.192558 , 0.209029 , 0.182285 , 0.252937 , 0.266716 , 0.305548 , 0.301245 , 0.270002 , 0.329039 , 0.351205 , 0.251514 , 0.289337 , 0.316887 , 0.108606 , 0.136278 , 0.128998 , 0.16282 , 0.137742 , 0.262665 , 0.264601 , 0.324525 , 0.197739 , 0.154539 , 0.190866 , 0.189321 , 0.205662 , 0.184725 , 0.208436 , 0.316188 , 0.246536 , 0.266562 , 0.239613 , 0.282187 , 0.29063 , 0.272784 , 0.257996 , 0.285115 , 0.269254 , 0.223809 , 0.258818 , 0.201269 , 0.270783 , 0.284099 , 0.27716 , 0.273476 , 0.280723 , 0.271214 , 0.26923 , 0.281602 , 0.293941 , 0.30846 , 0.25554 , 0.254718 , 0.249586 , 0.300985 , 0.260697 , 0.244868 , 0.276371 , 0.330138 , 0.324395 , 0.345421 , 0.33004 , 0.364008 , 0.209753 , 0.260453 , 0.299269 , 0.168302 , 0.139361 , 0.242835 , 0.208907 , 0.243436 , 0.209265 , 0.216871 , 0.195071 , 0.164756 , 0.172572 , 0.13274 , 0.132813 , 0.311966 , 0.162803 , 0.382578 , 0.116602 , 0.208842 , 0.239337 , 0.26234 , 0.171182 , 0.275094 , 0.246715 , 0.232732 , 0.273142 , 0.305402 , 0.255857 , 0.270523 , 0.286336 , 0.33985 , 0.313707 , 0.286685 , 0.242891 , 0.319685 , 0.287312 , 0.314569 , 0.280219 , 0.405248 , 0.229373 , 0.220393 , 0.277583 , 0.264626 , 0.230381 , 0.20388 , 0.289378 , 0.26273 , 0.159395 , 0.3208 , 0.152896 , 0.229535 , 0.243144 , 0.294567 , 0.321141 , 0.229015 , 0.138173 , 0.176135 , 0.183082 , 0.21596 , 0.257931 , 0.221279 , 0.257818 , 0.238304 , 0.221987 
 748 , 0.263665 , 0.311951 , 0.28258 , 0.26924 , 0.310349 , 0.178095 , 0.190341 , 0.193153 , 0.209714 , 0.182673 , 0.25361 , 0.267556 , 0.306597 , 0.302264 , 0.270899 , 0.330417 , 0.35279 , 0.252417 , 0.290559 , 0.318172 , 0.108932 , 0.136692 , 0.129458 , 0.1633 , 0.13809 , 0.263738 , 0.265708 , 0.325937 , 0.198458 , 0.155068 , 0.19155 , 0.189916 , 0.206354 , 0.185403 , 0.209248 , 0.317256 , 0.24721 , 0.267311 , 0.240262 , 0.282981 , 0.29158 , 0.273597 , 0.258654 , 0.286071 , 0.270025 , 0.224534 , 0.259578 , 0.201793 , 0.271708 , 0.285106 , 0.278134 , 0.274488 , 0.281706 , 0.272093 , 0.269926 , 0.282597 , 0.29476 , 0.309311 , 0.256259 , 0.255425 , 0.25039 , 0.301995 , 0.261482 , 0.245542 , 0.277153 , 0.331725 , 0.325684 , 0.346921 , 0.331488 , 0.365673 , 0.210629 , 0.261785 , 0.300695 , 0.168736 , 0.139676 , 0.243572 , 0.20942 , 0.24412 , 0.209845 , 0.21748 , 0.195728 , 0.165204 , 0.17315 , 0.133161 , 0.133234 , 0.313635 , 0.163349 , 0.385341 , 0.116894 , 0.209591 , 0.240335 , 0.263534 , 0.171777 , 0.276196 , 0.247668 , 0.233281 , 0.273719 , 0.306621 , 0.256594 , 0.271234 , 0.287272 , 0.340986 , 0.314673 , 0.287755 , 0.243678 , 0.320787 , 0.288327 , 0.315883 , 0.281183 , 0.406569 , 0.229978 , 0.220913 , 0.278371 , 0.26548 , 0.230959 , 0.204744 , 0.290738 , 0.263992 , 0.159899 , 0.322251 , 0.153507 , 0.230583 , 0.24412 , 0.295888 , 0.322308 , 0.229946 , 0.138531 , 0.176747 , 0.183613 , 0.216793 , 0.258572 , 0.221837 , 0.258458 , 0.238913 , 0.222515 
 749 , 0.264815 , 0.313116 , 0.283877 , 0.270239 , 0.311578 , 0.178586 , 0.190857 , 0.193794 , 0.210443 , 0.183053 , 0.254326 , 0.268423 , 0.307676 , 0.30334 , 0.271834 , 0.331867 , 0.354422 , 0.253345 , 0.291812 , 0.319489 , 0.109283 , 0.137099 , 0.1299 , 0.163778 , 0.138441 , 0.264806 , 0.266884 , 0.327327 , 0.199218 , 0.155638 , 0.192248 , 0.190497 , 0.207089 , 0.186129 , 0.210091 , 0.318352 , 0.247929 , 0.268128 , 0.24095 , 0.283754 , 0.292516 , 0.274387 , 0.259292 , 0.287092 , 0.27077 , 0.225234 , 0.260356 , 0.202352 , 0.272693 , 0.286143 , 0.279181 , 0.275483 , 0.282658 , 0.272955 , 0.270615 , 0.283648 , 0.295649 , 0.31013 , 0.256961 , 0.256151 , 0.251226 , 0.303037 , 0.262319 , 0.246284 , 0.27797 , 0.333291 , 0.326983 , 0.348393 , 0.333029 , 0.367316 , 0.211498 , 0.263162 , 0.302194 , 0.16921 , 0.139979 , 0.244313 , 0.209985 , 0.244787 , 0.21041 , 0.218084 , 0.196388 , 0.165668 , 0.173751 , 0.133589 , 0.133671 , 0.315309 , 0.163884 , 0.388186 , 0.117195 , 0.210377 , 0.241327 , 0.264741 , 0.172409 , 0.27734 , 0.24869 , 0.233857 , 0.274337 , 0.307839 , 0.25737 , 0.271957 , 0.288213 , 0.342167 , 0.315636 , 0.288908 , 0.244452 , 0.321894 , 0.289342 , 0.317239 , 0.282175 , 0.407992 , 0.230634 , 0.221447 , 0.279181 , 0.266369 , 0.231558 , 0.2056 , 0.292164 , 0.265322 , 0.160415 , 0.323751 , 0.154132 , 0.231657 , 0.245131 , 0.297245 , 0.323457 , 0.230904 , 0.138915 , 0.177399 , 0.184141 , 0.217659 , 0.259235 , 0.222428 , 0.259096 , 0.23951 , 0.223058 
 750 , 0.26598 , 0.314297 , 0.285205 , 0.271261 , 0.312831 , 0.179088 , 0.191379 , 0.194449 , 0.211185 , 0.183444 , 0.255065 , 0.269304 , 0.308778 , 0.304439 , 0.272792 , 0.333342 , 0.356097 , 0.254287 , 0.293098 , 0.320831 , 0.109646 , 0.137526 , 0.130361 , 0.16426 , 0.138795 , 0.265898 , 0.268092 , 0.328741 , 0.199992 , 0.156219 , 0.192959 , 0.1911 , 0.207845 , 0.186867 , 0.210956 , 0.319472 , 0.248662 , 0.26896 , 0.241661 , 0.284542 , 0.293467 , 0.275199 , 0.259945 , 0.288128 , 0.271539 , 0.225957 , 0.261157 , 0.202924 , 0.273701 , 0.287203 , 0.28026 , 0.276501 , 0.283625 , 0.27384 , 0.271318 , 0.284722 , 0.296554 , 0.310973 , 0.257669 , 0.256899 , 0.252068 , 0.304095 , 0.263171 , 0.247033 , 0.278802 , 0.33489 , 0.328299 , 0.349899 , 0.334603 , 0.369001 , 0.212389 , 0.264579 , 0.303735 , 0.169689 , 0.140294 , 0.245059 , 0.210555 , 0.245477 , 0.210997 , 0.218702 , 0.197069 , 0.166143 , 0.174364 , 0.134038 , 0.134112 , 0.317016 , 0.16444 , 0.391084 , 0.117506 , 0.211177 , 0.242341 , 0.265963 , 0.173062 , 0.278507 , 0.249735 , 0.234439 , 0.27497 , 0.30909 , 0.25816 , 0.272702 , 0.289176 , 0.343365 , 0.316622 , 0.290085 , 0.245231 , 0.323017 , 0.29038 , 0.318629 , 0.283183 , 0.40945 , 0.231303 , 0.221985 , 0.280006 , 0.267281 , 0.232171 , 0.206477 , 0.293622 , 0.266676 , 0.160944 , 0.325277 , 0.15477 , 0.232744 , 0.246165 , 0.298642 , 0.32463 , 0.231885 , 0.139303 , 0.178065 , 0.184673 , 0.218546 , 0.259912 , 0.223042 , 0.259749 , 0.240122 , 0.223615 
 751 , 0.266873 , 0.315227 , 0.286258 , 0.272096 , 0.313795 , 0.179518 , 0.191835 , 0.19498 , 0.211765 , 0.183765 , 0.255641 , 0.269985 , 0.309624 , 0.305278 , 0.273528 , 0.334504 , 0.357406 , 0.255045 , 0.294113 , 0.32189 , 0.109951 , 0.13791 , 0.130809 , 0.164686 , 0.139119 , 0.266733 , 0.269025 , 0.329819 , 0.200608 , 0.156749 , 0.193548 , 0.19157 , 0.208496 , 0.187448 , 0.211683 , 0.320317 , 0.249243 , 0.269629 , 0.242241 , 0.285149 , 0.294204 , 0.275854 , 0.260442 , 0.28894 , 0.27217 , 0.226556 , 0.261783 , 0.203455 , 0.274471 , 0.288013 , 0.28111 , 0.27731 , 0.284395 , 0.274521 , 0.271831 , 0.285563 , 0.297266 , 0.311594 , 0.25824 , 0.257487 , 0.252736 , 0.304931 , 0.263844 , 0.247638 , 0.279446 , 0.336143 , 0.329323 , 0.351066 , 0.335878 , 0.37031 , 0.213073 , 0.265657 , 0.304914 , 0.170066 , 0.140575 , 0.245668 , 0.211037 , 0.246015 , 0.211451 , 0.219223 , 0.197628 , 0.166565 , 0.174883 , 0.134409 , 0.134492 , 0.318265 , 0.164901 , 0.393254 , 0.117797 , 0.211832 , 0.243118 , 0.266873 , 0.173625 , 0.279421 , 0.250576 , 0.234916 , 0.275473 , 0.310037 , 0.258803 , 0.273255 , 0.289924 , 0.344312 , 0.317429 , 0.290992 , 0.245875 , 0.323918 , 0.291232 , 0.319713 , 0.283973 , 0.410569 , 0.231854 , 0.222476 , 0.280654 , 0.267966 , 0.232665 , 0.20718 , 0.294733 , 0.267759 , 0.1614 , 0.326384 , 0.155284 , 0.233575 , 0.246975 , 0.299757 , 0.325557 , 0.232673 , 0.139648 , 0.178625 , 0.185122 , 0.219281 , 0.260425 , 0.22356 , 0.260293 , 0.240619 , 0.224057 
 752 , 0.267688 , 0.316088 , 0.287238 , 0.272892 , 0.314696 , 0.179895 , 0.192277 , 0.19541 , 0.212308 , 0.184047 , 0.256068 , 0.270613 , 0.310411 , 0.30606 , 0.274218 , 0.335498 , 0.358613 , 0.255778 , 0.295062 , 0.322893 , 0.110195 , 0.138315 , 0.131287 , 0.165118 , 0.139459 , 0.267505 , 0.269801 , 0.330849 , 0.201112 , 0.157219 , 0.194142 , 0.192028 , 0.209051 , 0.187951 , 0.212391 , 0.321094 , 0.249703 , 0.270174 , 0.242733 , 0.285755 , 0.294921 , 0.276489 , 0.260925 , 0.289576 , 0.272793 , 0.227177 , 0.262383 , 0.203946 , 0.275072 , 0.288797 , 0.28181 , 0.278105 , 0.285175 , 0.275188 , 0.272329 , 0.28626 , 0.297847 , 0.312193 , 0.25882 , 0.258082 , 0.253383 , 0.305745 , 0.264389 , 0.24812 , 0.280028 , 0.337371 , 0.330294 , 0.352165 , 0.336965 , 0.37155 , 0.213734 , 0.266594 , 0.305927 , 0.170381 , 0.140859 , 0.246255 , 0.211422 , 0.246537 , 0.211861 , 0.219734 , 0.198178 , 0.167016 , 0.175395 , 0.134776 , 0.134867 , 0.319403 , 0.165366 , 0.395253 , 0.118093 , 0.212425 , 0.24386 , 0.267654 , 0.174118 , 0.280268 , 0.251261 , 0.235357 , 0.27595 , 0.3109 , 0.259416 , 0.273804 , 0.290645 , 0.345187 , 0.318193 , 0.291689 , 0.246438 , 0.324749 , 0.292029 , 0.320696 , 0.284736 , 0.411481 , 0.232274 , 0.222967 , 0.281271 , 0.268591 , 0.233144 , 0.207841 , 0.295651 , 0.268674 , 0.161861 , 0.327376 , 0.155777 , 0.234337 , 0.247755 , 0.300822 , 0.326456 , 0.233418 , 0.140006 , 0.179108 , 0.185564 , 0.219991 , 0.260908 , 0.224003 , 0.260825 , 0.241067 , 0.224475 
 753 , 0.268546 , 0.316988 , 0.288265 , 0.273733 , 0.315644 , 0.180292 , 0.192741 , 0.195853 , 0.212867 , 0.184342 , 0.256512 , 0.271276 , 0.311245 , 0.30688 , 0.274945 , 0.336541 , 0.359887 , 0.256545 , 0.296058 , 0.323952 , 0.110454 , 0.13873 , 0.131792 , 0.165578 , 0.139809 , 0.268322 , 0.270612 , 0.331927 , 0.201638 , 0.157718 , 0.194774 , 0.192509 , 0.209638 , 0.188475 , 0.21314 , 0.32191 , 0.25018 , 0.270737 , 0.24325 , 0.286398 , 0.295676 , 0.277152 , 0.261434 , 0.290248 , 0.273451 , 0.22783 , 0.263027 , 0.204459 , 0.275708 , 0.289618 , 0.282547 , 0.278937 , 0.285991 , 0.275882 , 0.272845 , 0.286995 , 0.298448 , 0.312822 , 0.259417 , 0.258703 , 0.254064 , 0.306606 , 0.264961 , 0.248636 , 0.280655 , 0.338658 , 0.331313 , 0.353314 , 0.338102 , 0.372851 , 0.214427 , 0.267575 , 0.306996 , 0.170707 , 0.141161 , 0.246877 , 0.211821 , 0.247084 , 0.212286 , 0.220261 , 0.19875 , 0.167478 , 0.175935 , 0.135161 , 0.135261 , 0.320615 , 0.165851 , 0.397358 , 0.118388 , 0.213041 , 0.244628 , 0.268471 , 0.17464 , 0.281152 , 0.251981 , 0.235822 , 0.276447 , 0.31181 , 0.260064 , 0.27438 , 0.291394 , 0.34611 , 0.318997 , 0.292431 , 0.247043 , 0.32562 , 0.292871 , 0.321736 , 0.285543 , 0.412438 , 0.232727 , 0.223481 , 0.281916 , 0.269251 , 0.233648 , 0.208543 , 0.296622 , 0.269641 , 0.162333 , 0.328417 , 0.156299 , 0.235142 , 0.248586 , 0.30195 , 0.327404 , 0.234204 , 0.140381 , 0.179612 , 0.186027 , 0.220743 , 0.261425 , 0.224461 , 0.261384 , 0.241549 , 0.224917 
 754 , 0.269264 , 0.317755 , 0.289105 , 0.274412 , 0.316541 , 0.180611 , 0.193128 , 0.196234 , 0.213288 , 0.184563 , 0.25689 , 0.2718 , 0.311886 , 0.307516 , 0.275492 , 0.337412 , 0.360938 , 0.257241 , 0.296917 , 0.324821 , 0.110721 , 0.139136 , 0.132229 , 0.166036 , 0.140132 , 0.268987 , 0.271264 , 0.332808 , 0.202119 , 0.158149 , 0.195338 , 0.192943 , 0.210223 , 0.188933 , 0.213731 , 0.322627 , 0.250627 , 0.271197 , 0.243611 , 0.286954 , 0.296331 , 0.277711 , 0.26193 , 0.29083 , 0.27401 , 0.228332 , 0.263629 , 0.204957 , 0.276271 , 0.290252 , 0.283094 , 0.279611 , 0.286686 , 0.276489 , 0.273357 , 0.28764 , 0.298984 , 0.313368 , 0.259954 , 0.259326 , 0.254679 , 0.307306 , 0.265479 , 0.249095 , 0.28121 , 0.339773 , 0.332247 , 0.354316 , 0.339053 , 0.373965 , 0.214987 , 0.268368 , 0.307901 , 0.171 , 0.14143 , 0.247387 , 0.212166 , 0.247538 , 0.212635 , 0.22073 , 0.199231 , 0.167911 , 0.176467 , 0.135536 , 0.135636 , 0.321547 , 0.166287 , 0.399056 , 0.118691 , 0.213623 , 0.245227 , 0.269163 , 0.175094 , 0.281914 , 0.25257 , 0.236219 , 0.276916 , 0.312606 , 0.260632 , 0.274906 , 0.292052 , 0.346923 , 0.319672 , 0.293065 , 0.247488 , 0.326244 , 0.293551 , 0.322602 , 0.286284 , 0.413255 , 0.233121 , 0.223903 , 0.282517 , 0.269816 , 0.234101 , 0.209177 , 0.297419 , 0.270452 , 0.162737 , 0.32925 , 0.156684 , 0.235758 , 0.249321 , 0.302894 , 0.32822 , 0.234812 , 0.140743 , 0.180017 , 0.186422 , 0.221316 , 0.261796 , 0.224824 , 0.261821 , 0.241903 , 0.225276 
