  time  ,:46:36 A,:47:21 A,:47:42 A,:48:05 A,:48:23 A,:48:59 A,:49:19 A,:49:38 A,:50:01 A,:50:27 A,:52:51 A,:53:12 A,:53:30 A,:53:47 A,:54:07 A,:55:48 A,:56:06 A,:56:18 A,:56:32 A,:56:48 A,:02:00 P,:02:33 P,:03:00 P,:03:40 P,:03:56 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 379 , 0.022053 , 0.033514 , 0.027156 , 0.038182 , 0.035116 , 0.020093 , 0.022316 , 0.022172 , 0.022024 , 0.030306 , 0.030204 , 0.027802 , 0.029217 , 0.032665 , 0.031498 , 0.035722 , 0.033489 , 0.027575 , 0.017789 , 0.032495 , 0.032419 , 0.027694 , 0.029601 , 0.029399 , 0.031856 
 380 , 0.022318 , 0.033852 , 0.027341 , 0.038629 , 0.035516 , 0.020264 , 0.022439 , 0.022237 , 0.022171 , 0.030515 , 0.030475 , 0.028009 , 0.029426 , 0.033047 , 0.031817 , 0.036009 , 0.033805 , 0.027796 , 0.017912 , 0.032633 , 0.032731 , 0.02779 , 0.029949 , 0.029583 , 0.032172 
 381 , 0.022566 , 0.034172 , 0.02752 , 0.039059 , 0.035887 , 0.020412 , 0.022539 , 0.022273 , 0.0223 , 0.030695 , 0.030696 , 0.028205 , 0.029628 , 0.03342 , 0.032116 , 0.036266 , 0.034099 , 0.027988 , 0.018008 , 0.032735 , 0.033018 , 0.027885 , 0.030273 , 0.029745 , 0.032459 
 382 , 0.022807 , 0.034484 , 0.027697 , 0.039481 , 0.036242 , 0.020549 , 0.022627 , 0.02229 , 0.02242 , 0.03086 , 0.030891 , 0.028396 , 0.029828 , 0.033792 , 0.032408 , 0.036509 , 0.034384 , 0.028163 , 0.018088 , 0.032818 , 0.033294 , 0.027978 , 0.030586 , 0.029896 , 0.032733 
 383 , 0.02295 , 0.034667 , 0.028006 , 0.039976 , 0.036556 , 0.02063 , 0.022814 , 0.022536 , 0.022479 , 0.031087 , 0.031053 , 0.028731 , 0.02999 , 0.03411 , 0.03275 , 0.036657 , 0.034607 , 0.028407 , 0.018093 , 0.03309 , 0.033389 , 0.028137 , 0.030796 , 0.030139 , 0.032934 
 384 , 0.023068 , 0.034814 , 0.028296 , 0.040417 , 0.036821 , 0.020679 , 0.022981 , 0.022773 , 0.022504 , 0.031282 , 0.031174 , 0.029038 , 0.030112 , 0.034376 , 0.033057 , 0.036754 , 0.03478 , 0.028611 , 0.018066 , 0.033329 , 0.033447 , 0.028261 , 0.030959 , 0.030355 , 0.033105 
 385 , 0.023176 , 0.034942 , 0.02857 , 0.040821 , 0.037053 , 0.020715 , 0.023135 , 0.022996 , 0.02251 , 0.031453 , 0.03127 , 0.029321 , 0.030207 , 0.03461 , 0.033344 , 0.036822 , 0.034924 , 0.028788 , 0.018023 , 0.033543 , 0.033486 , 0.028357 , 0.031098 , 0.030553 , 0.033259 
 386 , 0.023384 , 0.035272 , 0.02887 , 0.041294 , 0.037473 , 0.020822 , 0.02329 , 0.02319 , 0.022662 , 0.031669 , 0.03147 , 0.029514 , 0.030395 , 0.034951 , 0.033644 , 0.037039 , 0.035183 , 0.028975 , 0.018128 , 0.033763 , 0.03379 , 0.028579 , 0.031295 , 0.030756 , 0.033464 
 387 , 0.023652 , 0.035724 , 0.029171 , 0.041786 , 0.037997 , 0.020973 , 0.023436 , 0.023352 , 0.022902 , 0.031906 , 0.031728 , 0.029633 , 0.030634 , 0.035345 , 0.033932 , 0.037346 , 0.035505 , 0.029155 , 0.018328 , 0.033973 , 0.034245 , 0.02887 , 0.031522 , 0.030953 , 0.033695 
 388 , 0.023897 , 0.036144 , 0.029451 , 0.042243 , 0.038481 , 0.021111 , 0.023568 , 0.023497 , 0.023126 , 0.032121 , 0.031961 , 0.029734 , 0.030851 , 0.035706 , 0.034189 , 0.037622 , 0.035797 , 0.02932 , 0.018512 , 0.034161 , 0.034659 , 0.029129 , 0.031721 , 0.031138 , 0.033917 
 389 , 0.024103 , 0.036514 , 0.029737 , 0.04268 , 0.038904 , 0.021216 , 0.023665 , 0.023595 , 0.023319 , 0.032317 , 0.032131 , 0.029875 , 0.031056 , 0.036042 , 0.034423 , 0.03788 , 0.036053 , 0.029481 , 0.018657 , 0.034337 , 0.035002 , 0.029348 , 0.031911 , 0.031297 , 0.0341 
 390 , 0.024205 , 0.036789 , 0.030102 , 0.043152 , 0.03921 , 0.021262 , 0.023674 , 0.023578 , 0.023451 , 0.032505 , 0.032159 , 0.03019 , 0.031286 , 0.036369 , 0.03465 , 0.038131 , 0.036241 , 0.029673 , 0.018684 , 0.034522 , 0.035189 , 0.02948 , 0.032115 , 0.031392 , 0.034194 
 391 , 0.024297 , 0.037041 , 0.03044 , 0.043588 , 0.039491 , 0.021298 , 0.023672 , 0.023546 , 0.02357 , 0.032674 , 0.032164 , 0.030484 , 0.031495 , 0.03666 , 0.034845 , 0.038355 , 0.036405 , 0.029843 , 0.018703 , 0.034687 , 0.035346 , 0.029598 , 0.032299 , 0.03148 , 0.034273 
 392 , 0.024382 , 0.037277 , 0.030754 , 0.043998 , 0.039749 , 0.02133 , 0.023661 , 0.02351 , 0.023677 , 0.032823 , 0.03216 , 0.030748 , 0.031679 , 0.036932 , 0.035019 , 0.038557 , 0.03655 , 0.029996 , 0.018717 , 0.034831 , 0.035489 , 0.029693 , 0.032463 , 0.031559 , 0.03435 
 393 , 0.024729 , 0.037681 , 0.03103 , 0.044395 , 0.040136 , 0.021352 , 0.023762 , 0.023643 , 0.023858 , 0.033072 , 0.032336 , 0.030939 , 0.03185 , 0.037285 , 0.035487 , 0.038779 , 0.036827 , 0.030238 , 0.018728 , 0.035 , 0.035685 , 0.02974 , 0.032659 , 0.03172 , 0.034503 
 394 , 0.025089 , 0.038086 , 0.031281 , 0.044757 , 0.040508 , 0.021368 , 0.023869 , 0.023796 , 0.024033 , 0.033314 , 0.032513 , 0.031099 , 0.032003 , 0.037624 , 0.035961 , 0.038984 , 0.037102 , 0.030467 , 0.018727 , 0.03516 , 0.035876 , 0.029769 , 0.032847 , 0.031876 , 0.034656 
 395 , 0.025425 , 0.038447 , 0.031503 , 0.04508 , 0.040841 , 0.021379 , 0.023966 , 0.023928 , 0.024186 , 0.03353 , 0.032671 , 0.031239 , 0.032136 , 0.037924 , 0.036388 , 0.03917 , 0.03735 , 0.030677 , 0.018727 , 0.035298 , 0.03604 , 0.029787 , 0.033007 , 0.03202 , 0.034794 
 396 , 0.025697 , 0.03887 , 0.031915 , 0.045535 , 0.041225 , 0.021468 , 0.024087 , 0.024073 , 0.024371 , 0.033802 , 0.032821 , 0.031421 , 0.032341 , 0.038288 , 0.036793 , 0.039418 , 0.037558 , 0.030812 , 0.018762 , 0.035487 , 0.036299 , 0.029932 , 0.033221 , 0.032185 , 0.034959 
 397 , 0.025913 , 0.039316 , 0.032471 , 0.046084 , 0.041629 , 0.021619 , 0.024226 , 0.024219 , 0.024578 , 0.034122 , 0.032956 , 0.031641 , 0.032604 , 0.038691 , 0.037144 , 0.039717 , 0.037728 , 0.030868 , 0.018829 , 0.035711 , 0.036638 , 0.030186 , 0.033483 , 0.032365 , 0.035134 
 398 , 0.026097 , 0.039697 , 0.032944 , 0.046552 , 0.041967 , 0.021753 , 0.024342 , 0.024349 , 0.024755 , 0.034388 , 0.033068 , 0.031835 , 0.032828 , 0.039037 , 0.037449 , 0.039973 , 0.037862 , 0.030921 , 0.018888 , 0.035896 , 0.036934 , 0.030406 , 0.033699 , 0.032524 , 0.03528 
 399 , 0.026238 , 0.040004 , 0.033333 , 0.046944 , 0.04226 , 0.021837 , 0.024421 , 0.024436 , 0.024883 , 0.034592 , 0.03314 , 0.031978 , 0.032998 , 0.039319 , 0.037696 , 0.040168 , 0.037979 , 0.030951 , 0.018911 , 0.036043 , 0.03716 , 0.030571 , 0.033862 , 0.032633 , 0.035373 
 400 , 0.026217 , 0.040169 , 0.033455 , 0.047141 , 0.042478 , 0.02166 , 0.024303 , 0.024326 , 0.024789 , 0.034556 , 0.033015 , 0.031967 , 0.032916 , 0.039485 , 0.037777 , 0.040146 , 0.038065 , 0.030896 , 0.018714 , 0.036022 , 0.037215 , 0.030539 , 0.03388 , 0.032559 , 0.035172 
 401 , 0.026198 , 0.040305 , 0.033561 , 0.047313 , 0.042669 , 0.021516 , 0.024205 , 0.024236 , 0.024707 , 0.034534 , 0.032904 , 0.031961 , 0.032842 , 0.039633 , 0.037856 , 0.04012 , 0.038134 , 0.030849 , 0.018542 , 0.036002 , 0.037261 , 0.030501 , 0.033901 , 0.032495 , 0.034998 
 402 , 0.026183 , 0.040431 , 0.033656 , 0.047465 , 0.042846 , 0.021384 , 0.02412 , 0.024152 , 0.02463 , 0.034503 , 0.032809 , 0.031954 , 0.032778 , 0.039764 , 0.037922 , 0.040101 , 0.038196 , 0.030809 , 0.018388 , 0.035993 , 0.037302 , 0.030472 , 0.033907 , 0.03244 , 0.03484 
 403 , 0.0265 , 0.040821 , 0.03405 , 0.048037 , 0.04329 , 0.021553 , 0.024341 , 0.024317 , 0.024867 , 0.034767 , 0.032991 , 0.032282 , 0.033079 , 0.040183 , 0.038296 , 0.040367 , 0.038511 , 0.031079 , 0.018487 , 0.036265 , 0.037611 , 0.030713 , 0.034234 , 0.032664 , 0.035165 
 404 , 0.026902 , 0.041281 , 0.034515 , 0.048725 , 0.043792 , 0.021823 , 0.024649 , 0.02456 , 0.025182 , 0.035097 , 0.033248 , 0.032707 , 0.033466 , 0.040676 , 0.038754 , 0.040716 , 0.038891 , 0.031431 , 0.01865 , 0.036623 , 0.037987 , 0.031036 , 0.034636 , 0.032973 , 0.035638 
 405 , 0.027272 , 0.041709 , 0.034949 , 0.049353 , 0.044268 , 0.022065 , 0.024934 , 0.024787 , 0.025474 , 0.035415 , 0.033493 , 0.033101 , 0.033837 , 0.041137 , 0.039183 , 0.041039 , 0.039249 , 0.031768 , 0.018803 , 0.03696 , 0.038341 , 0.031327 , 0.035022 , 0.033256 , 0.036069 
 406 , 0.027636 , 0.042177 , 0.035423 , 0.049956 , 0.04474 , 0.022262 , 0.02518 , 0.025023 , 0.025759 , 0.035745 , 0.033703 , 0.033431 , 0.034183 , 0.041631 , 0.039639 , 0.041375 , 0.039622 , 0.032067 , 0.018947 , 0.0373 , 0.038688 , 0.031604 , 0.03539 , 0.033563 , 0.036448 
 407 , 0.027986 , 0.04273 , 0.035975 , 0.050519 , 0.045223 , 0.022382 , 0.025393 , 0.025276 , 0.026035 , 0.036117 , 0.033882 , 0.033682 , 0.034499 , 0.042221 , 0.040153 , 0.041738 , 0.040028 , 0.032323 , 0.019088 , 0.037668 , 0.039044 , 0.031872 , 0.035758 , 0.033907 , 0.036767 
 408 , 0.028325 , 0.043256 , 0.036497 , 0.051059 , 0.045686 , 0.022498 , 0.025592 , 0.025508 , 0.026299 , 0.036472 , 0.03405 , 0.033924 , 0.034807 , 0.042769 , 0.040642 , 0.042079 , 0.040406 , 0.032562 , 0.019228 , 0.03801 , 0.039381 , 0.032125 , 0.03611 , 0.034227 , 0.037069 
 409 , 0.028635 , 0.043758 , 0.036989 , 0.051561 , 0.046113 , 0.022612 , 0.02578 , 0.025729 , 0.026543 , 0.036811 , 0.03421 , 0.034151 , 0.035091 , 0.043292 , 0.041098 , 0.042411 , 0.040767 , 0.032795 , 0.01935 , 0.038336 , 0.039691 , 0.032372 , 0.036447 , 0.034532 , 0.037353 
 410 , 0.028968 , 0.044248 , 0.037527 , 0.052177 , 0.046664 , 0.0228 , 0.026042 , 0.02594 , 0.026833 , 0.037153 , 0.034439 , 0.034481 , 0.035375 , 0.043771 , 0.041594 , 0.042683 , 0.041151 , 0.033154 , 0.019508 , 0.038744 , 0.040122 , 0.032601 , 0.036778 , 0.034805 , 0.037672 
 411 , 0.029276 , 0.044713 , 0.038032 , 0.052751 , 0.047181 , 0.02298 , 0.026286 , 0.026132 , 0.027106 , 0.037477 , 0.034658 , 0.034794 , 0.03564 , 0.044226 , 0.042056 , 0.042944 , 0.041501 , 0.033487 , 0.019648 , 0.039117 , 0.040535 , 0.03283 , 0.037092 , 0.035059 , 0.037972 
 412 , 0.029569 , 0.045151 , 0.038505 , 0.05329 , 0.047664 , 0.023146 , 0.026516 , 0.026319 , 0.027357 , 0.037776 , 0.034861 , 0.035092 , 0.035898 , 0.044645 , 0.042484 , 0.043188 , 0.041841 , 0.033797 , 0.019784 , 0.039474 , 0.040915 , 0.033034 , 0.037382 , 0.035298 , 0.038248 
 413 , 0.029988 , 0.045692 , 0.039037 , 0.053906 , 0.048258 , 0.023376 , 0.026811 , 0.026587 , 0.027672 , 0.038176 , 0.035145 , 0.035481 , 0.036264 , 0.045184 , 0.043023 , 0.043566 , 0.042257 , 0.034207 , 0.019983 , 0.039924 , 0.041396 , 0.033363 , 0.037806 , 0.035653 , 0.038624 
 414 , 0.030461 , 0.046283 , 0.039569 , 0.054553 , 0.048884 , 0.023625 , 0.027125 , 0.026901 , 0.028024 , 0.03861 , 0.035464 , 0.035896 , 0.036683 , 0.045773 , 0.043587 , 0.044002 , 0.042714 , 0.03466 , 0.020221 , 0.040398 , 0.041911 , 0.033736 , 0.038281 , 0.03606 , 0.03905 
 415 , 0.030904 , 0.046833 , 0.040087 , 0.055166 , 0.049469 , 0.023863 , 0.027418 , 0.027193 , 0.028355 , 0.03902 , 0.035769 , 0.036298 , 0.037078 , 0.04633 , 0.044128 , 0.044423 , 0.043148 , 0.035092 , 0.020447 , 0.04085 , 0.042402 , 0.034095 , 0.038734 , 0.036445 , 0.039445 
 416 , 0.031302 , 0.047348 , 0.040578 , 0.055746 , 0.050037 , 0.024053 , 0.02769 , 0.027455 , 0.028656 , 0.039412 , 0.036027 , 0.036662 , 0.037437 , 0.046861 , 0.044633 , 0.04479 , 0.043563 , 0.03547 , 0.020633 , 0.041266 , 0.042858 , 0.0344 , 0.039142 , 0.036801 , 0.039821 
 417 , 0.031605 , 0.0478 , 0.041073 , 0.05629 , 0.050575 , 0.024162 , 0.027923 , 0.02767 , 0.028935 , 0.03979 , 0.036186 , 0.036971 , 0.037704 , 0.047355 , 0.045078 , 0.045095 , 0.044004 , 0.035776 , 0.020768 , 0.041614 , 0.043263 , 0.034615 , 0.039484 , 0.03712 , 0.040191 
 418 , 0.031906 , 0.048231 , 0.041555 , 0.056813 , 0.051083 , 0.02426 , 0.028144 , 0.027873 , 0.029194 , 0.040147 , 0.036341 , 0.03726 , 0.03796 , 0.047828 , 0.045501 , 0.045379 , 0.044425 , 0.036061 , 0.020891 , 0.041949 , 0.043655 , 0.034819 , 0.039806 , 0.037417 , 0.040541 
 419 , 0.032187 , 0.048649 , 0.04201 , 0.057314 , 0.051569 , 0.024355 , 0.028363 , 0.028074 , 0.029442 , 0.040484 , 0.036485 , 0.037537 , 0.038212 , 0.048281 , 0.045913 , 0.045658 , 0.044825 , 0.036335 , 0.021014 , 0.042264 , 0.044036 , 0.035011 , 0.040115 , 0.037704 , 0.040878 
 420 , 0.03261 , 0.049204 , 0.042524 , 0.057994 , 0.052193 , 0.024585 , 0.028716 , 0.028355 , 0.029806 , 0.040933 , 0.036793 , 0.037919 , 0.038578 , 0.048826 , 0.046488 , 0.046058 , 0.045302 , 0.036767 , 0.021245 , 0.042709 , 0.044502 , 0.03537 , 0.040573 , 0.038112 , 0.041276 
 421 , 0.033043 , 0.049771 , 0.043036 , 0.058672 , 0.052817 , 0.024828 , 0.029081 , 0.02864 , 0.030164 , 0.041389 , 0.03711 , 0.038299 , 0.038942 , 0.049366 , 0.047059 , 0.046469 , 0.045765 , 0.037207 , 0.021474 , 0.043159 , 0.044964 , 0.035728 , 0.041037 , 0.038519 , 0.04168 
 422 , 0.033457 , 0.050318 , 0.043528 , 0.059331 , 0.053414 , 0.025062 , 0.029427 , 0.028916 , 0.030521 , 0.041826 , 0.037408 , 0.038669 , 0.039295 , 0.049886 , 0.04762 , 0.046861 , 0.046218 , 0.037629 , 0.021694 , 0.04359 , 0.045415 , 0.036085 , 0.041491 , 0.038907 , 0.042064 
 423 , 0.033901 , 0.050901 , 0.044064 , 0.060028 , 0.05405 , 0.02534 , 0.029789 , 0.029267 , 0.030921 , 0.042304 , 0.037731 , 0.039084 , 0.039712 , 0.050467 , 0.048194 , 0.047301 , 0.046735 , 0.038085 , 0.02197 , 0.044117 , 0.04593 , 0.036449 , 0.041968 , 0.039341 , 0.042525 
 424 , 0.034371 , 0.051513 , 0.044631 , 0.060753 , 0.054714 , 0.025663 , 0.030159 , 0.029689 , 0.031374 , 0.042805 , 0.038051 , 0.039541 , 0.040171 , 0.051105 , 0.048781 , 0.047771 , 0.047301 , 0.038566 , 0.022276 , 0.044711 , 0.046494 , 0.036828 , 0.042485 , 0.039807 , 0.043035 
 425 , 0.034824 , 0.052107 , 0.045199 , 0.06146 , 0.055379 , 0.025969 , 0.03053 , 0.030103 , 0.031819 , 0.043306 , 0.038371 , 0.03999 , 0.040621 , 0.051725 , 0.04936 , 0.04824 , 0.047867 , 0.039047 , 0.022573 , 0.045288 , 0.047049 , 0.037198 , 0.042986 , 0.040265 , 0.043546 
 426 , 0.035251 , 0.052662 , 0.045726 , 0.062139 , 0.056006 , 0.026246 , 0.030865 , 0.030481 , 0.03222 , 0.043783 , 0.038674 , 0.040404 , 0.041037 , 0.052306 , 0.049908 , 0.048677 , 0.048392 , 0.039495 , 0.022841 , 0.045842 , 0.047563 , 0.037542 , 0.043462 , 0.040689 , 0.044032 
 427 , 0.03555 , 0.053039 , 0.04614 , 0.062681 , 0.056568 , 0.026363 , 0.031117 , 0.030733 , 0.032484 , 0.0442 , 0.038883 , 0.040706 , 0.041323 , 0.052699 , 0.050331 , 0.048981 , 0.048767 , 0.03983 , 0.022994 , 0.046256 , 0.047918 , 0.037784 , 0.043816 , 0.040965 , 0.044442 
 428 , 0.035849 , 0.053415 , 0.046544 , 0.063223 , 0.057114 , 0.026479 , 0.031361 , 0.030985 , 0.032749 , 0.044618 , 0.0391 , 0.041008 , 0.041608 , 0.053083 , 0.050754 , 0.049294 , 0.049133 , 0.040175 , 0.023147 , 0.046661 , 0.048264 , 0.038025 , 0.04417 , 0.041241 , 0.044842 
 429 , 0.036148 , 0.053782 , 0.046949 , 0.063766 , 0.057661 , 0.026595 , 0.031596 , 0.031228 , 0.033014 , 0.045028 , 0.039308 , 0.041302 , 0.041885 , 0.053477 , 0.051169 , 0.049598 , 0.049508 , 0.040512 , 0.023291 , 0.047066 , 0.04861 , 0.038258 , 0.044516 , 0.041517 , 0.045243 
 430 , 0.036635 , 0.054382 , 0.047524 , 0.064508 , 0.058386 , 0.026931 , 0.032066 , 0.031689 , 0.033493 , 0.045657 , 0.039732 , 0.04177 , 0.042353 , 0.054077 , 0.05177 , 0.050109 , 0.050082 , 0.041052 , 0.023636 , 0.047668 , 0.049194 , 0.038646 , 0.045082 , 0.042093 , 0.045791 
 431 , 0.037161 , 0.05501 , 0.048129 , 0.065286 , 0.059133 , 0.027298 , 0.03258 , 0.032194 , 0.034017 , 0.046314 , 0.040188 , 0.042254 , 0.042847 , 0.054713 , 0.052405 , 0.050662 , 0.05068 , 0.041617 , 0.024011 , 0.0483 , 0.049818 , 0.039056 , 0.045686 , 0.042721 , 0.046359 
 432 , 0.037669 , 0.055618 , 0.048716 , 0.066036 , 0.059852 , 0.027665 , 0.033076 , 0.032681 , 0.034523 , 0.046945 , 0.040635 , 0.04273 , 0.043332 , 0.055331 , 0.053012 , 0.051187 , 0.051268 , 0.042172 , 0.024376 , 0.048904 , 0.050423 , 0.039449 , 0.046271 , 0.043323 , 0.046909 
 433 , 0.038131 , 0.056185 , 0.049278 , 0.066722 , 0.060551 , 0.027971 , 0.033532 , 0.033136 , 0.035005 , 0.047535 , 0.04105 , 0.04317 , 0.043799 , 0.055898 , 0.05358 , 0.051703 , 0.051829 , 0.042721 , 0.02472 , 0.049493 , 0.050984 , 0.039828 , 0.046808 , 0.04387 , 0.047445 
 434 , 0.038543 , 0.05671 , 0.049804 , 0.067342 , 0.061227 , 0.028207 , 0.033936 , 0.033559 , 0.035454 , 0.048053 , 0.041426 , 0.043572 , 0.044245 , 0.056395 , 0.054106 , 0.052193 , 0.052345 , 0.043248 , 0.025037 , 0.050055 , 0.051483 , 0.040177 , 0.047281 , 0.044344 , 0.047963 
 435 , 0.038938 , 0.057199 , 0.050313 , 0.067936 , 0.061876 , 0.028442 , 0.034323 , 0.033955 , 0.035876 , 0.048544 , 0.041784 , 0.043956 , 0.044666 , 0.056867 , 0.054613 , 0.052656 , 0.052844 , 0.043759 , 0.025336 , 0.050591 , 0.051965 , 0.040509 , 0.047736 , 0.0448 , 0.048454 
 436 , 0.039317 , 0.057678 , 0.0508 , 0.068515 , 0.062499 , 0.028659 , 0.034693 , 0.034343 , 0.036291 , 0.049023 , 0.042127 , 0.044327 , 0.045072 , 0.057328 , 0.055092 , 0.053108 , 0.053314 , 0.044237 , 0.025616 , 0.051115 , 0.052435 , 0.040834 , 0.048179 , 0.045243 , 0.048933 
 437 , 0.039738 , 0.058163 , 0.051275 , 0.069179 , 0.063145 , 0.02892 , 0.035062 , 0.034738 , 0.036743 , 0.049593 , 0.042552 , 0.044729 , 0.045448 , 0.05784 , 0.055609 , 0.053559 , 0.053802 , 0.044702 , 0.025889 , 0.05168 , 0.05293 , 0.041167 , 0.048712 , 0.0457 , 0.049432 
 438 , 0.040144 , 0.05864 , 0.051742 , 0.069815 , 0.063772 , 0.029167 , 0.035425 , 0.035119 , 0.03719 , 0.050139 , 0.042962 , 0.045123 , 0.045808 , 0.058342 , 0.0561 , 0.054002 , 0.054272 , 0.04515 , 0.026159 , 0.052237 , 0.053417 , 0.041485 , 0.049239 , 0.046141 , 0.049905 
 439 , 0.04054 , 0.059087 , 0.052189 , 0.07043 , 0.06438 , 0.029404 , 0.03577 , 0.03549 , 0.037609 , 0.050665 , 0.043362 , 0.045499 , 0.046148 , 0.058826 , 0.05658 , 0.054425 , 0.054723 , 0.04558 , 0.02641 , 0.052766 , 0.053875 , 0.041793 , 0.049746 , 0.046572 , 0.050368 
 440 , 0.04102 , 0.059624 , 0.052739 , 0.071108 , 0.065072 , 0.029735 , 0.036223 , 0.03597 , 0.038102 , 0.051266 , 0.043857 , 0.045936 , 0.046613 , 0.059389 , 0.057121 , 0.054926 , 0.055296 , 0.04608 , 0.026763 , 0.053381 , 0.054438 , 0.042186 , 0.050282 , 0.047074 , 0.050932 
 441 , 0.041527 , 0.060187 , 0.053318 , 0.071788 , 0.065788 , 0.030089 , 0.036713 , 0.036487 , 0.038604 , 0.051898 , 0.044387 , 0.046396 , 0.047111 , 0.059979 , 0.05768 , 0.055454 , 0.055907 , 0.046604 , 0.027148 , 0.054015 , 0.05502 , 0.042604 , 0.05083 , 0.047608 , 0.051518 
 442 , 0.042016 , 0.060731 , 0.053879 , 0.072458 , 0.066486 , 0.030433 , 0.037194 , 0.036986 , 0.039088 , 0.052502 , 0.044907 , 0.046837 , 0.047599 , 0.060549 , 0.058229 , 0.055964 , 0.056498 , 0.047118 , 0.027515 , 0.054631 , 0.055583 , 0.043013 , 0.051369 , 0.048133 , 0.052094 
 443 , 0.042469 , 0.061241 , 0.054391 , 0.07309 , 0.067147 , 0.030738 , 0.037625 , 0.037443 , 0.039548 , 0.053066 , 0.045373 , 0.047242 , 0.048031 , 0.061078 , 0.058755 , 0.056441 , 0.05704 , 0.047586 , 0.027853 , 0.055198 , 0.056106 , 0.043377 , 0.05186 , 0.048612 , 0.052604 
 444 , 0.04288 , 0.061686 , 0.054822 , 0.073682 , 0.067752 , 0.030965 , 0.037965 , 0.03782 , 0.039969 , 0.05357 , 0.045745 , 0.047568 , 0.048384 , 0.061541 , 0.059265 , 0.056844 , 0.057469 , 0.047994 , 0.028118 , 0.05571 , 0.056554 , 0.043687 , 0.052283 , 0.049019 , 0.053026 
 445 , 0.043272 , 0.062131 , 0.055253 , 0.074247 , 0.06833 , 0.031192 , 0.038306 , 0.038188 , 0.040372 , 0.054057 , 0.046109 , 0.047894 , 0.048719 , 0.062004 , 0.059757 , 0.057246 , 0.057899 , 0.048384 , 0.028383 , 0.056195 , 0.056993 , 0.043988 , 0.052697 , 0.049426 , 0.05344 
 446 , 0.043656 , 0.062558 , 0.055666 , 0.074813 , 0.068908 , 0.03142 , 0.038629 , 0.038548 , 0.040767 , 0.054534 , 0.046464 , 0.048212 , 0.049045 , 0.06245 , 0.060231 , 0.057631 , 0.058311 , 0.048773 , 0.02863 , 0.05668 , 0.057423 , 0.044272 , 0.053094 , 0.049824 , 0.053836 
 447 , 0.044008 , 0.063037 , 0.056145 , 0.075373 , 0.069486 , 0.031636 , 0.038972 , 0.038918 , 0.041191 , 0.055022 , 0.046906 , 0.048564 , 0.049433 , 0.062956 , 0.060691 , 0.058065 , 0.058753 , 0.049189 , 0.028874 , 0.057186 , 0.057847 , 0.044579 , 0.053563 , 0.050249 , 0.054306 
 448 , 0.044365 , 0.063506 , 0.056619 , 0.075932 , 0.070058 , 0.031848 , 0.039305 , 0.039296 , 0.041613 , 0.055496 , 0.047342 , 0.048917 , 0.049822 , 0.063452 , 0.061153 , 0.058501 , 0.059189 , 0.049605 , 0.029115 , 0.057677 , 0.058266 , 0.04488 , 0.054021 , 0.050673 , 0.054772 
 449 , 0.044712 , 0.063975 , 0.057083 , 0.076482 , 0.070631 , 0.03206 , 0.039638 , 0.039656 , 0.042026 , 0.055971 , 0.047777 , 0.049261 , 0.050201 , 0.063947 , 0.061605 , 0.058937 , 0.059625 , 0.050011 , 0.029356 , 0.058169 , 0.058684 , 0.045182 , 0.05447 , 0.051087 , 0.055229 
 450 , 0.04513 , 0.064472 , 0.057572 , 0.077086 , 0.071226 , 0.032326 , 0.04003 , 0.040057 , 0.042454 , 0.056478 , 0.048214 , 0.049633 , 0.050619 , 0.064472 , 0.062112 , 0.05939 , 0.060104 , 0.050447 , 0.02965 , 0.058685 , 0.059173 , 0.045546 , 0.054941 , 0.051523 , 0.055701 
 451 , 0.045596 , 0.064989 , 0.058088 , 0.077734 , 0.071836 , 0.032635 , 0.040448 , 0.040484 , 0.042896 , 0.057014 , 0.048649 , 0.050031 , 0.051052 , 0.065016 , 0.062668 , 0.059868 , 0.060627 , 0.050917 , 0.029979 , 0.059227 , 0.059705 , 0.045949 , 0.055424 , 0.051964 , 0.056174 
 452 , 0.046062 , 0.065497 , 0.058594 , 0.078372 , 0.072453 , 0.032942 , 0.040873 , 0.04091 , 0.043328 , 0.057548 , 0.049093 , 0.05042 , 0.051493 , 0.06556 , 0.063223 , 0.060336 , 0.061139 , 0.051385 , 0.030317 , 0.059758 , 0.060245 , 0.04635 , 0.055905 , 0.052414 , 0.056654 
 453 , 0.046487 , 0.065988 , 0.059079 , 0.078976 , 0.073041 , 0.033219 , 0.041256 , 0.041292 , 0.043736 , 0.058032 , 0.049491 , 0.050781 , 0.051899 , 0.066078 , 0.063733 , 0.060765 , 0.061613 , 0.051809 , 0.030604 , 0.06026 , 0.060738 , 0.046713 , 0.056355 , 0.052819 , 0.057094 
 454 , 0.046797 , 0.066409 , 0.059487 , 0.079469 , 0.073539 , 0.033394 , 0.041515 , 0.04156 , 0.044039 , 0.058397 , 0.049771 , 0.05106 , 0.052205 , 0.066517 , 0.064138 , 0.061083 , 0.061966 , 0.052132 , 0.030762 , 0.060668 , 0.061101 , 0.046959 , 0.056693 , 0.053124 , 0.057432 
