  time  ,:46:36 A,:47:21 A,:47:42 A,:48:05 A,:48:23 A,:48:59 A,:49:19 A,:49:38 A,:50:01 A,:50:27 A,:52:51 A,:53:12 A,:53:30 A,:53:47 A,:54:07 A,:55:48 A,:56:06 A,:56:18 A,:56:32 A,:56:48 A,:02:00 P,:02:33 P,:03:00 P,:03:40 P,:03:56 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 526 , 0.074934 , 0.098666 , 0.091186 , 0.114255 , 0.108067 , 0.046403 , 0.058451 , 0.058442 , 0.064364 , 0.082006 , 0.069153 , 0.075571 , 0.080909 , 0.104553 , 0.09925 , 0.084264 , 0.08707 , 0.073579 , 0.04234 , 0.087743 , 0.088221 , 0.067241 , 0.081343 , 0.076235 , 0.080997 
 527 , 0.075495 , 0.09918 , 0.091713 , 0.114777 , 0.108614 , 0.046624 , 0.05871 , 0.058727 , 0.064713 , 0.082385 , 0.069528 , 0.076045 , 0.081445 , 0.105218 , 0.099845 , 0.084628 , 0.087448 , 0.073899 , 0.042527 , 0.088237 , 0.088663 , 0.067586 , 0.08172 , 0.07663 , 0.081348 
 528 , 0.076045 , 0.099659 , 0.092208 , 0.11528 , 0.109134 , 0.046828 , 0.058976 , 0.058994 , 0.06506 , 0.082732 , 0.069873 , 0.07648 , 0.081915 , 0.105866 , 0.100431 , 0.084979 , 0.087812 , 0.074198 , 0.042689 , 0.088709 , 0.089073 , 0.067884 , 0.082075 , 0.077022 , 0.081675 
 529 , 0.076585 , 0.100127 , 0.092691 , 0.115771 , 0.109643 , 0.047031 , 0.059224 , 0.059251 , 0.065396 , 0.083068 , 0.070217 , 0.076905 , 0.082384 , 0.106495 , 0.101007 , 0.085319 , 0.088182 , 0.074495 , 0.04285 , 0.08917 , 0.089481 , 0.068162 , 0.082419 , 0.077412 , 0.082001 
 530 , 0.077127 , 0.100597 , 0.093177 , 0.116264 , 0.110145 , 0.047234 , 0.059482 , 0.059517 , 0.065725 , 0.083397 , 0.070553 , 0.077331 , 0.082845 , 0.107126 , 0.101577 , 0.08566 , 0.088537 , 0.074793 , 0.043012 , 0.089632 , 0.08989 , 0.068451 , 0.082765 , 0.077795 , 0.082328 
 531 , 0.07769 , 0.101161 , 0.093774 , 0.116897 , 0.11075 , 0.047494 , 0.059778 , 0.059822 , 0.06612 , 0.083819 , 0.070982 , 0.077851 , 0.083417 , 0.107815 , 0.102231 , 0.086102 , 0.088993 , 0.075148 , 0.043239 , 0.090135 , 0.090367 , 0.068841 , 0.083203 , 0.078217 , 0.08273 
 532 , 0.078256 , 0.101721 , 0.094361 , 0.117522 , 0.111341 , 0.047761 , 0.060061 , 0.060132 , 0.066501 , 0.084241 , 0.071405 , 0.078363 , 0.08399 , 0.10851 , 0.102882 , 0.086536 , 0.089448 , 0.075514 , 0.043465 , 0.090636 , 0.090841 , 0.069234 , 0.083633 , 0.07864 , 0.083142 
 533 , 0.078812 , 0.102272 , 0.094947 , 0.118138 , 0.111931 , 0.048019 , 0.060352 , 0.060442 , 0.066881 , 0.084653 , 0.071827 , 0.078866 , 0.084545 , 0.109185 , 0.103524 , 0.086969 , 0.089894 , 0.07587 , 0.04369 , 0.091128 , 0.091316 , 0.069618 , 0.084062 , 0.079054 , 0.083552 
 534 , 0.079339 , 0.102791 , 0.095466 , 0.118667 , 0.112464 , 0.048258 , 0.060611 , 0.060728 , 0.067245 , 0.085022 , 0.072194 , 0.079321 , 0.085094 , 0.109828 , 0.104108 , 0.087362 , 0.090285 , 0.076201 , 0.043883 , 0.091593 , 0.091764 , 0.069952 , 0.08444 , 0.079428 , 0.083893 
 535 , 0.079849 , 0.103296 , 0.095977 , 0.119163 , 0.112985 , 0.048482 , 0.060866 , 0.061018 , 0.06761 , 0.08539 , 0.07254 , 0.079759 , 0.08565 , 0.110453 , 0.10467 , 0.087716 , 0.090634 , 0.076509 , 0.044064 , 0.092053 , 0.092205 , 0.070286 , 0.084797 , 0.079786 , 0.084204 
 536 , 0.080369 , 0.103801 , 0.096479 , 0.119659 , 0.113506 , 0.048707 , 0.06112 , 0.0613 , 0.067965 , 0.085757 , 0.072885 , 0.080189 , 0.086207 , 0.111078 , 0.105222 , 0.088078 , 0.090983 , 0.076816 , 0.044246 , 0.092512 , 0.092656 , 0.07061 , 0.085145 , 0.080144 , 0.084516 
 537 , 0.080878 , 0.104316 , 0.09699 , 0.120167 , 0.11404 , 0.048932 , 0.061386 , 0.061593 , 0.068325 , 0.086122 , 0.073263 , 0.080634 , 0.086753 , 0.111715 , 0.105785 , 0.088429 , 0.091349 , 0.077129 , 0.044435 , 0.092962 , 0.093097 , 0.070938 , 0.085509 , 0.080499 , 0.084843 
 538 , 0.081386 , 0.104835 , 0.097506 , 0.120684 , 0.114564 , 0.049173 , 0.061664 , 0.061872 , 0.068668 , 0.086503 , 0.073687 , 0.081115 , 0.087289 , 0.112407 , 0.106387 , 0.088796 , 0.091756 , 0.077468 , 0.044624 , 0.093417 , 0.093543 , 0.071277 , 0.085926 , 0.08088 , 0.085204 
 539 , 0.081894 , 0.105353 , 0.098022 , 0.121191 , 0.115098 , 0.049404 , 0.061934 , 0.062142 , 0.069012 , 0.086884 , 0.074111 , 0.081596 , 0.087815 , 0.1131 , 0.106998 , 0.089153 , 0.092146 , 0.077808 , 0.044812 , 0.093872 , 0.093981 , 0.071606 , 0.086333 , 0.081252 , 0.085564 
 540 , 0.082394 , 0.105863 , 0.098538 , 0.121699 , 0.115614 , 0.049636 , 0.062203 , 0.06242 , 0.069347 , 0.087256 , 0.074535 , 0.082077 , 0.088334 , 0.113785 , 0.107592 , 0.08952 , 0.092544 , 0.078138 , 0.045 , 0.094318 , 0.094409 , 0.071936 , 0.086731 , 0.081633 , 0.085925 
 541 , 0.082913 , 0.10637 , 0.099044 , 0.122256 , 0.116163 , 0.04988 , 0.062484 , 0.062719 , 0.069729 , 0.087655 , 0.074924 , 0.082568 , 0.088897 , 0.114431 , 0.108193 , 0.089913 , 0.092959 , 0.07847 , 0.04521 , 0.094755 , 0.094873 , 0.072295 , 0.087138 , 0.082006 , 0.086295 
 542 , 0.083418 , 0.106874 , 0.099555 , 0.122802 , 0.116709 , 0.050127 , 0.062759 , 0.063031 , 0.070114 , 0.08804 , 0.075309 , 0.083046 , 0.089448 , 0.115065 , 0.10879 , 0.090319 , 0.09338 , 0.078805 , 0.045423 , 0.095187 , 0.095332 , 0.072657 , 0.087541 , 0.082392 , 0.08666 
 543 , 0.083933 , 0.107378 , 0.100057 , 0.123357 , 0.117255 , 0.050365 , 0.063034 , 0.063334 , 0.070491 , 0.088434 , 0.075693 , 0.083532 , 0.08999 , 0.11569 , 0.109379 , 0.090708 , 0.093791 , 0.079131 , 0.045636 , 0.095619 , 0.095783 , 0.07301 , 0.087943 , 0.082759 , 0.087025 
 544 , 0.084367 , 0.107837 , 0.100527 , 0.123842 , 0.117751 , 0.050555 , 0.063291 , 0.063601 , 0.07082 , 0.088773 , 0.076064 , 0.083957 , 0.090503 , 0.116304 , 0.109913 , 0.091077 , 0.094154 , 0.079424 , 0.045802 , 0.09602 , 0.096193 , 0.073315 , 0.088309 , 0.083102 , 0.087344 
 545 , 0.084754 , 0.108272 , 0.100964 , 0.124292 , 0.118223 , 0.050719 , 0.06354 , 0.06385 , 0.071131 , 0.089073 , 0.076416 , 0.084362 , 0.090995 , 0.116902 , 0.110414 , 0.091424 , 0.094495 , 0.079696 , 0.045935 , 0.096408 , 0.096581 , 0.073591 , 0.088644 , 0.083423 , 0.087651 
 546 , 0.08514 , 0.108708 , 0.101411 , 0.124741 , 0.118695 , 0.050883 , 0.063789 , 0.06409 , 0.071432 , 0.089381 , 0.076768 , 0.084757 , 0.091479 , 0.117491 , 0.110915 , 0.091771 , 0.094835 , 0.079969 , 0.046077 , 0.096787 , 0.09696 , 0.073867 , 0.088989 , 0.083745 , 0.087949 
 547 , 0.085547 , 0.109155 , 0.101867 , 0.12521 , 0.119182 , 0.051079 , 0.064039 , 0.064349 , 0.071738 , 0.089702 , 0.077135 , 0.085172 , 0.091985 , 0.118087 , 0.11142 , 0.092131 , 0.095191 , 0.08025 , 0.046239 , 0.097182 , 0.097364 , 0.074167 , 0.089346 , 0.084076 , 0.088259 
 548 , 0.086017 , 0.109623 , 0.102379 , 0.12572 , 0.11972 , 0.051327 , 0.064323 , 0.064643 , 0.072088 , 0.090087 , 0.077548 , 0.085633 , 0.092529 , 0.118696 , 0.111955 , 0.092529 , 0.095584 , 0.080575 , 0.046461 , 0.097578 , 0.097797 , 0.074512 , 0.089749 , 0.084453 , 0.088587 
 549 , 0.086486 , 0.110079 , 0.102889 , 0.126235 , 0.120263 , 0.051582 , 0.064597 , 0.064936 , 0.072427 , 0.09047 , 0.077968 , 0.086092 , 0.09308 , 0.119311 , 0.112488 , 0.092925 , 0.095975 , 0.080899 , 0.046682 , 0.097971 , 0.098237 , 0.074854 , 0.09014 , 0.084819 , 0.088922 
 550 , 0.086955 , 0.110544 , 0.10339 , 0.126741 , 0.120798 , 0.051828 , 0.06487 , 0.065219 , 0.072767 , 0.090844 , 0.07838 , 0.086552 , 0.093614 , 0.119908 , 0.113021 , 0.09332 , 0.096365 , 0.081214 , 0.046903 , 0.098364 , 0.098667 , 0.075197 , 0.090532 , 0.085185 , 0.089248 
 551 , 0.087362 , 0.111031 , 0.103873 , 0.127266 , 0.121294 , 0.052033 , 0.065117 , 0.065457 , 0.073102 , 0.091184 , 0.078771 , 0.086994 , 0.094134 , 0.120513 , 0.113557 , 0.093711 , 0.096734 , 0.081536 , 0.047081 , 0.098774 , 0.099104 , 0.075491 , 0.090899 , 0.085543 , 0.089585 
 552 , 0.08777 , 0.111523 , 0.104357 , 0.127796 , 0.121808 , 0.052243 , 0.06537 , 0.065683 , 0.073429 , 0.091514 , 0.07916 , 0.087439 , 0.094651 , 0.121127 , 0.114117 , 0.094109 , 0.097108 , 0.081864 , 0.047257 , 0.099187 , 0.099545 , 0.075793 , 0.091275 , 0.085884 , 0.089932 
 553 , 0.088179 , 0.112006 , 0.10484 , 0.128327 , 0.122312 , 0.052443 , 0.065623 , 0.065918 , 0.073765 , 0.091854 , 0.079549 , 0.087884 , 0.095179 , 0.121732 , 0.114677 , 0.094497 , 0.097481 , 0.082192 , 0.047433 , 0.099591 , 0.099987 , 0.076086 , 0.091651 , 0.086236 , 0.090288 
 554 , 0.088562 , 0.112435 , 0.105283 , 0.128806 , 0.122789 , 0.052637 , 0.065861 , 0.066147 , 0.074055 , 0.092179 , 0.079925 , 0.088276 , 0.095686 , 0.122309 , 0.115176 , 0.094856 , 0.097855 , 0.082499 , 0.047608 , 0.099949 , 0.100383 , 0.076362 , 0.092004 , 0.08656 , 0.090611 
 555 , 0.088934 , 0.112819 , 0.105695 , 0.129267 , 0.12327 , 0.052825 , 0.066084 , 0.06638 , 0.074326 , 0.09251 , 0.080295 , 0.088629 , 0.096188 , 0.122854 , 0.115647 , 0.09519 , 0.09822 , 0.08279 , 0.04778 , 0.100253 , 0.100761 , 0.076645 , 0.092344 , 0.086855 , 0.090912 
 556 , 0.089307 , 0.113205 , 0.106108 , 0.129719 , 0.123742 , 0.053003 , 0.066317 , 0.066613 , 0.074597 , 0.092832 , 0.080666 , 0.088983 , 0.09669 , 0.123409 , 0.11611 , 0.095515 , 0.098587 , 0.083081 , 0.047961 , 0.100567 , 0.10115 , 0.076919 , 0.092684 , 0.087152 , 0.091213 
 557 , 0.089685 , 0.113605 , 0.106536 , 0.130197 , 0.124221 , 0.053194 , 0.066553 , 0.066849 , 0.074872 , 0.093159 , 0.081051 , 0.089351 , 0.097198 , 0.123962 , 0.116588 , 0.095864 , 0.098968 , 0.083395 , 0.048136 , 0.100885 , 0.101534 , 0.077197 , 0.093029 , 0.087452 , 0.09151 
 558 , 0.090057 , 0.114056 , 0.107005 , 0.130717 , 0.124722 , 0.053401 , 0.066818 , 0.067077 , 0.075167 , 0.093495 , 0.081449 , 0.089789 , 0.097711 , 0.124546 , 0.117105 , 0.096256 , 0.09936 , 0.083747 , 0.048341 , 0.101232 , 0.101955 , 0.077502 , 0.093393 , 0.087787 , 0.091827 
 559 , 0.090426 , 0.114502 , 0.107468 , 0.131238 , 0.125224 , 0.053609 , 0.067083 , 0.067315 , 0.07546 , 0.093827 , 0.081854 , 0.090222 , 0.098238 , 0.125122 , 0.117625 , 0.096644 , 0.099758 , 0.084097 , 0.04854 , 0.101574 , 0.102381 , 0.077805 , 0.093753 , 0.088119 , 0.092141 
 560 , 0.090804 , 0.114956 , 0.10794 , 0.131758 , 0.125734 , 0.053808 , 0.067357 , 0.067542 , 0.075763 , 0.094168 , 0.08225 , 0.090656 , 0.098756 , 0.125706 , 0.118134 , 0.097041 , 0.100155 , 0.084447 , 0.048738 , 0.101925 , 0.102806 , 0.078117 , 0.094113 , 0.08845 , 0.092454 
 561 , 0.091081 , 0.115302 , 0.108314 , 0.132193 , 0.126168 , 0.053967 , 0.067563 , 0.06773 , 0.075976 , 0.094441 , 0.082575 , 0.090988 , 0.099179 , 0.126186 , 0.118569 , 0.097375 , 0.100457 , 0.084732 , 0.048868 , 0.102187 , 0.10315 , 0.078336 , 0.094431 , 0.088712 , 0.092728 
 562 , 0.091352 , 0.115641 , 0.108666 , 0.132612 , 0.126598 , 0.05413 , 0.067766 , 0.067923 , 0.076192 , 0.094715 , 0.082899 , 0.091315 , 0.099593 , 0.126644 , 0.118995 , 0.097699 , 0.100748 , 0.085015 , 0.048984 , 0.102439 , 0.103492 , 0.078557 , 0.094752 , 0.088969 , 0.092997 
 563 , 0.091631 , 0.115968 , 0.109024 , 0.133039 , 0.127035 , 0.054281 , 0.067967 , 0.068105 , 0.076396 , 0.094997 , 0.08323 , 0.09164 , 0.100014 , 0.127109 , 0.119417 , 0.098031 , 0.101038 , 0.085286 , 0.049108 , 0.102688 , 0.103832 , 0.078775 , 0.095071 , 0.089224 , 0.093263 
 564 , 0.091885 , 0.116331 , 0.1094 , 0.133478 , 0.127477 , 0.054442 , 0.068193 , 0.068295 , 0.076624 , 0.09529 , 0.083555 , 0.091977 , 0.100454 , 0.12756 , 0.119856 , 0.098374 , 0.101356 , 0.085589 , 0.04926 , 0.102939 , 0.1042 , 0.079008 , 0.095401 , 0.089482 , 0.093541 
 565 , 0.092141 , 0.116727 , 0.10981 , 0.133918 , 0.127946 , 0.054602 , 0.068454 , 0.068491 , 0.076858 , 0.0956 , 0.083894 , 0.092325 , 0.100911 , 0.12801 , 0.120314 , 0.098746 , 0.101691 , 0.085894 , 0.049437 , 0.103205 , 0.10459 , 0.07927 , 0.095728 , 0.089738 , 0.093829 
 566 , 0.092393 , 0.117117 , 0.110214 , 0.13437 , 0.128418 , 0.054759 , 0.068712 , 0.068685 , 0.077087 , 0.095904 , 0.084237 , 0.092677 , 0.101372 , 0.128454 , 0.120765 , 0.099114 , 0.10203 , 0.086203 , 0.049621 , 0.103466 , 0.104974 , 0.079519 , 0.09606 , 0.089989 , 0.094121 
 567 , 0.092641 , 0.1175 , 0.110602 , 0.134814 , 0.128882 , 0.054914 , 0.068956 , 0.068874 , 0.077322 , 0.096213 , 0.084576 , 0.093032 , 0.101835 , 0.128909 , 0.121218 , 0.099475 , 0.102373 , 0.086517 , 0.049792 , 0.103731 , 0.105362 , 0.079773 , 0.096386 , 0.090244 , 0.094408 
 568 , 0.092886 , 0.117853 , 0.110951 , 0.135248 , 0.129316 , 0.055068 , 0.06917 , 0.069043 , 0.077541 , 0.096495 , 0.084914 , 0.093375 , 0.102272 , 0.129353 , 0.121635 , 0.099851 , 0.102726 , 0.086828 , 0.049953 , 0.103977 , 0.105719 , 0.079999 , 0.096695 , 0.090491 , 0.094681 
 569 , 0.093134 , 0.118209 , 0.111297 , 0.135677 , 0.129749 , 0.05522 , 0.069386 , 0.069223 , 0.077768 , 0.096779 , 0.085257 , 0.093721 , 0.102707 , 0.129803 , 0.122052 , 0.100217 , 0.103086 , 0.087143 , 0.050113 , 0.104214 , 0.106082 , 0.080222 , 0.097014 , 0.090743 , 0.094957 
 570 , 0.093383 , 0.118562 , 0.111641 , 0.136111 , 0.130186 , 0.055376 , 0.069595 , 0.069397 , 0.077988 , 0.097063 , 0.0856 , 0.094074 , 0.103149 , 0.130249 , 0.122467 , 0.100582 , 0.103445 , 0.087467 , 0.050269 , 0.10446 , 0.106444 , 0.080448 , 0.097332 , 0.090995 , 0.095223 
 571 , 0.093607 , 0.118898 , 0.111986 , 0.136491 , 0.130597 , 0.055511 , 0.069799 , 0.069576 , 0.078229 , 0.097314 , 0.08591 , 0.094367 , 0.103574 , 0.13065 , 0.122845 , 0.100921 , 0.10377 , 0.087758 , 0.050412 , 0.104681 , 0.106806 , 0.080685 , 0.097644 , 0.091223 , 0.095465 
 572 , 0.093826 , 0.119238 , 0.112339 , 0.136855 , 0.131003 , 0.055646 , 0.070012 , 0.069746 , 0.078465 , 0.097564 , 0.086217 , 0.094661 , 0.103993 , 0.131039 , 0.123216 , 0.101267 , 0.10409 , 0.088055 , 0.050549 , 0.104898 , 0.107163 , 0.080916 , 0.097955 , 0.091446 , 0.0957 
 573 , 0.094043 , 0.119582 , 0.112688 , 0.137229 , 0.131412 , 0.055775 , 0.070217 , 0.069926 , 0.078701 , 0.097813 , 0.086531 , 0.094953 , 0.104425 , 0.131429 , 0.123581 , 0.101609 , 0.104407 , 0.088349 , 0.050681 , 0.105114 , 0.107524 , 0.081155 , 0.098272 , 0.091669 , 0.095924 
 574 , 0.094269 , 0.119938 , 0.113047 , 0.137619 , 0.131834 , 0.055922 , 0.070443 , 0.070118 , 0.078932 , 0.098088 , 0.086859 , 0.095269 , 0.104856 , 0.131834 , 0.123959 , 0.101959 , 0.104733 , 0.088641 , 0.050839 , 0.105348 , 0.107894 , 0.081381 , 0.098588 , 0.09189 , 0.096174 
 575 , 0.094505 , 0.120303 , 0.113398 , 0.138043 , 0.132273 , 0.056092 , 0.07068 , 0.070314 , 0.079149 , 0.098399 , 0.087207 , 0.095597 , 0.105305 , 0.132246 , 0.124346 , 0.10231 , 0.105069 , 0.088927 , 0.05102 , 0.105575 , 0.108264 , 0.081602 , 0.098905 , 0.092105 , 0.096452 
 576 , 0.09474 , 0.120671 , 0.113743 , 0.138468 , 0.132704 , 0.056255 , 0.070927 , 0.070519 , 0.079365 , 0.098707 , 0.08756 , 0.095921 , 0.105757 , 0.13266 , 0.124734 , 0.102657 , 0.105401 , 0.08921 , 0.051203 , 0.105817 , 0.108648 , 0.081822 , 0.099228 , 0.092327 , 0.096737 
 577 , 0.094984 , 0.121051 , 0.1141 , 0.138906 , 0.133156 , 0.056424 , 0.071163 , 0.070722 , 0.07959 , 0.099025 , 0.087922 , 0.096262 , 0.106209 , 0.133087 , 0.125126 , 0.103023 , 0.105734 , 0.08951 , 0.051382 , 0.106053 , 0.109032 , 0.08205 , 0.099561 , 0.092541 , 0.097022 
 578 , 0.095207 , 0.121421 , 0.114446 , 0.139353 , 0.133599 , 0.056582 , 0.071375 , 0.070919 , 0.079838 , 0.099326 , 0.088283 , 0.096617 , 0.106637 , 0.133496 , 0.125532 , 0.103403 , 0.106078 , 0.089814 , 0.051551 , 0.106301 , 0.109423 , 0.082289 , 0.099877 , 0.092773 , 0.097288 
 579 , 0.09543 , 0.121783 , 0.114792 , 0.139783 , 0.134034 , 0.056741 , 0.071579 , 0.071108 , 0.080078 , 0.099611 , 0.088645 , 0.096964 , 0.107073 , 0.133889 , 0.125921 , 0.103784 , 0.106414 , 0.090119 , 0.05172 , 0.106551 , 0.109806 , 0.082528 , 0.100194 , 0.093006 , 0.097547 
 580 , 0.095655 , 0.122153 , 0.115138 , 0.140228 , 0.134476 , 0.056903 , 0.071786 , 0.0713 , 0.08032 , 0.099905 , 0.089008 , 0.09732 , 0.1075 , 0.134288 , 0.126317 , 0.104164 , 0.106749 , 0.090424 , 0.051886 , 0.106792 , 0.110189 , 0.082769 , 0.10052 , 0.09324 , 0.097797 
 581 , 0.09583 , 0.122445 , 0.115462 , 0.140594 , 0.134854 , 0.057011 , 0.071966 , 0.071447 , 0.080517 , 0.100148 , 0.089315 , 0.097627 , 0.107882 , 0.134616 , 0.126653 , 0.1045 , 0.10703 , 0.090669 , 0.051995 , 0.107004 , 0.110522 , 0.082945 , 0.100787 , 0.093437 , 0.098011 
 582 , 0.096014 , 0.122739 , 0.115779 , 0.140958 , 0.13523 , 0.057121 , 0.072136 , 0.071584 , 0.08071 , 0.100399 , 0.089632 , 0.097934 , 0.108267 , 0.134941 , 0.126988 , 0.104826 , 0.107299 , 0.090898 , 0.052107 , 0.107214 , 0.110851 , 0.083123 , 0.101053 , 0.093635 , 0.098215 
 583 , 0.096193 , 0.123043 , 0.116108 , 0.141322 , 0.135608 , 0.057236 , 0.072318 , 0.071717 , 0.080907 , 0.100652 , 0.089945 , 0.098253 , 0.108656 , 0.135269 , 0.127333 , 0.105163 , 0.107579 , 0.091131 , 0.052217 , 0.107435 , 0.111182 , 0.083306 , 0.101331 , 0.093836 , 0.098431 
 584 , 0.096418 , 0.12338 , 0.116449 , 0.141733 , 0.136022 , 0.057381 , 0.072531 , 0.071887 , 0.081132 , 0.100942 , 0.090317 , 0.098604 , 0.109077 , 0.135641 , 0.127718 , 0.105518 , 0.107882 , 0.09141 , 0.052357 , 0.107687 , 0.111534 , 0.083513 , 0.101646 , 0.094071 , 0.098689 
 585 , 0.096714 , 0.123742 , 0.116811 , 0.142178 , 0.136484 , 0.057571 , 0.072796 , 0.072093 , 0.081413 , 0.101272 , 0.090733 , 0.098993 , 0.109533 , 0.136061 , 0.128147 , 0.105907 , 0.108237 , 0.091758 , 0.05253 , 0.107983 , 0.111905 , 0.08376 , 0.101984 , 0.09435 , 0.099002 
 586 , 0.097019 , 0.124121 , 0.117191 , 0.142631 , 0.136947 , 0.057761 , 0.073061 , 0.072307 , 0.081694 , 0.101619 , 0.091165 , 0.0994 , 0.10999 , 0.136489 , 0.128594 , 0.106313 , 0.108592 , 0.092114 , 0.052703 , 0.108295 , 0.112277 , 0.084006 , 0.102339 , 0.09463 , 0.099324 
 587 , 0.097316 , 0.1245 , 0.117571 , 0.143086 , 0.137418 , 0.057951 , 0.073334 , 0.072521 , 0.081966 , 0.101958 , 0.091598 , 0.09979 , 0.110455 , 0.136927 , 0.129032 , 0.106711 , 0.108955 , 0.092471 , 0.052885 , 0.108608 , 0.112657 , 0.084254 , 0.102695 , 0.09491 , 0.099654 
 588 , 0.097536 , 0.124831 , 0.117885 , 0.143484 , 0.137826 , 0.058077 , 0.073515 , 0.072675 , 0.082158 , 0.102218 , 0.092006 , 0.100115 , 0.11087 , 0.1373 , 0.129412 , 0.107019 , 0.109267 , 0.092735 , 0.05303 , 0.108877 , 0.113016 , 0.084473 , 0.102973 , 0.095144 , 0.099928 
 589 , 0.09775 , 0.12519 , 0.118196 , 0.143902 , 0.13826 , 0.05821 , 0.073693 , 0.072835 , 0.082335 , 0.102475 , 0.092431 , 0.100453 , 0.111304 , 0.137699 , 0.129796 , 0.107336 , 0.109579 , 0.093 , 0.053171 , 0.109154 , 0.113378 , 0.084715 , 0.103265 , 0.09538 , 0.100223 
 590 , 0.097969 , 0.125545 , 0.118521 , 0.144318 , 0.138699 , 0.058337 , 0.073883 , 0.072989 , 0.082525 , 0.102737 , 0.092869 , 0.100787 , 0.111753 , 0.138103 , 0.130203 , 0.107658 , 0.109897 , 0.093278 , 0.053314 , 0.109429 , 0.113754 , 0.084951 , 0.103563 , 0.095628 , 0.100515 
 591 , 0.098271 , 0.125953 , 0.118926 , 0.144843 , 0.139215 , 0.058504 , 0.074127 , 0.073198 , 0.082775 , 0.103081 , 0.093375 , 0.101213 , 0.112266 , 0.138567 , 0.130652 , 0.108044 , 0.110244 , 0.09358 , 0.053489 , 0.109775 , 0.114159 , 0.085231 , 0.103916 , 0.095934 , 0.100838 
 592 , 0.098615 , 0.126376 , 0.119373 , 0.145396 , 0.139764 , 0.058681 , 0.074397 , 0.07343 , 0.08306 , 0.103451 , 0.093906 , 0.101671 , 0.112807 , 0.139053 , 0.131126 , 0.108467 , 0.110616 , 0.093898 , 0.053682 , 0.110162 , 0.114579 , 0.085526 , 0.10429 , 0.096252 , 0.101174 
 593 , 0.098966 , 0.126808 , 0.11983 , 0.145971 , 0.140316 , 0.058863 , 0.074674 , 0.073677 , 0.083344 , 0.103839 , 0.094455 , 0.102129 , 0.113351 , 0.139543 , 0.131603 , 0.1089 , 0.110988 , 0.094232 , 0.05387 , 0.11055 , 0.11501 , 0.085828 , 0.104672 , 0.096578 , 0.10151 
 594 , 0.099321 , 0.127259 , 0.120276 , 0.146516 , 0.140879 , 0.059065 , 0.074952 , 0.073917 , 0.083624 , 0.104209 , 0.095011 , 0.102588 , 0.113898 , 0.140051 , 0.132086 , 0.109312 , 0.11138 , 0.094571 , 0.054083 , 0.110941 , 0.115423 , 0.086132 , 0.105062 , 0.096916 , 0.101864 
 595 , 0.099656 , 0.1277 , 0.120697 , 0.147012 , 0.141427 , 0.059277 , 0.075218 , 0.074163 , 0.083871 , 0.104532 , 0.095576 , 0.103028 , 0.114413 , 0.140546 , 0.132567 , 0.109693 , 0.111776 , 0.094902 , 0.054315 , 0.111327 , 0.115813 , 0.086438 , 0.105457 , 0.09727 , 0.10225 
 596 , 0.099996 , 0.128147 , 0.121124 , 0.147515 , 0.141992 , 0.059491 , 0.075478 , 0.074412 , 0.084122 , 0.104869 , 0.096138 , 0.103464 , 0.114934 , 0.141047 , 0.133045 , 0.110088 , 0.112186 , 0.095245 , 0.05455 , 0.111718 , 0.116209 , 0.086749 , 0.105866 , 0.097629 , 0.102641 
 597 , 0.100343 , 0.128603 , 0.12156 , 0.148028 , 0.142559 , 0.05971 , 0.075753 , 0.074666 , 0.08437 , 0.105213 , 0.096718 , 0.103917 , 0.115465 , 0.141568 , 0.133542 , 0.110482 , 0.112595 , 0.095596 , 0.05478 , 0.112108 , 0.116612 , 0.087066 , 0.106265 , 0.097996 , 0.10303 
 598 , 0.100721 , 0.128974 , 0.121935 , 0.148522 , 0.143096 , 0.059908 , 0.075984 , 0.074902 , 0.084584 , 0.105554 , 0.097258 , 0.104298 , 0.115977 , 0.142076 , 0.134042 , 0.110805 , 0.112986 , 0.095933 , 0.054927 , 0.112497 , 0.116937 , 0.087376 , 0.106592 , 0.098358 , 0.103391 
 599 , 0.101108 , 0.129347 , 0.12232 , 0.149028 , 0.143638 , 0.06011 , 0.076229 , 0.075135 , 0.084796 , 0.105904 , 0.0978 , 0.104687 , 0.116492 , 0.142596 , 0.134537 , 0.111128 , 0.113377 , 0.096269 , 0.055078 , 0.112887 , 0.117262 , 0.087693 , 0.106919 , 0.09871 , 0.103751 
 600 , 0.101502 , 0.129737 , 0.122704 , 0.149535 , 0.144188 , 0.060316 , 0.076471 , 0.075382 , 0.085022 , 0.10626 , 0.098358 , 0.105084 , 0.117015 , 0.143135 , 0.135049 , 0.111466 , 0.113775 , 0.096611 , 0.055233 , 0.113284 , 0.117595 , 0.088016 , 0.107252 , 0.099078 , 0.104118 
 601 , 0.101882 , 0.130121 , 0.123079 , 0.150015 , 0.14469 , 0.060545 , 0.076733 , 0.075633 , 0.085245 , 0.106609 , 0.098933 , 0.105456 , 0.117516 , 0.14366 , 0.135544 , 0.111803 , 0.114162 , 0.096944 , 0.05543 , 0.113669 , 0.117921 , 0.088335 , 0.107586 , 0.099426 , 0.104497 
