NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00050.spu,MNAT_00051.spu,MNAT_00052.spu,MNAT_00053.spu,MNAT_00054.spu,MNAT_00055.spu,MNAT_00056.spu,MNAT_00057.spu,MNAT_00058.spu,MNAT_00059.spu,MNAT_00060.spu,MNAT_00061.spu,MNAT_00062.spu,MNAT_00063.spu,MNAT_00064.spu,MNAT_00065.spu,MNAT_00066.spu,MNAT_00067.spu,MNAT_00068.spu,MNAT_00069.spu,MNAT_00070.spu,MNAT_00071.spu,MNAT_00072.spu,MNAT_00073.spu,MNAT_00074.spu,MNAT_00075.spu,MNAT_00076.spu,MNAT_00077.spu,MNAT_00078.spu,MNAT_00079.spu,MNAT_00080.spu,MNAT_00081.spu,MNAT_00082.spu,MNAT_00083.spu,MNAT_00084.spu,MNAT_00085.spu,MNAT_00086.spu,MNAT_00087.spu,MNAT_00088.spu,MNAT_00089.spu
 1012 , 0.49932 , 0.340123 , 0.423775 , 0.344567 , 0.499281 , 0.319035 , 0.335726 , 0.30555 , 0.269338 , 0.285798 , 0.349829 , 0.397277 , 0.316052 , 0.32541 , 0.285458 , 0.367278 , 0.487628 , 0.403675 , 0.331893 , 0.482543 , 0.306292 , 0.355579 , 0.345896 , 0.248165 , 0.30232 , 0.36241 , 0.337434 , 0.317118 , 0.343462 , 0.32296 , 0.372935 , 0.446332 , 0.265598 , 0.259918 , 0.315619 , 0.325248 , 0.364233 , 0.263759 , 0.331113 , 0.311863 
 1013 , 0.498791 , 0.339586 , 0.423123 , 0.344037 , 0.498745 , 0.316891 , 0.334988 , 0.30454 , 0.268731 , 0.285078 , 0.349013 , 0.39654 , 0.315394 , 0.32405 , 0.284129 , 0.36684 , 0.486996 , 0.402703 , 0.331525 , 0.481673 , 0.305281 , 0.354883 , 0.345618 , 0.247587 , 0.30174 , 0.362119 , 0.336786 , 0.316112 , 0.342556 , 0.322198 , 0.371839 , 0.445178 , 0.26438 , 0.259343 , 0.314708 , 0.324505 , 0.363708 , 0.262907 , 0.330043 , 0.310804 
 1014 , 0.498234 , 0.339761 , 0.422815 , 0.343949 , 0.498612 , 0.315326 , 0.334539 , 0.303648 , 0.268392 , 0.284504 , 0.348268 , 0.395742 , 0.314616 , 0.322815 , 0.283378 , 0.366695 , 0.486888 , 0.40236 , 0.331693 , 0.481172 , 0.304612 , 0.354555 , 0.345361 , 0.247165 , 0.301604 , 0.361905 , 0.336359 , 0.315534 , 0.341813 , 0.321196 , 0.370806 , 0.444173 , 0.263394 , 0.25875 , 0.313768 , 0.32388 , 0.362892 , 0.262337 , 0.329032 , 0.309472 
 1015 , 0.497609 , 0.339772 , 0.422472 , 0.343812 , 0.498372 , 0.31404 , 0.333919 , 0.302828 , 0.268028 , 0.283828 , 0.347521 , 0.394959 , 0.313801 , 0.321612 , 0.282687 , 0.366467 , 0.486667 , 0.401953 , 0.331752 , 0.480691 , 0.303969 , 0.354237 , 0.345092 , 0.246738 , 0.301425 , 0.361601 , 0.335746 , 0.314957 , 0.341059 , 0.320224 , 0.369752 , 0.443192 , 0.26253 , 0.258035 , 0.312791 , 0.323193 , 0.36191 , 0.261774 , 0.327974 , 0.308025 
 1016 , 0.496782 , 0.339102 , 0.422084 , 0.343509 , 0.49773 , 0.314082 , 0.332675 , 0.302369 , 0.267594 , 0.282881 , 0.346869 , 0.39432 , 0.31298 , 0.320732 , 0.282342 , 0.365979 , 0.486025 , 0.401379 , 0.331334 , 0.480354 , 0.303509 , 0.35402 , 0.344812 , 0.246326 , 0.301121 , 0.360993 , 0.334509 , 0.314475 , 0.340373 , 0.319491 , 0.368776 , 0.442465 , 0.262277 , 0.256929 , 0.311824 , 0.322334 , 0.360362 , 0.261313 , 0.326888 , 0.306299 
 1017 , 0.495573 , 0.338081 , 0.421298 , 0.342795 , 0.497352 , 0.313775 , 0.331689 , 0.301806 , 0.267149 , 0.282228 , 0.346376 , 0.393865 , 0.312542 , 0.320221 , 0.282074 , 0.365499 , 0.485492 , 0.400804 , 0.330788 , 0.480432 , 0.3027 , 0.3539 , 0.344766 , 0.245915 , 0.301105 , 0.360539 , 0.333144 , 0.313767 , 0.339752 , 0.319181 , 0.368033 , 0.441923 , 0.262204 , 0.256305 , 0.310971 , 0.32153 , 0.359561 , 0.260787 , 0.326136 , 0.304918 
 1018 , 0.494299 , 0.337007 , 0.420456 , 0.342034 , 0.496963 , 0.313445 , 0.330664 , 0.301221 , 0.266682 , 0.281546 , 0.345852 , 0.393399 , 0.31209 , 0.319695 , 0.281785 , 0.364995 , 0.484939 , 0.400204 , 0.330218 , 0.480521 , 0.301845 , 0.353772 , 0.344712 , 0.245483 , 0.301098 , 0.360077 , 0.331719 , 0.313022 , 0.339109 , 0.318864 , 0.367259 , 0.441363 , 0.262125 , 0.255667 , 0.310081 , 0.320681 , 0.358737 , 0.260239 , 0.325353 , 0.303477 
 1019 , 0.49337 , 0.336692 , 0.419145 , 0.340898 , 0.496191 , 0.312478 , 0.329433 , 0.300491 , 0.26665 , 0.280806 , 0.344858 , 0.392601 , 0.311656 , 0.318699 , 0.280929 , 0.364004 , 0.484112 , 0.399975 , 0.329541 , 0.480144 , 0.300898 , 0.353593 , 0.344466 , 0.244874 , 0.300791 , 0.359752 , 0.33091 , 0.312886 , 0.337822 , 0.318268 , 0.365996 , 0.440928 , 0.26159 , 0.25497 , 0.309418 , 0.319822 , 0.35823 , 0.258676 , 0.324412 , 0.302305 
 1020 , 0.493421 , 0.336742 , 0.418262 , 0.34005 , 0.495175 , 0.311527 , 0.327935 , 0.299782 , 0.266391 , 0.279859 , 0.343642 , 0.391717 , 0.310966 , 0.317289 , 0.279521 , 0.362833 , 0.483398 , 0.399617 , 0.328696 , 0.479814 , 0.300205 , 0.353287 , 0.344196 , 0.244153 , 0.300251 , 0.359072 , 0.330373 , 0.312658 , 0.336319 , 0.317589 , 0.36461 , 0.440377 , 0.260745 , 0.254022 , 0.308481 , 0.318843 , 0.357287 , 0.256899 , 0.323073 , 0.300997 
 1021 , 0.493947 , 0.336937 , 0.417575 , 0.339324 , 0.494024 , 0.310586 , 0.326264 , 0.299066 , 0.266001 , 0.278784 , 0.342304 , 0.39077 , 0.310132 , 0.315645 , 0.277829 , 0.361562 , 0.482727 , 0.399171 , 0.32775 , 0.479524 , 0.299613 , 0.352915 , 0.343898 , 0.24337 , 0.299582 , 0.35819 , 0.329922 , 0.312357 , 0.334688 , 0.316862 , 0.363149 , 0.439744 , 0.259748 , 0.25291 , 0.307367 , 0.317786 , 0.356095 , 0.255005 , 0.321505 , 0.299574 
 1022 , 0.494478 , 0.337201 , 0.417838 , 0.338911 , 0.49303 , 0.309778 , 0.324872 , 0.297988 , 0.265167 , 0.277996 , 0.341167 , 0.389791 , 0.309062 , 0.313991 , 0.275902 , 0.360466 , 0.482349 , 0.398578 , 0.327059 , 0.479083 , 0.299128 , 0.352318 , 0.343593 , 0.242603 , 0.29855 , 0.357385 , 0.329693 , 0.311511 , 0.333551 , 0.316255 , 0.362006 , 0.438576 , 0.258459 , 0.252198 , 0.306136 , 0.316555 , 0.354806 , 0.253477 , 0.320244 , 0.29872 
 1023 , 0.494472 , 0.337164 , 0.418335 , 0.338496 , 0.491893 , 0.308873 , 0.323653 , 0.296625 , 0.264076 , 0.277463 , 0.340228 , 0.388727 , 0.307849 , 0.312468 , 0.273961 , 0.359451 , 0.481708 , 0.397773 , 0.326525 , 0.47829 , 0.298549 , 0.351629 , 0.343269 , 0.241897 , 0.297163 , 0.356856 , 0.329473 , 0.310428 , 0.332822 , 0.315755 , 0.361214 , 0.436973 , 0.257101 , 0.251736 , 0.304985 , 0.315208 , 0.353662 , 0.252351 , 0.319235 , 0.298326 
 1024 , 0.493578 , 0.336591 , 0.418287 , 0.337769 , 0.490368 , 0.307637 , 0.322418 , 0.295135 , 0.262987 , 0.277013 , 0.339386 , 0.387555 , 0.306644 , 0.31114 , 0.272209 , 0.35837 , 0.480344 , 0.396724 , 0.326006 , 0.477088 , 0.297714 , 0.350987 , 0.342919 , 0.241254 , 0.295574 , 0.3567 , 0.329031 , 0.30947 , 0.332249 , 0.315313 , 0.360649 , 0.43517 , 0.255904 , 0.251269 , 0.30405 , 0.313812 , 0.352835 , 0.25147 , 0.3183 , 0.298076 
 1025 , 0.492128 , 0.335442 , 0.417504 , 0.336565 , 0.488774 , 0.30658 , 0.321342 , 0.293649 , 0.261618 , 0.276303 , 0.338557 , 0.38632 , 0.305288 , 0.30968 , 0.270626 , 0.357181 , 0.478721 , 0.395373 , 0.325134 , 0.475744 , 0.296703 , 0.350065 , 0.342288 , 0.240533 , 0.293826 , 0.356242 , 0.32835 , 0.308273 , 0.331673 , 0.314834 , 0.359719 , 0.433335 , 0.254834 , 0.250195 , 0.303103 , 0.312303 , 0.351796 , 0.250657 , 0.317503 , 0.297357 
 1026 , 0.489859 , 0.333289 , 0.415425 , 0.334525 , 0.487318 , 0.306023 , 0.320704 , 0.292378 , 0.259837 , 0.275171 , 0.33785 , 0.385133 , 0.303788 , 0.308058 , 0.269497 , 0.355955 , 0.47689 , 0.393603 , 0.323706 , 0.474356 , 0.295496 , 0.348722 , 0.341221 , 0.23975 , 0.291987 , 0.355272 , 0.327277 , 0.306691 , 0.33117 , 0.314362 , 0.35819 , 0.431665 , 0.25414 , 0.248043 , 0.302237 , 0.310737 , 0.350404 , 0.250078 , 0.317103 , 0.295787 
 1027 , 0.489442 , 0.332071 , 0.414554 , 0.333049 , 0.487324 , 0.306292 , 0.320564 , 0.292089 , 0.258485 , 0.274343 , 0.337617 , 0.384846 , 0.303026 , 0.306646 , 0.268413 , 0.355624 , 0.477072 , 0.39271 , 0.32309 , 0.47443 , 0.295116 , 0.348292 , 0.340813 , 0.239445 , 0.291404 , 0.354924 , 0.326749 , 0.305522 , 0.331001 , 0.314225 , 0.357288 , 0.431221 , 0.254048 , 0.246593 , 0.301779 , 0.309958 , 0.34937 , 0.249912 , 0.317483 , 0.294654 
 1028 , 0.489051 , 0.330817 , 0.413647 , 0.331582 , 0.487328 , 0.306478 , 0.320378 , 0.291736 , 0.25702 , 0.273508 , 0.337307 , 0.384533 , 0.302236 , 0.305149 , 0.267265 , 0.355295 , 0.47726 , 0.391796 , 0.322449 , 0.474494 , 0.29471 , 0.347854 , 0.340414 , 0.239109 , 0.290832 , 0.354515 , 0.326181 , 0.304284 , 0.330755 , 0.314035 , 0.356361 , 0.430761 , 0.25389 , 0.245082 , 0.301239 , 0.309144 , 0.34831 , 0.249672 , 0.317782 , 0.293482 
 1029 , 0.489437 , 0.330035 , 0.412855 , 0.331444 , 0.487432 , 0.304872 , 0.319555 , 0.290521 , 0.254908 , 0.273206 , 0.336026 , 0.38424 , 0.301636 , 0.30361 , 0.265938 , 0.355299 , 0.477277 , 0.391198 , 0.322063 , 0.474204 , 0.294236 , 0.347791 , 0.340399 , 0.238484 , 0.291117 , 0.353557 , 0.325236 , 0.303029 , 0.329346 , 0.313192 , 0.355949 , 0.43041 , 0.252726 , 0.244018 , 0.299856 , 0.308316 , 0.347752 , 0.248453 , 0.316273 , 0.292518 
 1030 , 0.488532 , 0.328881 , 0.411382 , 0.330794 , 0.486937 , 0.302543 , 0.318674 , 0.288502 , 0.252514 , 0.272262 , 0.334341 , 0.383332 , 0.30025 , 0.301598 , 0.264564 , 0.354949 , 0.476249 , 0.390341 , 0.321176 , 0.472865 , 0.292823 , 0.346825 , 0.339723 , 0.23742 , 0.29043 , 0.351727 , 0.323654 , 0.301071 , 0.327805 , 0.311991 , 0.354693 , 0.429272 , 0.250454 , 0.242144 , 0.297857 , 0.306663 , 0.346384 , 0.246342 , 0.31395 , 0.291205 
 1031 , 0.487234 , 0.327577 , 0.409663 , 0.329971 , 0.48625 , 0.299908 , 0.317724 , 0.286166 , 0.24993 , 0.271092 , 0.332465 , 0.382219 , 0.298591 , 0.299366 , 0.263106 , 0.354488 , 0.474886 , 0.389376 , 0.320118 , 0.471184 , 0.291093 , 0.345556 , 0.33884 , 0.236188 , 0.289443 , 0.349577 , 0.32183 , 0.298847 , 0.326144 , 0.310637 , 0.353163 , 0.427875 , 0.247792 , 0.239968 , 0.295609 , 0.304711 , 0.34472 , 0.243903 , 0.31131 , 0.28973 
 1032 , 0.485602 , 0.326429 , 0.409222 , 0.329121 , 0.484859 , 0.298458 , 0.316481 , 0.284093 , 0.248015 , 0.269148 , 0.33097 , 0.381111 , 0.296717 , 0.298094 , 0.261799 , 0.353751 , 0.473318 , 0.388034 , 0.318554 , 0.469187 , 0.289632 , 0.344306 , 0.337661 , 0.23481 , 0.287945 , 0.3474 , 0.319846 , 0.296547 , 0.324859 , 0.309295 , 0.351322 , 0.426286 , 0.24489 , 0.238129 , 0.293229 , 0.302294 , 0.34272 , 0.24202 , 0.308614 , 0.288742 
 1033 , 0.484089 , 0.325287 , 0.409451 , 0.32863 , 0.483315 , 0.297741 , 0.315019 , 0.282335 , 0.2463 , 0.267277 , 0.329729 , 0.380171 , 0.294777 , 0.297656 , 0.260453 , 0.352919 , 0.472033 , 0.386469 , 0.316799 , 0.467445 , 0.288827 , 0.343161 , 0.336754 , 0.233525 , 0.286482 , 0.345444 , 0.318006 , 0.294576 , 0.323995 , 0.308078 , 0.349901 , 0.425274 , 0.242246 , 0.236814 , 0.291202 , 0.300139 , 0.341111 , 0.240721 , 0.306198 , 0.288092 
 1034 , 0.482783 , 0.324087 , 0.409955 , 0.328516 , 0.481813 , 0.297378 , 0.313374 , 0.280769 , 0.244549 , 0.265673 , 0.328617 , 0.37939 , 0.292801 , 0.297766 , 0.259001 , 0.352053 , 0.471085 , 0.38479 , 0.314964 , 0.466019 , 0.288612 , 0.342115 , 0.33622 , 0.232362 , 0.285183 , 0.343675 , 0.316353 , 0.292909 , 0.323435 , 0.306958 , 0.348965 , 0.424912 , 0.239879 , 0.235891 , 0.289543 , 0.298347 , 0.339967 , 0.239832 , 0.304034 , 0.287642 
 1035 , 0.481164 , 0.322992 , 0.40932 , 0.327644 , 0.479821 , 0.296548 , 0.311389 , 0.279743 , 0.243024 , 0.263977 , 0.326992 , 0.378108 , 0.290693 , 0.297511 , 0.257601 , 0.3506 , 0.469895 , 0.383265 , 0.313059 , 0.464747 , 0.287765 , 0.340629 , 0.335356 , 0.230902 , 0.283742 , 0.342112 , 0.314993 , 0.291532 , 0.322479 , 0.305495 , 0.347711 , 0.424122 , 0.237868 , 0.234676 , 0.288114 , 0.296999 , 0.338827 , 0.238955 , 0.302202 , 0.286724 
 1036 , 0.479139 , 0.321911 , 0.407214 , 0.325793 , 0.477384 , 0.295014 , 0.30906 , 0.279306 , 0.241701 , 0.262115 , 0.324815 , 0.376117 , 0.288592 , 0.29666 , 0.25633 , 0.348474 , 0.468486 , 0.381956 , 0.311164 , 0.463695 , 0.2861 , 0.338799 , 0.334008 , 0.229099 , 0.282101 , 0.340655 , 0.313905 , 0.29037 , 0.320909 , 0.303594 , 0.345873 , 0.422589 , 0.23625 , 0.232997 , 0.286907 , 0.296163 , 0.33772 , 0.237943 , 0.300674 , 0.285238 
 1037 , 0.476761 , 0.32029 , 0.404396 , 0.323353 , 0.475159 , 0.292687 , 0.306792 , 0.278746 , 0.240056 , 0.259899 , 0.322638 , 0.373536 , 0.286934 , 0.294981 , 0.255195 , 0.346065 , 0.467205 , 0.380759 , 0.309482 , 0.462672 , 0.283917 , 0.337505 , 0.332217 , 0.227056 , 0.280161 , 0.338671 , 0.312452 , 0.288668 , 0.318626 , 0.301396 , 0.343064 , 0.419908 , 0.234473 , 0.230648 , 0.285379 , 0.295308 , 0.33668 , 0.236223 , 0.29869 , 0.283505 
 1038 , 0.474264 , 0.318378 , 0.401403 , 0.320884 , 0.472964 , 0.289834 , 0.304425 , 0.277741 , 0.238101 , 0.257719 , 0.320394 , 0.370836 , 0.285399 , 0.293126 , 0.25368 , 0.343638 , 0.46593 , 0.379411 , 0.307756 , 0.461556 , 0.281578 , 0.336121 , 0.330253 , 0.224926 , 0.277811 , 0.336432 , 0.310713 , 0.286745 , 0.31623 , 0.299017 , 0.340152 , 0.41706 , 0.232552 , 0.228428 , 0.28357 , 0.294348 , 0.335389 , 0.234389 , 0.296511 , 0.281617 
 1039 , 0.471717 , 0.315576 , 0.398207 , 0.318722 , 0.471367 , 0.285215 , 0.302151 , 0.274975 , 0.235214 , 0.256143 , 0.318373 , 0.36811 , 0.284733 , 0.290886 , 0.250845 , 0.341571 , 0.464942 , 0.377681 , 0.306214 , 0.460273 , 0.279007 , 0.334649 , 0.327952 , 0.222814 , 0.274082 , 0.333476 , 0.308048 , 0.284228 , 0.313828 , 0.296317 , 0.337337 , 0.414009 , 0.230397 , 0.227212 , 0.280903 , 0.293147 , 0.333328 , 0.232425 , 0.293862 , 0.279411 
 1040 , 0.47082 , 0.31423 , 0.396332 , 0.317375 , 0.470197 , 0.281587 , 0.300139 , 0.272269 , 0.233148 , 0.254713 , 0.316177 , 0.366453 , 0.284024 , 0.289084 , 0.248142 , 0.34031 , 0.463268 , 0.37606 , 0.305083 , 0.459329 , 0.276753 , 0.33307 , 0.326655 , 0.221198 , 0.270719 , 0.331614 , 0.306282 , 0.282413 , 0.311965 , 0.293989 , 0.335367 , 0.411365 , 0.228431 , 0.226259 , 0.278372 , 0.291607 , 0.33082 , 0.231233 , 0.291825 , 0.27715 
 1041 , 0.470008 , 0.31294 , 0.394463 , 0.316016 , 0.468985 , 0.277818 , 0.298025 , 0.269397 , 0.231035 , 0.253225 , 0.31383 , 0.364797 , 0.283266 , 0.287207 , 0.245279 , 0.33904 , 0.461438 , 0.37435 , 0.303926 , 0.458371 , 0.274392 , 0.331384 , 0.325366 , 0.219523 , 0.26718 , 0.329737 , 0.30448 , 0.28055 , 0.310045 , 0.291555 , 0.333358 , 0.408606 , 0.226368 , 0.225275 , 0.275703 , 0.289947 , 0.328129 , 0.230036 , 0.289721 , 0.274751 
 1042 , 0.46926 , 0.311932 , 0.393543 , 0.314641 , 0.467488 , 0.275642 , 0.295719 , 0.268289 , 0.229564 , 0.251725 , 0.312869 , 0.363233 , 0.281575 , 0.285267 , 0.243435 , 0.337379 , 0.459316 , 0.371827 , 0.30198 , 0.457512 , 0.27302 , 0.329706 , 0.324219 , 0.218995 , 0.265604 , 0.328067 , 0.30262 , 0.278749 , 0.308841 , 0.289834 , 0.332025 , 0.40622 , 0.225997 , 0.223257 , 0.274253 , 0.287601 , 0.325288 , 0.228104 , 0.287734 , 0.271326 
 1043 , 0.46725 , 0.310411 , 0.391937 , 0.313006 , 0.464616 , 0.273356 , 0.292708 , 0.26719 , 0.227736 , 0.250409 , 0.312068 , 0.360979 , 0.279671 , 0.282696 , 0.241179 , 0.335398 , 0.457683 , 0.369193 , 0.299273 , 0.456386 , 0.271488 , 0.327527 , 0.321955 , 0.218083 , 0.264102 , 0.325964 , 0.300219 , 0.276811 , 0.307706 , 0.287878 , 0.330255 , 0.404434 , 0.225766 , 0.221202 , 0.272582 , 0.285439 , 0.322236 , 0.225633 , 0.285447 , 0.267338 
 1044 , 0.464377 , 0.308485 , 0.389783 , 0.311156 , 0.460813 , 0.27084 , 0.289193 , 0.265944 , 0.225565 , 0.249174 , 0.311258 , 0.358217 , 0.277623 , 0.279652 , 0.238521 , 0.333175 , 0.45634 , 0.366457 , 0.296054 , 0.455047 , 0.269736 , 0.324973 , 0.318919 , 0.216824 , 0.262482 , 0.323517 , 0.297417 , 0.274725 , 0.306519 , 0.285676 , 0.328114 , 0.402943 , 0.225503 , 0.219119 , 0.270644 , 0.283381 , 0.318981 , 0.222793 , 0.282895 , 0.26296 
 1045 , 0.461729 , 0.306217 , 0.386643 , 0.308711 , 0.456813 , 0.267655 , 0.285517 , 0.264385 , 0.223737 , 0.247362 , 0.309644 , 0.355357 , 0.27519 , 0.275018 , 0.235248 , 0.330721 , 0.454617 , 0.363763 , 0.293366 , 0.45279 , 0.267647 , 0.322519 , 0.315705 , 0.214696 , 0.261312 , 0.321594 , 0.294683 , 0.272822 , 0.30443 , 0.283596 , 0.325059 , 0.400969 , 0.224113 , 0.2165 , 0.268698 , 0.281126 , 0.316113 , 0.218742 , 0.280514 , 0.258763 
 1046 , 0.459143 , 0.30373 , 0.382999 , 0.305638 , 0.452959 , 0.264112 , 0.281896 , 0.262511 , 0.221919 , 0.245103 , 0.307529 , 0.352555 , 0.272015 , 0.269245 , 0.231785 , 0.327919 , 0.452496 , 0.36107 , 0.291165 , 0.45 , 0.265407 , 0.320251 , 0.312678 , 0.212109 , 0.260321 , 0.319851 , 0.291997 , 0.271003 , 0.301376 , 0.281739 , 0.321585 , 0.398436 , 0.221817 , 0.213412 , 0.266945 , 0.278561 , 0.313384 , 0.213938 , 0.278208 , 0.254914 
 1047 , 0.456386 , 0.301187 , 0.379546 , 0.301997 , 0.44959 , 0.260608 , 0.278502 , 0.260348 , 0.219659 , 0.242611 , 0.305411 , 0.349978 , 0.267789 , 0.263117 , 0.228673 , 0.324666 , 0.450007 , 0.358269 , 0.289247 , 0.447254 , 0.263235 , 0.318209 , 0.310193 , 0.209669 , 0.259082 , 0.317784 , 0.289255 , 0.269079 , 0.297474 , 0.280193 , 0.318358 , 0.395324 , 0.219069 , 0.209976 , 0.265563 , 0.275545 , 0.310398 , 0.209056 , 0.275773 , 0.251452 
 1048 , 0.452983 , 0.297805 , 0.37633 , 0.298482 , 0.446365 , 0.257531 , 0.275465 , 0.257445 , 0.217084 , 0.239944 , 0.303022 , 0.34727 , 0.263771 , 0.257429 , 0.225008 , 0.321538 , 0.447066 , 0.355257 , 0.287426 , 0.444272 , 0.261088 , 0.315983 , 0.30772 , 0.207043 , 0.256972 , 0.315392 , 0.285978 , 0.266706 , 0.293438 , 0.278077 , 0.315463 , 0.392053 , 0.215211 , 0.206713 , 0.263575 , 0.272057 , 0.307232 , 0.204564 , 0.273096 , 0.248238 
 1049 , 0.448457 , 0.292915 , 0.373842 , 0.295479 , 0.44372 , 0.255643 , 0.273396 , 0.25318 , 0.214058 , 0.237097 , 0.300239 , 0.344498 , 0.26052 , 0.253188 , 0.220449 , 0.318934 , 0.443359 , 0.352042 , 0.285912 , 0.440968 , 0.259148 , 0.313531 , 0.305446 , 0.20424 , 0.253149 , 0.312527 , 0.281803 , 0.263563 , 0.289441 , 0.274902 , 0.313507 , 0.388663 , 0.209305 , 0.204036 , 0.260418 , 0.267821 , 0.303925 , 0.201236 , 0.270111 , 0.245793 
 1050 , 0.444687 , 0.287651 , 0.370652 , 0.292595 , 0.441508 , 0.253339 , 0.270913 , 0.249301 , 0.21153 , 0.233618 , 0.297047 , 0.341472 , 0.258432 , 0.250129 , 0.215373 , 0.316432 , 0.439087 , 0.348728 , 0.283948 , 0.436924 , 0.256768 , 0.311019 , 0.30356 , 0.201314 , 0.248591 , 0.310332 , 0.277146 , 0.259853 , 0.286331 , 0.270999 , 0.311183 , 0.384305 , 0.203821 , 0.201267 , 0.25701 , 0.263563 , 0.300858 , 0.197877 , 0.267179 , 0.242608 
 1051 , 0.440708 , 0.282123 , 0.36724 , 0.289432 , 0.439121 , 0.250879 , 0.268188 , 0.245264 , 0.208779 , 0.229914 , 0.293631 , 0.338258 , 0.256058 , 0.246812 , 0.210031 , 0.313733 , 0.434611 , 0.345295 , 0.281757 , 0.432644 , 0.254152 , 0.308359 , 0.301602 , 0.198196 , 0.243841 , 0.307978 , 0.27224 , 0.255879 , 0.283056 , 0.266866 , 0.308624 , 0.379767 , 0.198212 , 0.198173 , 0.253383 , 0.25909 , 0.297527 , 0.194347 , 0.264059 , 0.239199 
 1052 , 0.437224 , 0.277677 , 0.363237 , 0.284614 , 0.436296 , 0.248374 , 0.264196 , 0.242557 , 0.20498 , 0.226117 , 0.289829 , 0.334954 , 0.251148 , 0.242626 , 0.205776 , 0.310286 , 0.430827 , 0.343251 , 0.277731 , 0.428718 , 0.249997 , 0.305774 , 0.300251 , 0.194829 , 0.240193 , 0.305296 , 0.267773 , 0.251179 , 0.280497 , 0.263022 , 0.304677 , 0.37647 , 0.19625 , 0.192673 , 0.249788 , 0.255319 , 0.292981 , 0.191406 , 0.260897 , 0.235504 
 1053 , 0.435115 , 0.273641 , 0.360544 , 0.280078 , 0.432179 , 0.245101 , 0.260285 , 0.240097 , 0.200805 , 0.222891 , 0.286028 , 0.332036 , 0.24624 , 0.236634 , 0.201068 , 0.306936 , 0.427453 , 0.341022 , 0.274524 , 0.425447 , 0.24593 , 0.303876 , 0.298895 , 0.191648 , 0.237409 , 0.30304 , 0.264112 , 0.247185 , 0.277894 , 0.259239 , 0.301002 , 0.374535 , 0.194298 , 0.187163 , 0.245922 , 0.251508 , 0.288538 , 0.188348 , 0.257752 , 0.232249 
 1054 , 0.433393 , 0.26954 , 0.358186 , 0.275418 , 0.427421 , 0.241421 , 0.256217 , 0.237609 , 0.196306 , 0.219709 , 0.28206 , 0.3291 , 0.241093 , 0.229743 , 0.195979 , 0.303483 , 0.424077 , 0.338642 , 0.27145 , 0.422268 , 0.241717 , 0.302142 , 0.29748 , 0.188394 , 0.234786 , 0.300825 , 0.260552 , 0.243229 , 0.27513 , 0.255305 , 0.297247 , 0.373014 , 0.192253 , 0.181385 , 0.241779 , 0.247509 , 0.283939 , 0.185112 , 0.254463 , 0.229002 
 1055 , 0.432906 , 0.26688 , 0.355376 , 0.271795 , 0.422176 , 0.237616 , 0.25125 , 0.233445 , 0.191165 , 0.217377 , 0.277423 , 0.326167 , 0.237295 , 0.223419 , 0.19086 , 0.300394 , 0.420572 , 0.335966 , 0.268954 , 0.419249 , 0.238477 , 0.299838 , 0.295173 , 0.185421 , 0.231605 , 0.298007 , 0.257715 , 0.240058 , 0.271592 , 0.252072 , 0.293624 , 0.370622 , 0.188504 , 0.177547 , 0.238023 , 0.244011 , 0.280929 , 0.181179 , 0.250319 , 0.227207 
 1056 , 0.43159 , 0.264127 , 0.351672 , 0.268172 , 0.417534 , 0.233709 , 0.246213 , 0.22786 , 0.185573 , 0.215003 , 0.272515 , 0.322909 , 0.233646 , 0.217418 , 0.185832 , 0.297422 , 0.417063 , 0.333312 , 0.266087 , 0.416326 , 0.235371 , 0.296818 , 0.292318 , 0.182202 , 0.228009 , 0.294545 , 0.254884 , 0.2365 , 0.267263 , 0.249435 , 0.289966 , 0.367454 , 0.183817 , 0.174221 , 0.234218 , 0.240427 , 0.278113 , 0.176832 , 0.245445 , 0.225493 
 1057 , 0.428706 , 0.26063 , 0.346968 , 0.264094 , 0.413767 , 0.229671 , 0.241357 , 0.221105 , 0.179558 , 0.212186 , 0.267472 , 0.3192 , 0.229585 , 0.211496 , 0.180828 , 0.294409 , 0.413532 , 0.33076 , 0.262464 , 0.413391 , 0.231983 , 0.293077 , 0.289064 , 0.178508 , 0.224068 , 0.290459 , 0.251742 , 0.232093 , 0.262189 , 0.247204 , 0.286157 , 0.363599 , 0.178563 , 0.17071 , 0.230126 , 0.236474 , 0.274855 , 0.172159 , 0.239931 , 0.223292 
 1058 , 0.424131 , 0.256598 , 0.343629 , 0.260265 , 0.409579 , 0.22532 , 0.236689 , 0.214795 , 0.172944 , 0.208828 , 0.263205 , 0.315651 , 0.225085 , 0.205708 , 0.175853 , 0.290886 , 0.409493 , 0.327231 , 0.258044 , 0.410353 , 0.228815 , 0.288728 , 0.285233 , 0.174735 , 0.219353 , 0.285217 , 0.248262 , 0.227564 , 0.257028 , 0.243664 , 0.28248 , 0.359002 , 0.17321 , 0.166986 , 0.226086 , 0.232451 , 0.270743 , 0.168003 , 0.234117 , 0.220112 
