MNAT_00215.spu,MNAT_00214.spu,MNAT_00213.spu,MNAT_00212.spu,MNAT_00211.spu,
Wavelength,MNAT_00220.spu,MNAT_00221.spu,MNAT_00222.spu,MNAT_00223.spu,MNAT_00228.spu,MNAT_00229.spu,MNAT_00230.spu,MNAT_00231.spu,MNAT_00236.spu,MNAT_00237.spu,MNAT_00238.spu,MNAT_00239.spu,MNAT_00244.spu,MNAT_00245.spu,MNAT_00246.spu,MNAT_00247.spu
  (nm),8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 
  time  ,41:41 PM,42:27 PM,42:36 PM,42:46 PM,45:53 PM,46:02 PM,46:12 PM,46:24 PM,07:12 PM,07:23 PM,07:34 PM,07:43 PM,09:28 PM,09:38 PM,09:49 PM,09:57 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,
 372 , 0.011037 , 0.010237 , 0.012575 , 0.012756 , 0.006217 , 0.008452 , 0.019391 , 0.017044 , 0.007803 , 0.007027 , 0.011499 , 0.014336 , 0.017094 , 0.020424 , 0.014796 , 0.011966 
 373 , 0.010953 , 0.010417 , 0.01279 , 0.012499 , 0.006298 , 0.008478 , 0.019343 , 0.017131 , 0.008009 , 0.007196 , 0.011559 , 0.014408 , 0.017257 , 0.020593 , 0.014897 , 0.012045 
 374 , 0.010873 , 0.010599 , 0.013008 , 0.012241 , 0.006376 , 0.008504 , 0.019302 , 0.017212 , 0.008214 , 0.007364 , 0.01162 , 0.01448 , 0.017421 , 0.020764 , 0.015007 , 0.012129 
 375 , 0.010797 , 0.010783 , 0.013229 , 0.011983 , 0.006452 , 0.008528 , 0.019266 , 0.017288 , 0.008419 , 0.00753 , 0.011683 , 0.014553 , 0.017587 , 0.020937 , 0.015123 , 0.012217 
 376 , 0.011026 , 0.011013 , 0.013354 , 0.01221 , 0.006505 , 0.008679 , 0.019364 , 0.017413 , 0.008537 , 0.007675 , 0.011767 , 0.014736 , 0.017796 , 0.021163 , 0.015305 , 0.012299 
 377 , 0.011378 , 0.011258 , 0.013441 , 0.012636 , 0.006551 , 0.008877 , 0.019502 , 0.017559 , 0.008623 , 0.007811 , 0.011854 , 0.014964 , 0.018018 , 0.02141 , 0.01551 , 0.012376 
 378 , 0.011726 , 0.011499 , 0.013531 , 0.013062 , 0.006597 , 0.009072 , 0.019623 , 0.017705 , 0.00871 , 0.007948 , 0.011934 , 0.015194 , 0.018234 , 0.021657 , 0.015712 , 0.012449 
 379 , 0.011916 , 0.011579 , 0.013572 , 0.013364 , 0.00663 , 0.009211 , 0.01972 , 0.017854 , 0.008821 , 0.00807 , 0.012024 , 0.0154 , 0.018456 , 0.021877 , 0.015889 , 0.012513 
 380 , 0.011779 , 0.011335 , 0.01351 , 0.013407 , 0.006633 , 0.00924 , 0.019777 , 0.018005 , 0.008968 , 0.008158 , 0.012133 , 0.015558 , 0.018686 , 0.022031 , 0.016004 , 0.012556 
 381 , 0.011636 , 0.011089 , 0.013438 , 0.013449 , 0.006633 , 0.009269 , 0.019826 , 0.018155 , 0.009104 , 0.008237 , 0.012226 , 0.015715 , 0.018907 , 0.022169 , 0.016105 , 0.012592 
 382 , 0.011488 , 0.010837 , 0.013361 , 0.013489 , 0.006632 , 0.009297 , 0.019871 , 0.018305 , 0.009236 , 0.008311 , 0.012313 , 0.015875 , 0.019124 , 0.022296 , 0.016197 , 0.012625 
 383 , 0.011409 , 0.011116 , 0.013527 , 0.013132 , 0.00648 , 0.009074 , 0.019563 , 0.018273 , 0.009063 , 0.008219 , 0.012193 , 0.01584 , 0.019145 , 0.02229 , 0.016087 , 0.012599 
 384 , 0.011329 , 0.011417 , 0.013699 , 0.012751 , 0.006315 , 0.008831 , 0.019227 , 0.018215 , 0.00886 , 0.008104 , 0.012044 , 0.015762 , 0.01912 , 0.022245 , 0.015946 , 0.012547 
 385 , 0.011245 , 0.011713 , 0.013866 , 0.01237 , 0.006145 , 0.008579 , 0.018884 , 0.018141 , 0.008648 , 0.007983 , 0.011881 , 0.015664 , 0.019071 , 0.022184 , 0.015787 , 0.012482 
 386 , 0.011379 , 0.01192 , 0.013987 , 0.012637 , 0.006228 , 0.00862 , 0.018849 , 0.018276 , 0.008698 , 0.00816 , 0.012036 , 0.015793 , 0.019247 , 0.022447 , 0.016025 , 0.012587 
 387 , 0.01165 , 0.012059 , 0.014069 , 0.013327 , 0.006479 , 0.008851 , 0.019016 , 0.018545 , 0.008919 , 0.008525 , 0.012392 , 0.016061 , 0.019566 , 0.022912 , 0.01651 , 0.012798 
 388 , 0.011906 , 0.012188 , 0.014149 , 0.013982 , 0.006713 , 0.009066 , 0.019175 , 0.018799 , 0.009124 , 0.008866 , 0.012727 , 0.016311 , 0.019857 , 0.023338 , 0.01696 , 0.012993 
 389 , 0.012051 , 0.012278 , 0.014205 , 0.014423 , 0.006862 , 0.009197 , 0.019281 , 0.018958 , 0.009252 , 0.009102 , 0.012928 , 0.016463 , 0.020048 , 0.023652 , 0.01729 , 0.013105 
 390 , 0.011854 , 0.012233 , 0.014196 , 0.014226 , 0.006729 , 0.009061 , 0.01921 , 0.018825 , 0.009132 , 0.009026 , 0.012739 , 0.016331 , 0.019943 , 0.023647 , 0.017277 , 0.012962 
 391 , 0.011663 , 0.012191 , 0.01419 , 0.01404 , 0.006604 , 0.008925 , 0.01915 , 0.018694 , 0.009014 , 0.008947 , 0.012552 , 0.016201 , 0.019838 , 0.023637 , 0.01725 , 0.012824 
 392 , 0.01148 , 0.012155 , 0.014187 , 0.013855 , 0.006482 , 0.008797 , 0.019083 , 0.01857 , 0.008899 , 0.008869 , 0.012366 , 0.016068 , 0.019728 , 0.023617 , 0.017226 , 0.012686 
 393 , 0.011603 , 0.012426 , 0.014444 , 0.014117 , 0.00651 , 0.008841 , 0.018995 , 0.01878 , 0.009057 , 0.009102 , 0.012537 , 0.01622 , 0.019896 , 0.023892 , 0.017297 , 0.012883 
 394 , 0.011769 , 0.012737 , 0.014728 , 0.014427 , 0.006558 , 0.008914 , 0.018915 , 0.019021 , 0.009251 , 0.00937 , 0.012744 , 0.016398 , 0.020101 , 0.02419 , 0.017372 , 0.013122 
 395 , 0.011914 , 0.013018 , 0.014995 , 0.014718 , 0.006602 , 0.008974 , 0.018836 , 0.019239 , 0.009429 , 0.009616 , 0.012936 , 0.016561 , 0.020284 , 0.024461 , 0.017441 , 0.013346 
 396 , 0.011953 , 0.013073 , 0.014961 , 0.014906 , 0.006564 , 0.008992 , 0.018744 , 0.019426 , 0.009501 , 0.009744 , 0.012948 , 0.016669 , 0.020405 , 0.024666 , 0.017523 , 0.013371 
 397 , 0.011889 , 0.012916 , 0.014661 , 0.014996 , 0.00645 , 0.008953 , 0.018649 , 0.019578 , 0.009467 , 0.009761 , 0.012778 , 0.016708 , 0.020467 , 0.024797 , 0.017613 , 0.013218 
 398 , 0.011837 , 0.012781 , 0.0144 , 0.015074 , 0.006357 , 0.008928 , 0.018573 , 0.019702 , 0.009442 , 0.009771 , 0.012638 , 0.016743 , 0.02052 , 0.024912 , 0.017687 , 0.013093 
 399 , 0.011806 , 0.012716 , 0.014233 , 0.015134 , 0.006293 , 0.008902 , 0.018506 , 0.019841 , 0.009431 , 0.009829 , 0.012551 , 0.01679 , 0.020578 , 0.025033 , 0.017761 , 0.013011 
 400 , 0.011865 , 0.01298 , 0.014539 , 0.015105 , 0.006384 , 0.00889 , 0.018479 , 0.020188 , 0.009545 , 0.010218 , 0.012759 , 0.016947 , 0.020701 , 0.02527 , 0.01785 , 0.013157 
