  time  ,:43:31 A,:43:16 A,:43:02 A,:42:45 A,:42:31 A,:41:06 A,:40:54 A,:40:39 A,:40:24 A,:40:08 A,:39:34 A,:39:21 A,:39:07 A,:38:54 A,:38:42 A,:38:13 A,:37:54 A,:37:34 A,:37:23 A,:37:12 A,:36:37 A,:36:24 A,:36:09 A,:35:51 A,:35:32 A,:35:01 A,:34:50 A,:34:31 A,:34:16 A,:33:59 A,:33:23 A,:33:13 A,:32:57 A,:32:42 A,:32:25 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 693 , 0.103888 , 0.098754 , 0.099982 , 0.111892 , 0.111912 , 0.087247 , 0.098677 , 0.092746 , 0.099023 , 0.101796 , 0.094224 , 0.094157 , 0.113677 , 0.094598 , 0.079742 , 0.080423 , 0.087276 , 0.08979 , 0.086479 , 0.107545 , 0.093965 , 0.118207 , 0.115645 , 0.099119 , 0.09694 , 0.087506 , 0.096 , 0.061469 , 0.106326 , 0.0867 , 0.101067 , 0.090587 , 0.087688 , 0.098562 , 0.09337 
 694 , 0.108032 , 0.103717 , 0.103871 , 0.115665 , 0.115818 , 0.091818 , 0.103468 , 0.09737 , 0.103027 , 0.106498 , 0.098731 , 0.098223 , 0.117649 , 0.099662 , 0.083112 , 0.083822 , 0.091243 , 0.094196 , 0.090898 , 0.11181 , 0.099096 , 0.122674 , 0.12019 , 0.103756 , 0.100908 , 0.092883 , 0.10063 , 0.065537 , 0.111187 , 0.089891 , 0.105913 , 0.094858 , 0.092278 , 0.102433 , 0.097725 
 695 , 0.112793 , 0.109395 , 0.108303 , 0.120021 , 0.120222 , 0.097054 , 0.10905 , 0.102808 , 0.107585 , 0.11196 , 0.103986 , 0.102875 , 0.122175 , 0.105536 , 0.087041 , 0.087701 , 0.095829 , 0.099429 , 0.095982 , 0.116575 , 0.105087 , 0.12767 , 0.125286 , 0.109059 , 0.10546 , 0.099065 , 0.105948 , 0.070354 , 0.116728 , 0.093464 , 0.11151 , 0.099773 , 0.097571 , 0.106886 , 0.102741 
 696 , 0.117494 , 0.11499 , 0.112666 , 0.12433 , 0.124578 , 0.102217 , 0.11455 , 0.108164 , 0.112083 , 0.117351 , 0.109167 , 0.107466 , 0.126653 , 0.111338 , 0.090917 , 0.091538 , 0.100353 , 0.104598 , 0.100993 , 0.12128 , 0.111013 , 0.132609 , 0.130314 , 0.114292 , 0.109942 , 0.105162 , 0.111194 , 0.075114 , 0.122188 , 0.096988 , 0.117026 , 0.104617 , 0.102791 , 0.111271 , 0.107686 
 697 , 0.122127 , 0.120504 , 0.116972 , 0.128572 , 0.128858 , 0.107301 , 0.119979 , 0.113449 , 0.116514 , 0.122662 , 0.11427 , 0.111988 , 0.131054 , 0.117058 , 0.094736 , 0.095309 , 0.104818 , 0.109697 , 0.105935 , 0.125917 , 0.116848 , 0.13747 , 0.135274 , 0.119454 , 0.114356 , 0.111167 , 0.116361 , 0.079795 , 0.12756 , 0.100455 , 0.122461 , 0.109391 , 0.107931 , 0.115587 , 0.112561 
 698 , 0.127543 , 0.126933 , 0.121913 , 0.133507 , 0.133631 , 0.113167 , 0.126419 , 0.119722 , 0.12156 , 0.128886 , 0.120265 , 0.117226 , 0.136117 , 0.123771 , 0.099239 , 0.099697 , 0.109938 , 0.115844 , 0.111729 , 0.131116 , 0.123666 , 0.142929 , 0.140823 , 0.125371 , 0.119503 , 0.118188 , 0.122342 , 0.085511 , 0.133669 , 0.104441 , 0.12882 , 0.115006 , 0.11391 , 0.120598 , 0.118245 
 699 , 0.132932 , 0.133321 , 0.126814 , 0.138432 , 0.138375 , 0.118996 , 0.132837 , 0.125959 , 0.126577 , 0.135098 , 0.126225 , 0.122435 , 0.141159 , 0.130452 , 0.10372 , 0.104062 , 0.115034 , 0.121979 , 0.117495 , 0.136304 , 0.130452 , 0.14836 , 0.146355 , 0.13126 , 0.12462 , 0.125171 , 0.128277 , 0.091199 , 0.139724 , 0.108403 , 0.135145 , 0.120582 , 0.119841 , 0.125589 , 0.123898 
 700 , 0.138229 , 0.139612 , 0.131654 , 0.143278 , 0.14306 , 0.124738 , 0.139157 , 0.132099 , 0.131512 , 0.141203 , 0.13209 , 0.127571 , 0.14613 , 0.137044 , 0.108141 , 0.108368 , 0.120058 , 0.128016 , 0.123175 , 0.141412 , 0.137139 , 0.153718 , 0.151814 , 0.137054 , 0.129655 , 0.132033 , 0.134127 , 0.096801 , 0.145694 , 0.112309 , 0.141364 , 0.126074 , 0.125686 , 0.130498 , 0.129456 
 701 , 0.143789 , 0.146234 , 0.136717 , 0.148415 , 0.147915 , 0.130702 , 0.145875 , 0.138624 , 0.136688 , 0.147669 , 0.138294 , 0.13294 , 0.151314 , 0.144015 , 0.112839 , 0.112924 , 0.125368 , 0.134479 , 0.129126 , 0.146678 , 0.144232 , 0.159254 , 0.157394 , 0.143109 , 0.134961 , 0.139285 , 0.140257 , 0.102887 , 0.151918 , 0.116398 , 0.147934 , 0.131892 , 0.131826 , 0.135669 , 0.135376 
 702 , 0.149511 , 0.15302 , 0.141921 , 0.153659 , 0.152813 , 0.136786 , 0.152822 , 0.145364 , 0.142006 , 0.15428 , 0.144677 , 0.138385 , 0.156566 , 0.151129 , 0.117645 , 0.117561 , 0.130794 , 0.141131 , 0.135177 , 0.151995 , 0.151487 , 0.164852 , 0.16299 , 0.149239 , 0.140416 , 0.146727 , 0.146539 , 0.109218 , 0.158287 , 0.12058 , 0.154675 , 0.137849 , 0.138112 , 0.140943 , 0.141451 
 703 , 0.155131 , 0.159703 , 0.147044 , 0.158813 , 0.157642 , 0.142772 , 0.159647 , 0.151992 , 0.147232 , 0.160772 , 0.150952 , 0.143737 , 0.161737 , 0.15812 , 0.122373 , 0.12212 , 0.136138 , 0.147663 , 0.141141 , 0.15722 , 0.158617 , 0.170348 , 0.168502 , 0.155271 , 0.145789 , 0.154053 , 0.152723 , 0.115449 , 0.164548 , 0.124697 , 0.161296 , 0.143709 , 0.14429 , 0.146126 , 0.147438 
 704 , 0.160769 , 0.166364 , 0.15214 , 0.163982 , 0.162413 , 0.148712 , 0.166495 , 0.15864 , 0.152401 , 0.167251 , 0.157211 , 0.149076 , 0.166896 , 0.165084 , 0.127091 , 0.126662 , 0.141465 , 0.154232 , 0.147087 , 0.162404 , 0.165757 , 0.175806 , 0.173938 , 0.161274 , 0.15115 , 0.161367 , 0.158883 , 0.121749 , 0.170772 , 0.1288 , 0.167895 , 0.149562 , 0.150459 , 0.151281 , 0.15341 
 705 , 0.166531 , 0.173117 , 0.157302 , 0.169266 , 0.167163 , 0.154698 , 0.173527 , 0.16548 , 0.157572 , 0.173862 , 0.163545 , 0.154484 , 0.172159 , 0.172159 , 0.131887 , 0.131282 , 0.146883 , 0.160996 , 0.153163 , 0.167601 , 0.173089 , 0.181295 , 0.17935 , 0.167349 , 0.156614 , 0.16881 , 0.165108 , 0.128315 , 0.177043 , 0.132938 , 0.174596 , 0.155553 , 0.156763 , 0.15654 , 0.159526 
 706 , 0.172215 , 0.17978 , 0.16239 , 0.174502 , 0.171853 , 0.160603 , 0.180465 , 0.172215 , 0.162658 , 0.180391 , 0.169788 , 0.159816 , 0.177354 , 0.179141 , 0.13662 , 0.135851 , 0.152232 , 0.167686 , 0.159158 , 0.172742 , 0.180326 , 0.186725 , 0.184706 , 0.173344 , 0.161992 , 0.17615 , 0.171242 , 0.134796 , 0.183234 , 0.137018 , 0.181224 , 0.161482 , 0.162992 , 0.161751 , 0.165547 
 707 , 0.177824 , 0.186359 , 0.167408 , 0.179667 , 0.176487 , 0.166431 , 0.187318 , 0.178875 , 0.167685 , 0.186839 , 0.175962 , 0.165094 , 0.182488 , 0.186046 , 0.141295 , 0.140355 , 0.157518 , 0.174284 , 0.165076 , 0.177815 , 0.187475 , 0.192083 , 0.189982 , 0.179262 , 0.167307 , 0.1834 , 0.177298 , 0.141194 , 0.189336 , 0.141046 , 0.18776 , 0.167325 , 0.169141 , 0.166892 , 0.171501 
 708 , 0.183318 , 0.192822 , 0.172338 , 0.184746 , 0.180976 , 0.172098 , 0.194113 , 0.185484 , 0.172596 , 0.193209 , 0.182091 , 0.170291 , 0.187503 , 0.192813 , 0.14599 , 0.144856 , 0.16275 , 0.180911 , 0.170992 , 0.182764 , 0.194657 , 0.19733 , 0.195136 , 0.185207 , 0.172642 , 0.190536 , 0.183235 , 0.147788 , 0.195339 , 0.145087 , 0.194187 , 0.173094 , 0.175214 , 0.171951 , 0.177445 
 709 , 0.188807 , 0.199285 , 0.177264 , 0.189816 , 0.185449 , 0.177741 , 0.200909 , 0.192083 , 0.177502 , 0.19957 , 0.18821 , 0.175475 , 0.192486 , 0.19957 , 0.150673 , 0.149342 , 0.16796 , 0.187531 , 0.176897 , 0.187697 , 0.201836 , 0.20257 , 0.200267 , 0.191147 , 0.17797 , 0.197634 , 0.189146 , 0.154371 , 0.201332 , 0.149122 , 0.200579 , 0.178824 , 0.181264 , 0.176961 , 0.183402 
 710 , 0.194309 , 0.205761 , 0.182199 , 0.194911 , 0.189925 , 0.183414 , 0.207724 , 0.198692 , 0.182428 , 0.205952 , 0.194354 , 0.180674 , 0.197496 , 0.206354 , 0.155378 , 0.153834 , 0.173195 , 0.194172 , 0.182829 , 0.192638 , 0.20903 , 0.207825 , 0.205405 , 0.197103 , 0.183313 , 0.204747 , 0.195085 , 0.160976 , 0.207341 , 0.153158 , 0.206984 , 0.184574 , 0.187322 , 0.181989 , 0.189368 
 711 , 0.19966 , 0.212082 , 0.187054 , 0.199861 , 0.194282 , 0.188923 , 0.214437 , 0.205193 , 0.187228 , 0.212229 , 0.200392 , 0.185844 , 0.202335 , 0.212962 , 0.160056 , 0.158315 , 0.178332 , 0.200658 , 0.188694 , 0.197424 , 0.216131 , 0.21298 , 0.210488 , 0.203013 , 0.188648 , 0.211707 , 0.200915 , 0.167623 , 0.213154 , 0.157225 , 0.213218 , 0.190205 , 0.193274 , 0.186925 , 0.195226 
 712 , 0.204966 , 0.21837 , 0.1919 , 0.204774 , 0.198602 , 0.194393 , 0.221146 , 0.211695 , 0.192 , 0.218507 , 0.206436 , 0.191033 , 0.207093 , 0.219539 , 0.164754 , 0.16281 , 0.183463 , 0.207121 , 0.194566 , 0.202126 , 0.223246 , 0.218078 , 0.215558 , 0.208947 , 0.194027 , 0.218644 , 0.206728 , 0.174378 , 0.21889 , 0.16134 , 0.219365 , 0.195835 , 0.199214 , 0.191854 , 0.201031 
 713 , 0.210431 , 0.224844 , 0.196891 , 0.209821 , 0.203033 , 0.200031 , 0.228047 , 0.218384 , 0.19691 , 0.224954 , 0.21266 , 0.196373 , 0.211987 , 0.2263 , 0.169593 , 0.167437 , 0.188747 , 0.213761 , 0.200604 , 0.206973 , 0.23055 , 0.223334 , 0.220768 , 0.215044 , 0.199557 , 0.225782 , 0.212715 , 0.181331 , 0.224781 , 0.165571 , 0.225691 , 0.201614 , 0.205326 , 0.196928 , 0.207001 
 714 , 0.216017 , 0.231417 , 0.201952 , 0.214946 , 0.207527 , 0.205702 , 0.235076 , 0.225197 , 0.201861 , 0.231517 , 0.218995 , 0.201788 , 0.216934 , 0.233179 , 0.174503 , 0.172151 , 0.194088 , 0.220512 , 0.206737 , 0.211895 , 0.238036 , 0.228684 , 0.226087 , 0.221293 , 0.205203 , 0.233024 , 0.218796 , 0.188468 , 0.230763 , 0.169881 , 0.232089 , 0.207464 , 0.211513 , 0.202025 , 0.213048 
 715 , 0.221683 , 0.238 , 0.207036 , 0.220068 , 0.212009 , 0.211283 , 0.242165 , 0.232028 , 0.206746 , 0.238136 , 0.225376 , 0.207199 , 0.221874 , 0.240087 , 0.17943 , 0.176889 , 0.199404 , 0.227291 , 0.21288 , 0.216828 , 0.245695 , 0.234125 , 0.231448 , 0.227654 , 0.210929 , 0.240278 , 0.224905 , 0.195819 , 0.236766 , 0.17423 , 0.238481 , 0.213298 , 0.217681 , 0.207045 , 0.21906 
 716 , 0.227572 , 0.244837 , 0.21231 , 0.225379 , 0.21666 , 0.217077 , 0.249532 , 0.239137 , 0.211821 , 0.245009 , 0.232013 , 0.212818 , 0.22701 , 0.247257 , 0.18455 , 0.181804 , 0.204933 , 0.234342 , 0.219271 , 0.221944 , 0.253647 , 0.239771 , 0.237016 , 0.234252 , 0.216869 , 0.24781 , 0.231252 , 0.203456 , 0.242997 , 0.17875 , 0.245118 , 0.219352 , 0.224092 , 0.212238 , 0.225279 
 717 , 0.233713 , 0.25195 , 0.217802 , 0.230916 , 0.221495 , 0.223124 , 0.257199 , 0.246529 , 0.217096 , 0.252158 , 0.238917 , 0.218662 , 0.232346 , 0.254719 , 0.189881 , 0.186922 , 0.21067 , 0.241659 , 0.225911 , 0.227269 , 0.261924 , 0.245642 , 0.242818 , 0.241116 , 0.223061 , 0.255643 , 0.237849 , 0.211403 , 0.24947 , 0.183437 , 0.252004 , 0.225658 , 0.230763 , 0.217648 , 0.231749 
 718 , 0.239475 , 0.258725 , 0.223023 , 0.236228 , 0.225983 , 0.228717 , 0.264518 , 0.253598 , 0.22207 , 0.258986 , 0.245412 , 0.224166 , 0.237379 , 0.261783 , 0.194968 , 0.191838 , 0.216169 , 0.248749 , 0.232405 , 0.232243 , 0.269915 , 0.251196 , 0.248237 , 0.247742 , 0.229014 , 0.263069 , 0.244072 , 0.219182 , 0.255747 , 0.187817 , 0.258446 , 0.231677 , 0.23711 , 0.222825 , 0.238027 
 719 , 0.245366 , 0.265653 , 0.228375 , 0.241655 , 0.230577 , 0.23444 , 0.272015 , 0.260837 , 0.227162 , 0.265977 , 0.252068 , 0.229804 , 0.242526 , 0.269014 , 0.20019 , 0.196893 , 0.22179 , 0.256013 , 0.239049 , 0.23736 , 0.278088 , 0.256893 , 0.253802 , 0.25453 , 0.235114 , 0.270685 , 0.250442 , 0.227144 , 0.262194 , 0.19231 , 0.265051 , 0.237836 , 0.243623 , 0.228142 , 0.24453 
 720 , 0.251414 , 0.272773 , 0.23387 , 0.247232 , 0.235297 , 0.240322 , 0.27971 , 0.268277 , 0.232389 , 0.273159 , 0.258899 , 0.235584 , 0.247816 , 0.276435 , 0.205547 , 0.202074 , 0.22757 , 0.263476 , 0.245877 , 0.242611 , 0.286477 , 0.262731 , 0.259518 , 0.261501 , 0.241381 , 0.278499 , 0.256978 , 0.235314 , 0.268798 , 0.196914 , 0.271831 , 0.244154 , 0.250302 , 0.233591 , 0.251199 
 721 , 0.257121 , 0.279451 , 0.239038 , 0.252536 , 0.239644 , 0.245733 , 0.286974 , 0.275266 , 0.237231 , 0.279923 , 0.265303 , 0.240926 , 0.252758 , 0.283368 , 0.210503 , 0.206933 , 0.233011 , 0.270565 , 0.252358 , 0.247496 , 0.294417 , 0.268232 , 0.264831 , 0.26809 , 0.247283 , 0.285799 , 0.263086 , 0.243134 , 0.275124 , 0.201181 , 0.278151 , 0.250096 , 0.256498 , 0.2387 , 0.257522 
 722 , 0.262749 , 0.286008 , 0.244131 , 0.257824 , 0.2439 , 0.250986 , 0.294126 , 0.282132 , 0.241971 , 0.286577 , 0.271569 , 0.246159 , 0.257637 , 0.290161 , 0.215333 , 0.211706 , 0.238388 , 0.277562 , 0.258775 , 0.252293 , 0.302252 , 0.273694 , 0.270031 , 0.274592 , 0.253094 , 0.292952 , 0.26908 , 0.250853 , 0.281412 , 0.205357 , 0.284364 , 0.255974 , 0.262545 , 0.243731 , 0.263745 
 723 , 0.268412 , 0.292616 , 0.249252 , 0.263147 , 0.248187 , 0.256275 , 0.301326 , 0.289037 , 0.246739 , 0.293273 , 0.277886 , 0.251418 , 0.262552 , 0.296993 , 0.220192 , 0.216516 , 0.243792 , 0.284607 , 0.265234 , 0.257119 , 0.310142 , 0.279191 , 0.275267 , 0.281135 , 0.258939 , 0.300145 , 0.275116 , 0.258619 , 0.287732 , 0.209555 , 0.290609 , 0.261886 , 0.268625 , 0.24879 , 0.269993 
 724 , 0.273952 , 0.299058 , 0.254232 , 0.268354 , 0.252331 , 0.261404 , 0.30837 , 0.295768 , 0.251384 , 0.299783 , 0.284024 , 0.256522 , 0.267329 , 0.303639 , 0.224943 , 0.221212 , 0.249067 , 0.291479 , 0.271547 , 0.26181 , 0.317841 , 0.284529 , 0.280372 , 0.287535 , 0.264658 , 0.307123 , 0.280974 , 0.26625 , 0.29392 , 0.213606 , 0.296679 , 0.267647 , 0.274545 , 0.253719 , 0.27611 
 725 , 0.279251 , 0.305156 , 0.258936 , 0.273334 , 0.256211 , 0.266237 , 0.315093 , 0.302123 , 0.255797 , 0.305941 , 0.289823 , 0.261334 , 0.271862 , 0.309917 , 0.229486 , 0.225677 , 0.254078 , 0.298005 , 0.277567 , 0.266245 , 0.325171 , 0.289549 , 0.285238 , 0.293632 , 0.270116 , 0.313682 , 0.286499 , 0.273572 , 0.29983 , 0.217363 , 0.302405 , 0.273105 , 0.280141 , 0.258398 , 0.281949 
 726 , 0.284536 , 0.311241 , 0.26364 , 0.278302 , 0.260105 , 0.271073 , 0.321812 , 0.308464 , 0.260211 , 0.312096 , 0.295627 , 0.266153 , 0.276398 , 0.316187 , 0.234026 , 0.230147 , 0.259091 , 0.30454 , 0.283575 , 0.270685 , 0.332489 , 0.294578 , 0.290125 , 0.299727 , 0.275569 , 0.320234 , 0.292021 , 0.280886 , 0.305731 , 0.221127 , 0.30812 , 0.278558 , 0.285744 , 0.263067 , 0.28778 
 727 , 0.289776 , 0.317281 , 0.268309 , 0.283234 , 0.263963 , 0.275873 , 0.328477 , 0.314751 , 0.264589 , 0.318198 , 0.301386 , 0.270927 , 0.280907 , 0.322412 , 0.23852 , 0.234571 , 0.264051 , 0.311013 , 0.289546 , 0.275088 , 0.339735 , 0.299561 , 0.294968 , 0.305759 , 0.280977 , 0.326723 , 0.297498 , 0.288127 , 0.311568 , 0.224856 , 0.313799 , 0.283966 , 0.291292 , 0.267701 , 0.293558 
 728 , 0.294466 , 0.322638 , 0.272502 , 0.287785 , 0.267268 , 0.280017 , 0.334396 , 0.320367 , 0.268434 , 0.323717 , 0.306487 , 0.275054 , 0.284848 , 0.327969 , 0.242533 , 0.238588 , 0.268478 , 0.316921 , 0.294922 , 0.278947 , 0.346277 , 0.303945 , 0.299201 , 0.311178 , 0.285733 , 0.33245 , 0.30227 , 0.294659 , 0.316956 , 0.227926 , 0.318833 , 0.288872 , 0.296202 , 0.271853 , 0.298877 
 729 , 0.299094 , 0.327927 , 0.276628 , 0.29229 , 0.270542 , 0.284099 , 0.340221 , 0.32591 , 0.272244 , 0.329163 , 0.311529 , 0.27911 , 0.288747 , 0.333451 , 0.246498 , 0.24256 , 0.272849 , 0.322727 , 0.300234 , 0.282766 , 0.352735 , 0.308276 , 0.303382 , 0.316527 , 0.290431 , 0.338117 , 0.306995 , 0.301102 , 0.32228 , 0.230959 , 0.323823 , 0.293736 , 0.301041 , 0.275979 , 0.304145 
 730 , 0.3036 , 0.333084 , 0.280666 , 0.29668 , 0.273729 , 0.288094 , 0.345915 , 0.331313 , 0.275965 , 0.33447 , 0.316448 , 0.283069 , 0.292549 , 0.338811 , 0.250366 , 0.246428 , 0.277105 , 0.328392 , 0.305415 , 0.286507 , 0.359043 , 0.31251 , 0.307458 , 0.321753 , 0.295014 , 0.343643 , 0.311598 , 0.307379 , 0.32748 , 0.233913 , 0.328699 , 0.298478 , 0.305766 , 0.28 , 0.309291 
 731 , 0.307683 , 0.337736 , 0.284312 , 0.300678 , 0.276606 , 0.29165 , 0.351046 , 0.336151 , 0.279294 , 0.339234 , 0.320827 , 0.28658 , 0.295976 , 0.343612 , 0.253838 , 0.249968 , 0.280949 , 0.333542 , 0.310109 , 0.289872 , 0.364707 , 0.316335 , 0.311107 , 0.326458 , 0.299119 , 0.348577 , 0.315713 , 0.31306 , 0.332228 , 0.236562 , 0.333051 , 0.302745 , 0.309969 , 0.283637 , 0.313901 
 732 , 0.311567 , 0.342174 , 0.287784 , 0.304507 , 0.279357 , 0.295037 , 0.355918 , 0.34072 , 0.282458 , 0.343742 , 0.32497 , 0.289922 , 0.299251 , 0.348165 , 0.25716 , 0.253367 , 0.284631 , 0.338468 , 0.31458 , 0.293084 , 0.370065 , 0.320011 , 0.31458 , 0.330926 , 0.303026 , 0.353228 , 0.319617 , 0.318443 , 0.336769 , 0.239089 , 0.337189 , 0.306811 , 0.31395 , 0.287092 , 0.318268 
 733 , 0.315336 , 0.346497 , 0.291169 , 0.30823 , 0.282038 , 0.298337 , 0.360657 , 0.345165 , 0.285534 , 0.348135 , 0.328998 , 0.293175 , 0.302429 , 0.352587 , 0.260385 , 0.256679 , 0.288216 , 0.343263 , 0.318929 , 0.296207 , 0.375274 , 0.323582 , 0.317965 , 0.335272 , 0.306819 , 0.357757 , 0.323416 , 0.32367 , 0.341187 , 0.241545 , 0.341213 , 0.310753 , 0.317816 , 0.290441 , 0.322513 
 734 , 0.318899 , 0.350553 , 0.294336 , 0.311729 , 0.284534 , 0.301427 , 0.365103 , 0.349333 , 0.288421 , 0.352247 , 0.332773 , 0.296232 , 0.30542 , 0.356749 , 0.263411 , 0.259795 , 0.291563 , 0.347745 , 0.323024 , 0.299128 , 0.380153 , 0.326938 , 0.321146 , 0.339355 , 0.310395 , 0.361979 , 0.326955 , 0.328561 , 0.345331 , 0.243832 , 0.34498 , 0.314459 , 0.321444 , 0.293573 , 0.326508 
 735 , 0.322107 , 0.354156 , 0.297138 , 0.314902 , 0.286736 , 0.304175 , 0.369109 , 0.353041 , 0.291032 , 0.355914 , 0.336137 , 0.298948 , 0.308067 , 0.3605 , 0.266081 , 0.262584 , 0.294537 , 0.351705 , 0.32671 , 0.301706 , 0.384493 , 0.329926 , 0.324004 , 0.343016 , 0.313602 , 0.365683 , 0.330066 , 0.332913 , 0.349034 , 0.24583 , 0.34834 , 0.317766 , 0.324654 , 0.296338 , 0.33011 
 736 , 0.325223 , 0.357661 , 0.299866 , 0.317983 , 0.288884 , 0.306842 , 0.37301 , 0.35665 , 0.293558 , 0.359471 , 0.339403 , 0.30158 , 0.310647 , 0.364153 , 0.268667 , 0.265293 , 0.297433 , 0.355543 , 0.330283 , 0.304207 , 0.388719 , 0.332814 , 0.326787 , 0.346573 , 0.316709 , 0.369267 , 0.333077 , 0.337154 , 0.352626 , 0.247774 , 0.351598 , 0.320979 , 0.327771 , 0.299023 , 0.333613 
 737 , 0.328269 , 0.361082 , 0.30253 , 0.320993 , 0.290983 , 0.309446 , 0.37682 , 0.360168 , 0.296036 , 0.362945 , 0.342593 , 0.304156 , 0.313163 , 0.367725 , 0.271193 , 0.267942 , 0.300263 , 0.359298 , 0.333779 , 0.306643 , 0.39284 , 0.335642 , 0.329499 , 0.350053 , 0.319745 , 0.372769 , 0.336028 , 0.341283 , 0.356143 , 0.249673 , 0.35479 , 0.324121 , 0.330817 , 0.301642 , 0.33703 
 738 , 0.33102 , 0.364167 , 0.304996 , 0.323677 , 0.292919 , 0.311811 , 0.380168 , 0.363285 , 0.29827 , 0.366071 , 0.34546 , 0.306486 , 0.315443 , 0.370858 , 0.273489 , 0.270342 , 0.302801 , 0.362554 , 0.336909 , 0.308884 , 0.396397 , 0.338214 , 0.332025 , 0.3532 , 0.322487 , 0.375813 , 0.338663 , 0.344896 , 0.359283 , 0.25145 , 0.357617 , 0.32693 , 0.333524 , 0.304026 , 0.340109 
 739 , 0.333753 , 0.367237 , 0.307459 , 0.326341 , 0.294851 , 0.314156 , 0.383464 , 0.36639 , 0.30048 , 0.369179 , 0.348311 , 0.3088 , 0.317712 , 0.373952 , 0.275757 , 0.27273 , 0.305324 , 0.365808 , 0.340026 , 0.31113 , 0.399919 , 0.340767 , 0.334538 , 0.356341 , 0.325221 , 0.37884 , 0.341288 , 0.34847 , 0.362402 , 0.253213 , 0.360417 , 0.329712 , 0.336223 , 0.306391 , 0.343194 
 740 , 0.336461 , 0.370275 , 0.309897 , 0.328981 , 0.296757 , 0.316476 , 0.386727 , 0.369471 , 0.302673 , 0.372244 , 0.351129 , 0.311089 , 0.319947 , 0.377021 , 0.278 , 0.275094 , 0.307813 , 0.369021 , 0.34311 , 0.313359 , 0.4034 , 0.343287 , 0.337026 , 0.359439 , 0.327921 , 0.381843 , 0.343888 , 0.352003 , 0.365479 , 0.254959 , 0.363174 , 0.332478 , 0.33888 , 0.308731 , 0.346237 
 741 , 0.338845 , 0.37298 , 0.312101 , 0.331357 , 0.298517 , 0.31857 , 0.389595 , 0.372182 , 0.30464 , 0.374929 , 0.353653 , 0.313138 , 0.321991 , 0.379714 , 0.280023 , 0.277222 , 0.310072 , 0.371881 , 0.345881 , 0.315398 , 0.406573 , 0.345589 , 0.339262 , 0.362257 , 0.330347 , 0.384464 , 0.346209 , 0.355106 , 0.368221 , 0.256522 , 0.365633 , 0.334946 , 0.341264 , 0.310861 , 0.348956 
 742 , 0.34106 , 0.375479 , 0.314158 , 0.333579 , 0.300162 , 0.320505 , 0.39225 , 0.37469 , 0.306473 , 0.377403 , 0.355996 , 0.315045 , 0.323891 , 0.382216 , 0.281911 , 0.279207 , 0.31219 , 0.374504 , 0.348444 , 0.317305 , 0.409535 , 0.347717 , 0.341309 , 0.364887 , 0.332586 , 0.386861 , 0.348347 , 0.357982 , 0.370773 , 0.25796 , 0.367936 , 0.337222 , 0.343471 , 0.312846 , 0.351449 
 743 , 0.343268 , 0.37798 , 0.316207 , 0.335794 , 0.30179 , 0.322432 , 0.394898 , 0.377182 , 0.308307 , 0.379869 , 0.358341 , 0.316943 , 0.325774 , 0.384701 , 0.283791 , 0.281176 , 0.31431 , 0.37712 , 0.351008 , 0.319204 , 0.412498 , 0.349847 , 0.343339 , 0.367509 , 0.334827 , 0.38925 , 0.350468 , 0.36085 , 0.373317 , 0.259391 , 0.370222 , 0.339491 , 0.345671 , 0.314824 , 0.353934 
 744 , 0.345407 , 0.38036 , 0.318192 , 0.337934 , 0.30339 , 0.324279 , 0.397454 , 0.379542 , 0.310081 , 0.382261 , 0.360582 , 0.318788 , 0.327601 , 0.387112 , 0.285621 , 0.283071 , 0.316344 , 0.37964 , 0.353456 , 0.321062 , 0.415321 , 0.351893 , 0.3453 , 0.369991 , 0.336966 , 0.391563 , 0.352479 , 0.363541 , 0.375695 , 0.260788 , 0.372381 , 0.341648 , 0.34777 , 0.316726 , 0.356299 
 745 , 0.347396 , 0.382493 , 0.319996 , 0.339957 , 0.30493 , 0.325967 , 0.399802 , 0.381621 , 0.311694 , 0.384504 , 0.36264 , 0.320548 , 0.329313 , 0.389381 , 0.287328 , 0.284819 , 0.318252 , 0.381968 , 0.355752 , 0.322835 , 0.41792 , 0.353821 , 0.347147 , 0.372251 , 0.338951 , 0.393715 , 0.354257 , 0.365888 , 0.377768 , 0.262118 , 0.374271 , 0.343614 , 0.349701 , 0.318457 , 0.358422 
 746 , 0.349375 , 0.384617 , 0.321786 , 0.34197 , 0.306469 , 0.327633 , 0.402141 , 0.383683 , 0.313295 , 0.386753 , 0.364691 , 0.322302 , 0.331024 , 0.391657 , 0.289044 , 0.28657 , 0.320157 , 0.384306 , 0.358052 , 0.324607 , 0.420537 , 0.355756 , 0.34901 , 0.374507 , 0.340938 , 0.39584 , 0.356032 , 0.368215 , 0.379821 , 0.263431 , 0.376136 , 0.345575 , 0.351609 , 0.320175 , 0.360535 
