  time  ,00:11 PM,00:24 PM,00:41 PM,00:56 PM,01:52 PM,02:10 PM,02:21 PM,02:37 PM,02:51 PM,03:38 PM,03:57 PM,04:10 PM,04:19 PM,04:32 PM,04:45 PM,05:25 PM,05:38 PM,05:51 PM,06:05 PM,06:19 PM,07:05 PM,07:17 PM,07:45 PM,07:58 PM,08:13 PM,09:03 PM,09:15 PM,09:27 PM,09:38 PM,09:52 PM,10:31 PM,10:42 PM,10:56 PM,11:11 PM,11:23 PM,11:39 PM,11:49 PM,12:01 PM,12:13 PM,12:24 PM,13:02 PM,13:13 PM,13:28 PM,13:39 PM,13:50 PM,14:36 PM,14:54 PM,15:05 PM,15:18 PM,15:31 PM,17:09 PM,17:20 PM,17:30 PM,17:39 PM,17:50 PM,18:24 PM,18:36 PM,18:46 PM,18:56 PM,19:05 PM,19:43 PM,19:52 PM,20:02 PM,20:12 PM,20:22 PM,20:45 PM,21:01 PM,21:15 PM,21:29 PM,21:59 PM,22:39 PM,22:49 PM,23:00 PM,23:10 PM,23:22 PM,24:00 PM,24:09 PM,24:19 PM,24:30 PM,24:41 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 999 , 0.77366 , 0.8607 , 0.9394 , 0.73793 , 0.74063 , 0.5245 , 0.90862 , 0.29407 , 0.90701 , 0.87398 , 0.6788 , 0.76665 , 0.73111 , 1.02249 , 0.88529 , 1.03008 , 1.07412 , 1.02566 , 0.91672 , 0.67379 , 0.60786 , 0.73425 , 1.0061 , 1.02046 , 0.99106 , 0.67276 , 0.85243 , 0.57997 , 0.59488 , 0.53994 , 0.47309 , 0.8 , 0.41191 , 0.60397 , 0.54593 , 0.7155 , 0.80624 , 1.1496 , 0.81462 , 0.78242 , 0.88202 , 0.72862 , 0.95698 , 0.97915 , 0.72863 , 0.84693 , 0.80741 , 0.86704 , 0.58197 , 0.71135 , 0.80332 , 0.90792 , 0.83666 , 0.76385 , 0.71847 , 0.95277 , 1.10787 , 0.85322 , 0.84901 , 1.19758 , 0.79449 , 0.94966 , 0.8705 , 0.55574 , 0.71025 , 0.84595 , 0.7794 , 0.8867 , 0.8017 , 0.87363 , 0.87545 , 0.97855 , 0.72256 , 0.63284 , 0.78967 , 0.71814 , 0.79805 , 0.88128 , 0.91378 , 0.79955 
 1000 , 0.77392 , 0.86139 , 0.94078 , 0.73843 , 0.74148 , 0.52525 , 0.90998 , 0.29396 , 0.90748 , 0.87504 , 0.6791 , 0.76696 , 0.73136 , 1.02314 , 0.88614 , 1.03067 , 1.07452 , 1.02701 , 0.9173 , 0.67451 , 0.60816 , 0.73499 , 1.00811 , 1.02183 , 0.99154 , 0.67318 , 0.85333 , 0.58049 , 0.5957 , 0.54072 , 0.47321 , 0.80096 , 0.41216 , 0.60457 , 0.54636 , 0.71607 , 0.80709 , 1.1509 , 0.81513 , 0.78352 , 0.88311 , 0.72944 , 0.95756 , 0.98033 , 0.72937 , 0.84776 , 0.80823 , 0.8683 , 0.58206 , 0.71252 , 0.80382 , 0.90853 , 0.83751 , 0.7645 , 0.71871 , 0.95438 , 1.10966 , 0.85394 , 0.84956 , 1.19947 , 0.79536 , 0.95132 , 0.87181 , 0.55569 , 0.71085 , 0.84745 , 0.78024 , 0.88766 , 0.80278 , 0.87454 , 0.87566 , 0.97918 , 0.72304 , 0.63357 , 0.79056 , 0.71861 , 0.79915 , 0.88201 , 0.91438 , 0.80033 
 1001 , 0.7752 , 0.86261 , 0.94244 , 0.73948 , 0.74289 , 0.52636 , 0.91196 , 0.29409 , 0.90873 , 0.87666 , 0.67974 , 0.76783 , 0.73264 , 1.02488 , 0.88794 , 1.03201 , 1.07555 , 1.02984 , 0.91844 , 0.67596 , 0.60877 , 0.73595 , 1.01107 , 1.02388 , 0.99311 , 0.67435 , 0.85529 , 0.58124 , 0.59727 , 0.54243 , 0.47357 , 0.8032 , 0.41261 , 0.60591 , 0.54708 , 0.71777 , 0.80855 , 1.15307 , 0.81654 , 0.78531 , 0.8852 , 0.73081 , 0.95885 , 0.98272 , 0.73093 , 0.84944 , 0.80996 , 0.87044 , 0.58271 , 0.71418 , 0.80442 , 0.90988 , 0.83878 , 0.76553 , 0.71944 , 0.95606 , 1.1124 , 0.85526 , 0.85092 , 1.20172 , 0.79734 , 0.9536 , 0.87358 , 0.55606 , 0.71133 , 0.84996 , 0.78155 , 0.88895 , 0.80435 , 0.87607 , 0.87617 , 0.98017 , 0.72418 , 0.63441 , 0.79202 , 0.71983 , 0.80022 , 0.88298 , 0.9146 , 0.80168 
 1002 , 0.77705 , 0.86404 , 0.94431 , 0.74083 , 0.74453 , 0.5275 , 0.91409 , 0.29435 , 0.91046 , 0.87845 , 0.68062 , 0.76913 , 0.7344 , 1.02725 , 0.89005 , 1.03394 , 1.07709 , 1.03302 , 0.9199 , 0.67755 , 0.60976 , 0.73718 , 1.0144 , 1.02631 , 0.99526 , 0.67594 , 0.85745 , 0.58231 , 0.59909 , 0.54432 , 0.47406 , 0.80582 , 0.41336 , 0.60752 , 0.54806 , 0.71977 , 0.8105 , 1.15597 , 0.8184 , 0.78743 , 0.88763 , 0.73246 , 0.96066 , 0.98544 , 0.73294 , 0.85166 , 0.8121 , 0.87285 , 0.5837 , 0.71601 , 0.80531 , 0.91177 , 0.84033 , 0.76682 , 0.72068 , 0.95818 , 1.11547 , 0.85716 , 0.85279 , 1.20458 , 0.79959 , 0.95618 , 0.87573 , 0.55688 , 0.71235 , 0.85278 , 0.78296 , 0.89083 , 0.80629 , 0.87814 , 0.87722 , 0.98147 , 0.72557 , 0.63523 , 0.79365 , 0.72142 , 0.80159 , 0.88428 , 0.91529 , 0.80325 
 1003 , 0.77952 , 0.86552 , 0.94606 , 0.74242 , 0.74619 , 0.52842 , 0.91593 , 0.29472 , 0.9127 , 0.88005 , 0.68167 , 0.77093 , 0.73654 , 1.03024 , 0.89227 , 1.03655 , 1.07909 , 1.0361 , 0.92164 , 0.67909 , 0.61113 , 0.73856 , 1.01745 , 1.02883 , 0.99775 , 0.67789 , 0.85932 , 0.58358 , 0.60094 , 0.54603 , 0.47461 , 0.80847 , 0.41447 , 0.60913 , 0.54924 , 0.72194 , 0.81294 , 1.15963 , 0.82064 , 0.78958 , 0.89017 , 0.7341 , 0.96304 , 0.98826 , 0.73524 , 0.85428 , 0.81453 , 0.87514 , 0.58503 , 0.71772 , 0.80652 , 0.9142 , 0.84209 , 0.76835 , 0.72248 , 0.9606 , 1.11841 , 0.85968 , 0.85524 , 1.20808 , 0.80184 , 0.9588 , 0.87817 , 0.55837 , 0.71418 , 0.85557 , 0.78425 , 0.89345 , 0.80853 , 0.88086 , 0.87894 , 0.98314 , 0.72711 , 0.6359 , 0.7952 , 0.72328 , 0.80322 , 0.88593 , 0.91662 , 0.80488 
 1004 , 0.78024 , 0.86587 , 0.94577 , 0.74288 , 0.74628 , 0.5281 , 0.91543 , 0.29446 , 0.91344 , 0.87962 , 0.68169 , 0.7716 , 0.73649 , 1.03101 , 0.8927 , 1.03747 , 1.07916 , 1.03612 , 0.92222 , 0.6794 , 0.61107 , 0.73849 , 1.01651 , 1.02875 , 0.99731 , 0.67815 , 0.85852 , 0.58325 , 0.60094 , 0.54576 , 0.47433 , 0.80848 , 0.41489 , 0.60864 , 0.54927 , 0.72264 , 0.81371 , 1.16116 , 0.82101 , 0.78946 , 0.8907 , 0.73347 , 0.96381 , 0.98906 , 0.73545 , 0.85447 , 0.81515 , 0.87491 , 0.58503 , 0.71766 , 0.80702 , 0.91485 , 0.84264 , 0.76894 , 0.72271 , 0.96092 , 1.11837 , 0.86068 , 0.85633 , 1.2099 , 0.8021 , 0.95937 , 0.87907 , 0.55941 , 0.71529 , 0.85595 , 0.78444 , 0.89486 , 0.80951 , 0.88241 , 0.87928 , 0.98415 , 0.72737 , 0.63601 , 0.79517 , 0.72347 , 0.80371 , 0.88651 , 0.91698 , 0.80507 
 1005 , 0.78108 , 0.86645 , 0.9457 , 0.74354 , 0.74654 , 0.52793 , 0.91515 , 0.29429 , 0.91441 , 0.87934 , 0.68186 , 0.77248 , 0.7366 , 1.032 , 0.89333 , 1.03868 , 1.07948 , 1.03636 , 0.92304 , 0.67988 , 0.61117 , 0.73862 , 1.01573 , 1.0289 , 0.99712 , 0.6786 , 0.85796 , 0.58305 , 0.60108 , 0.5456 , 0.4742 , 0.80872 , 0.41542 , 0.60834 , 0.54945 , 0.72349 , 0.81469 , 1.16298 , 0.82163 , 0.78958 , 0.89143 , 0.73303 , 0.96481 , 0.99013 , 0.73581 , 0.85486 , 0.81599 , 0.87487 , 0.58521 , 0.71775 , 0.80777 , 0.91571 , 0.8434 , 0.76976 , 0.72312 , 0.96153 , 1.11858 , 0.86187 , 0.85763 , 1.21206 , 0.80255 , 0.9602 , 0.88021 , 0.56063 , 0.71661 , 0.85655 , 0.78483 , 0.89653 , 0.81075 , 0.88422 , 0.87985 , 0.98545 , 0.72784 , 0.6363 , 0.79537 , 0.72384 , 0.8044 , 0.88734 , 0.91759 , 0.80547 
 1006 , 0.78305 , 0.86967 , 0.94822 , 0.74618 , 0.74869 , 0.52967 , 0.91749 , 0.29532 , 0.91784 , 0.88123 , 0.68389 , 0.77558 , 0.73869 , 1.03537 , 0.89599 , 1.04278 , 1.0828 , 1.03911 , 0.92644 , 0.68225 , 0.61331 , 0.74105 , 1.01738 , 1.03187 , 1.00015 , 0.68119 , 0.86052 , 0.58457 , 0.60287 , 0.5468 , 0.47596 , 0.81164 , 0.41699 , 0.61042 , 0.55132 , 0.72572 , 0.81774 , 1.16743 , 0.82501 , 0.79247 , 0.89424 , 0.73502 , 0.96828 , 0.99393 , 0.73782 , 0.85745 , 0.81916 , 0.87726 , 0.58745 , 0.71957 , 0.81101 , 0.91863 , 0.84616 , 0.77308 , 0.72549 , 0.96531 , 1.12186 , 0.86479 , 0.86076 , 1.21729 , 0.80524 , 0.9637 , 0.88371 , 0.56348 , 0.71981 , 0.85953 , 0.78757 , 0.90046 , 0.81456 , 0.88821 , 0.88289 , 0.98962 , 0.7306 , 0.63862 , 0.79832 , 0.72623 , 0.80707 , 0.89093 , 0.92096 , 0.80814 
 1007 , 0.78376 , 0.87075 , 0.9507 , 0.74696 , 0.74981 , 0.53057 , 0.91832 , 0.29569 , 0.91884 , 0.88166 , 0.6842 , 0.77628 , 0.73978 , 1.03583 , 0.89649 , 1.04395 , 1.08359 , 1.03933 , 0.92765 , 0.6824 , 0.61459 , 0.74209 , 1.0194 , 1.03364 , 1.00201 , 0.68256 , 0.86228 , 0.58593 , 0.60436 , 0.54747 , 0.47698 , 0.81383 , 0.41801 , 0.61195 , 0.55256 , 0.72616 , 0.81915 , 1.17009 , 0.82712 , 0.79412 , 0.89544 , 0.73682 , 0.97046 , 0.99443 , 0.7388 , 0.85867 , 0.81979 , 0.87863 , 0.58866 , 0.72056 , 0.81222 , 0.9194 , 0.84657 , 0.77429 , 0.72617 , 0.96725 , 1.12372 , 0.86586 , 0.8613 , 1.21891 , 0.80606 , 0.96538 , 0.88592 , 0.56437 , 0.72107 , 0.86144 , 0.78817 , 0.90219 , 0.81583 , 0.88947 , 0.88375 , 0.99049 , 0.73155 , 0.6391 , 0.79924 , 0.72694 , 0.80769 , 0.8925 , 0.92262 , 0.80876 
 1008 , 0.78429 , 0.87153 , 0.95328 , 0.74747 , 0.75081 , 0.53137 , 0.91894 , 0.29596 , 0.9195 , 0.88189 , 0.68425 , 0.77662 , 0.74077 , 1.03584 , 0.89667 , 1.04469 , 1.084 , 1.03916 , 0.92855 , 0.6822 , 0.61578 , 0.74296 , 1.02155 , 1.03528 , 1.00375 , 0.68377 , 0.86399 , 0.58732 , 0.60587 , 0.54808 , 0.47791 , 0.81598 , 0.41898 , 0.61346 , 0.55375 , 0.72632 , 0.82036 , 1.17255 , 0.8291 , 0.79563 , 0.89641 , 0.73866 , 0.97251 , 0.99441 , 0.73965 , 0.85972 , 0.82004 , 0.87989 , 0.58974 , 0.72145 , 0.81314 , 0.91986 , 0.84662 , 0.77521 , 0.72659 , 0.96897 , 1.12542 , 0.86666 , 0.86145 , 1.22001 , 0.80662 , 0.96683 , 0.88802 , 0.56498 , 0.72208 , 0.86326 , 0.78846 , 0.90364 , 0.81675 , 0.89035 , 0.88429 , 0.99088 , 0.73226 , 0.63931 , 0.79987 , 0.72741 , 0.80801 , 0.89381 , 0.92407 , 0.80908 
 1009 , 0.78453 , 0.87303 , 0.95685 , 0.7483 , 0.7522 , 0.5322 , 0.92039 , 0.29614 , 0.92092 , 0.88317 , 0.6849 , 0.77711 , 0.74225 , 1.03663 , 0.89766 , 1.04607 , 1.0851 , 1.03977 , 0.93021 , 0.68222 , 0.61686 , 0.74422 , 1.02428 , 1.03706 , 1.00573 , 0.68439 , 0.86582 , 0.58869 , 0.60722 , 0.54904 , 0.47915 , 0.81768 , 0.41976 , 0.61482 , 0.55473 , 0.72673 , 0.82166 , 1.17547 , 0.83096 , 0.79685 , 0.8981 , 0.74044 , 0.97488 , 0.99467 , 0.74072 , 0.86105 , 0.82079 , 0.882 , 0.59062 , 0.72271 , 0.8144 , 0.92096 , 0.84754 , 0.77605 , 0.7272 , 0.97054 , 1.12761 , 0.86779 , 0.86215 , 1.22222 , 0.8079 , 0.96879 , 0.89091 , 0.56524 , 0.72281 , 0.86553 , 0.78933 , 0.90501 , 0.81796 , 0.89138 , 0.88494 , 0.9921 , 0.73295 , 0.6403 , 0.80073 , 0.72812 , 0.80911 , 0.89532 , 0.92555 , 0.80994 
 1010 , 0.7839 , 0.87432 , 0.95811 , 0.74886 , 0.75288 , 0.53254 , 0.92194 , 0.29615 , 0.92198 , 0.88391 , 0.68539 , 0.77712 , 0.7431 , 1.03715 , 0.89805 , 1.04649 , 1.08638 , 1.04058 , 0.93125 , 0.68185 , 0.61731 , 0.74511 , 1.02537 , 1.03704 , 1.00665 , 0.68428 , 0.86645 , 0.58883 , 0.60757 , 0.5495 , 0.47949 , 0.81809 , 0.41949 , 0.61558 , 0.55505 , 0.72649 , 0.82181 , 1.1767 , 0.83148 , 0.79684 , 0.89929 , 0.74105 , 0.97534 , 0.99545 , 0.74138 , 0.86233 , 0.82127 , 0.88297 , 0.59079 , 0.72282 , 0.81526 , 0.92155 , 0.8482 , 0.77615 , 0.72752 , 0.97089 , 1.1288 , 0.86794 , 0.86287 , 1.22459 , 0.80879 , 0.96976 , 0.89327 , 0.56538 , 0.72336 , 0.8668 , 0.79025 , 0.90597 , 0.81915 , 0.89219 , 0.88495 , 0.99297 , 0.7332 , 0.64104 , 0.80093 , 0.72846 , 0.81019 , 0.89583 , 0.92622 , 0.81045 
 1011 , 0.78265 , 0.87534 , 0.95742 , 0.74915 , 0.75293 , 0.53249 , 0.92343 , 0.29604 , 0.92264 , 0.88403 , 0.68563 , 0.77675 , 0.74336 , 1.03731 , 0.89781 , 1.04605 , 1.08769 , 1.0414 , 0.93167 , 0.68114 , 0.61731 , 0.74566 , 1.02512 , 1.03561 , 1.00673 , 0.68374 , 0.86616 , 0.58803 , 0.60718 , 0.54951 , 0.47908 , 0.81761 , 0.41846 , 0.61592 , 0.5549 , 0.72571 , 0.82107 , 1.17656 , 0.831 , 0.79595 , 0.89997 , 0.74078 , 0.9743 , 0.99659 , 0.74169 , 0.86355 , 0.82147 , 0.88291 , 0.59045 , 0.72197 , 0.81577 , 0.92163 , 0.84847 , 0.77571 , 0.72759 , 0.97035 , 1.12913 , 0.86729 , 0.8635 , 1.22689 , 0.80926 , 0.96988 , 0.89511 , 0.56551 , 0.72382 , 0.86724 , 0.7911 , 0.90665 , 0.82028 , 0.89282 , 0.88445 , 0.99341 , 0.73312 , 0.64145 , 0.80058 , 0.72847 , 0.81112 , 0.89554 , 0.92628 , 0.81061 
 1012 , 0.78212 , 0.87622 , 0.9567 , 0.74968 , 0.75334 , 0.53245 , 0.92494 , 0.29587 , 0.9234 , 0.88457 , 0.68615 , 0.77667 , 0.74361 , 1.03744 , 0.89767 , 1.04555 , 1.08918 , 1.04236 , 0.93229 , 0.68066 , 0.61749 , 0.74633 , 1.02495 , 1.03435 , 1.00685 , 0.6839 , 0.86609 , 0.58752 , 0.60677 , 0.54958 , 0.47863 , 0.81756 , 0.41745 , 0.6164 , 0.55446 , 0.72532 , 0.82062 , 1.17681 , 0.83052 , 0.79545 , 0.90081 , 0.74097 , 0.97377 , 0.99834 , 0.7427 , 0.86464 , 0.82172 , 0.88291 , 0.59012 , 0.72132 , 0.81602 , 0.92178 , 0.84896 , 0.77534 , 0.72773 , 0.97005 , 1.12974 , 0.86705 , 0.86464 , 1.22907 , 0.80963 , 0.97014 , 0.89709 , 0.56591 , 0.72429 , 0.86748 , 0.79221 , 0.90755 , 0.82107 , 0.89367 , 0.88436 , 0.99392 , 0.73335 , 0.64179 , 0.80029 , 0.72855 , 0.81174 , 0.89549 , 0.92665 , 0.81081 
 1013 , 0.7821 , 0.8768 , 0.95632 , 0.75027 , 0.75412 , 0.53227 , 0.92578 , 0.29563 , 0.92412 , 0.88564 , 0.68685 , 0.7767 , 0.74381 , 1.03761 , 0.89778 , 1.04512 , 1.09025 , 1.04299 , 0.93312 , 0.68059 , 0.6178 , 0.74683 , 1.0246 , 1.03359 , 1.007 , 0.68476 , 0.86618 , 0.58752 , 0.60622 , 0.5497 , 0.47844 , 0.81804 , 0.41679 , 0.61689 , 0.55349 , 0.72542 , 0.82074 , 1.17746 , 0.8299 , 0.79568 , 0.90142 , 0.74145 , 0.97404 , 1.00002 , 0.74409 , 0.86487 , 0.82182 , 0.88296 , 0.58959 , 0.72111 , 0.81582 , 0.92204 , 0.84966 , 0.77511 , 0.72777 , 0.97031 , 1.13046 , 0.86746 , 0.86617 , 1.23084 , 0.80991 , 0.97078 , 0.89891 , 0.56628 , 0.72446 , 0.86762 , 0.79323 , 0.90854 , 0.82158 , 0.89471 , 0.88479 , 0.99451 , 0.7339 , 0.64207 , 0.80039 , 0.72875 , 0.81193 , 0.89582 , 0.92708 , 0.81113 
 1014 , 0.78138 , 0.87703 , 0.95699 , 0.75039 , 0.75494 , 0.53173 , 0.92482 , 0.29539 , 0.92447 , 0.88696 , 0.68727 , 0.77622 , 0.74386 , 1.03801 , 0.89827 , 1.04512 , 1.0898 , 1.04233 , 0.93399 , 0.68094 , 0.618 , 0.74652 , 1.02356 , 1.03372 , 1.00715 , 0.68551 , 0.86609 , 0.58803 , 0.60537 , 0.54984 , 0.47909 , 0.81872 , 0.41699 , 0.617 , 0.55187 , 0.72568 , 0.82158 , 1.17814 , 0.82888 , 0.79679 , 0.90109 , 0.74148 , 0.97495 , 0.99983 , 0.74457 , 0.86324 , 0.8214 , 0.88301 , 0.58852 , 0.72151 , 0.81511 , 0.9223 , 0.8504 , 0.77504 , 0.72737 , 0.97139 , 1.13075 , 0.86843 , 0.86742 , 1.23192 , 0.8102 , 0.97204 , 0.90008 , 0.56586 , 0.72391 , 0.86813 , 0.79333 , 0.90922 , 0.82228 , 0.89562 , 0.88542 , 0.99513 , 0.73448 , 0.64237 , 0.80131 , 0.72912 , 0.81179 , 0.89653 , 0.92677 , 0.81163 
 1015 , 0.78072 , 0.87736 , 0.95765 , 0.75046 , 0.75571 , 0.53126 , 0.92379 , 0.29513 , 0.9247 , 0.88806 , 0.68768 , 0.7757 , 0.74388 , 1.03839 , 0.89878 , 1.04525 , 1.08925 , 1.04171 , 0.93479 , 0.68129 , 0.61809 , 0.74611 , 1.02265 , 1.03411 , 1.00749 , 0.68612 , 0.86597 , 0.58864 , 0.60465 , 0.55003 , 0.47979 , 0.81944 , 0.41733 , 0.61716 , 0.55065 , 0.72602 , 0.82245 , 1.17878 , 0.82792 , 0.79786 , 0.90078 , 0.74135 , 0.976 , 0.99956 , 0.74495 , 0.86159 , 0.82092 , 0.88297 , 0.58754 , 0.72205 , 0.81449 , 0.92268 , 0.85114 , 0.77506 , 0.72696 , 0.97257 , 1.13108 , 0.86939 , 0.86849 , 1.23306 , 0.81049 , 0.97343 , 0.9011 , 0.56547 , 0.72361 , 0.86867 , 0.79337 , 0.9101 , 0.82307 , 0.8965 , 0.8862 , 0.99589 , 0.73504 , 0.64253 , 0.80231 , 0.72955 , 0.81161 , 0.89732 , 0.92647 , 0.81212 
 1016 , 0.78036 , 0.87803 , 0.95816 , 0.75034 , 0.75619 , 0.53115 , 0.92264 , 0.29489 , 0.9244 , 0.88813 , 0.68793 , 0.77502 , 0.74378 , 1.03871 , 0.89926 , 1.04587 , 1.08834 , 1.04136 , 0.93516 , 0.68156 , 0.61775 , 0.74538 , 1.02245 , 1.03551 , 1.00851 , 0.68604 , 0.86574 , 0.58953 , 0.60453 , 0.55044 , 0.48064 , 0.82022 , 0.41813 , 0.61747 , 0.55122 , 0.72665 , 0.82328 , 1.17918 , 0.82732 , 0.79864 , 0.90057 , 0.74065 , 0.97745 , 0.99904 , 0.74487 , 0.86006 , 0.82026 , 0.88255 , 0.58701 , 0.72309 , 0.81437 , 0.92348 , 0.8518 , 0.77546 , 0.72661 , 0.97394 , 1.13146 , 0.87013 , 0.8687 , 1.23425 , 0.81073 , 0.97513 , 0.90137 , 0.56526 , 0.72437 , 0.86928 , 0.79318 , 0.91167 , 0.82405 , 0.89717 , 0.88748 , 0.99714 , 0.73547 , 0.64215 , 0.80348 , 0.73019 , 0.81133 , 0.89837 , 0.92622 , 0.81252 
 1017 , 0.77979 , 0.87824 , 0.95752 , 0.75002 , 0.75579 , 0.5309 , 0.9224 , 0.29419 , 0.92298 , 0.88714 , 0.68736 , 0.77486 , 0.74258 , 1.03753 , 0.89762 , 1.0453 , 1.08681 , 1.04042 , 0.9339 , 0.68106 , 0.61683 , 0.7449 , 1.02198 , 1.03472 , 1.00802 , 0.6849 , 0.86528 , 0.58956 , 0.60387 , 0.54967 , 0.48001 , 0.82005 , 0.41807 , 0.61784 , 0.55203 , 0.72622 , 0.82185 , 1.1782 , 0.82754 , 0.79747 , 0.90071 , 0.7402 , 0.97811 , 0.99888 , 0.74436 , 0.85906 , 0.81938 , 0.8819 , 0.58649 , 0.72333 , 0.81258 , 0.92244 , 0.85074 , 0.77477 , 0.72586 , 0.97338 , 1.13026 , 0.86883 , 0.86684 , 1.23295 , 0.80885 , 0.97405 , 0.90062 , 0.56507 , 0.7248 , 0.8687 , 0.79257 , 0.91042 , 0.82243 , 0.89608 , 0.88706 , 0.99644 , 0.7338 , 0.64047 , 0.80259 , 0.72917 , 0.80939 , 0.89714 , 0.92493 , 0.81055 
 1018 , 0.77918 , 0.87845 , 0.95682 , 0.74968 , 0.75535 , 0.53064 , 0.92216 , 0.29344 , 0.92147 , 0.88608 , 0.68674 , 0.7747 , 0.74129 , 1.03625 , 0.89586 , 1.04469 , 1.08518 , 1.03942 , 0.93254 , 0.68051 , 0.61585 , 0.74441 , 1.02148 , 1.03384 , 1.00747 , 0.68368 , 0.8648 , 0.58957 , 0.60316 , 0.54885 , 0.47932 , 0.81985 , 0.418 , 0.61824 , 0.55289 , 0.72575 , 0.82031 , 1.17713 , 0.82779 , 0.79621 , 0.90086 , 0.73973 , 0.97879 , 0.99872 , 0.74382 , 0.85803 , 0.81844 , 0.8812 , 0.58595 , 0.72356 , 0.81066 , 0.92132 , 0.8496 , 0.77401 , 0.72506 , 0.97275 , 1.12897 , 0.86743 , 0.86485 , 1.23153 , 0.80684 , 0.97287 , 0.89981 , 0.56487 , 0.72524 , 0.86807 , 0.79191 , 0.90906 , 0.82066 , 0.89489 , 0.88659 , 0.99567 , 0.73201 , 0.63868 , 0.80161 , 0.72807 , 0.80732 , 0.89579 , 0.92356 , 0.80845 
 1019 , 0.77879 , 0.87851 , 0.95654 , 0.7499 , 0.75448 , 0.53068 , 0.92249 , 0.29291 , 0.92042 , 0.88549 , 0.68528 , 0.77534 , 0.74059 , 1.03582 , 0.89443 , 1.04416 , 1.08414 , 1.0392 , 0.93147 , 0.6803 , 0.61512 , 0.74393 , 1.02108 , 1.03253 , 1.00628 , 0.68255 , 0.86439 , 0.58939 , 0.60248 , 0.54851 , 0.47806 , 0.81973 , 0.41732 , 0.61815 , 0.55345 , 0.72487 , 0.81904 , 1.17685 , 0.8285 , 0.7957 , 0.90099 , 0.73924 , 0.97869 , 0.99808 , 0.74256 , 0.85804 , 0.81802 , 0.88123 , 0.58535 , 0.72318 , 0.80943 , 0.92013 , 0.84882 , 0.77376 , 0.72496 , 0.97205 , 1.12771 , 0.86656 , 0.86337 , 1.2301 , 0.80582 , 0.9718 , 0.89974 , 0.56425 , 0.72559 , 0.86788 , 0.79138 , 0.90724 , 0.81947 , 0.89427 , 0.8856 , 0.99453 , 0.73094 , 0.63742 , 0.80085 , 0.72717 , 0.80657 , 0.89403 , 0.92226 , 0.80668 
 1020 , 0.77836 , 0.87723 , 0.95505 , 0.74922 , 0.75275 , 0.53059 , 0.92148 , 0.29235 , 0.91952 , 0.88337 , 0.68362 , 0.77474 , 0.73952 , 1.03491 , 0.8925 , 1.04307 , 1.08229 , 1.03874 , 0.93055 , 0.67944 , 0.61373 , 0.74264 , 1.02036 , 1.03106 , 1.00467 , 0.68102 , 0.86307 , 0.58885 , 0.60173 , 0.54818 , 0.47666 , 0.81877 , 0.41614 , 0.6168 , 0.55383 , 0.7237 , 0.81789 , 1.17686 , 0.82802 , 0.79538 , 0.90041 , 0.73814 , 0.97774 , 0.99611 , 0.74113 , 0.85769 , 0.81719 , 0.88085 , 0.58426 , 0.72181 , 0.80816 , 0.91905 , 0.84761 , 0.77386 , 0.72406 , 0.97081 , 1.12709 , 0.86646 , 0.86242 , 1.22968 , 0.80499 , 0.97131 , 0.89948 , 0.56328 , 0.72557 , 0.86688 , 0.79042 , 0.90567 , 0.81842 , 0.89341 , 0.88407 , 0.99347 , 0.73002 , 0.63597 , 0.79949 , 0.72589 , 0.8055 , 0.8925 , 0.92086 , 0.805 
 1021 , 0.7779 , 0.87528 , 0.95292 , 0.74807 , 0.75058 , 0.53043 , 0.91976 , 0.29176 , 0.91866 , 0.88043 , 0.68187 , 0.7735 , 0.73821 , 1.03371 , 0.89027 , 1.04166 , 1.07998 , 1.03811 , 0.92966 , 0.67822 , 0.61197 , 0.74093 , 1.01947 , 1.02949 , 1.00284 , 0.67923 , 0.86128 , 0.58815 , 0.60093 , 0.54782 , 0.47518 , 0.81738 , 0.41469 , 0.61481 , 0.55416 , 0.72237 , 0.81674 , 1.17697 , 0.82695 , 0.79512 , 0.89949 , 0.73672 , 0.97639 , 0.99347 , 0.73961 , 0.8571 , 0.81612 , 0.88023 , 0.5829 , 0.71995 , 0.80681 , 0.91798 , 0.84613 , 0.77411 , 0.7227 , 0.96928 , 1.12676 , 0.8667 , 0.86168 , 1.22974 , 0.80418 , 0.97108 , 0.89909 , 0.56212 , 0.72538 , 0.86546 , 0.78923 , 0.90418 , 0.81737 , 0.8924 , 0.88225 , 0.99244 , 0.72911 , 0.63436 , 0.79778 , 0.72437 , 0.80418 , 0.89106 , 0.91936 , 0.8033 
