  time  ,:54:32 A,:54:39 A,:54:47 A,:54:55 A,:55:04 A,:55:21 A,:55:37 A,:55:44 A,:55:52 A,:56:00 A,:56:34 A,:56:43 A,:56:51 A,:57:00 A,:57:08 A,:57:33 A,:57:41 A,:57:50 A,:57:57 A,:58:04 A,:58:57 A,:59:10 A,:59:18 A,:59:26 A,:59:33 A,:00:17 A,:00:28 A,:00:35 A,:00:46 A,:00:54 A,:01:48 A,:02:00 A,:02:10 A,:02:18 A,:02:27 A,:02:48 A,:02:57 A,:03:06 A,:03:17 A,:03:27 A,:04:13 A,:04:23 A,:04:30 A,:04:38 A,:04:46 A,:05:06 A,:05:15 A,:05:25 A,:05:34 A,:05:44 A,:06:22 A,:06:32 A,:06:42 A,:06:53 A,:07:05 A,:07:32 A,:07:42 A,:07:54 A,:08:03 A,:08:13 A,:09:01 A,:09:09 A,:09:17 A,:09:25 A,:09:33 A,:09:58 A,:10:34 A,:10:41 A,:10:48 A,:10:56 A,:12:44 A,:12:51 A,:12:58 A,:13:13 A,:13:22 A,:13:41 A,:13:48 A,:13:54 A,:14:03 A,:14:16 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 818 , 0.114218 , 0.273646 , 0.315911 , 0.24606 , 0.286355 , 0.252319 , 0.355969 , 0.256216 , 0.288841 , 0.310034 , 0.148892 , 0.305475 , 0.321503 , 0.205807 , 0.082896 , 0.157259 , 0.14653 , 0.23319 , 0.310873 , 0.215254 , 0.318411 , 0.380686 , 0.244833 , 0.299352 , 0.363744 , 0.260715 , 0.315944 , 0.235562 , 0.42305 , 0.276965 , 0.241538 , 0.335476 , 0.301478 , 0.397244 , 0.337966 , 0.153381 , 0.240752 , 0.29502 , 0.178003 , 0.322412 , 0.277832 , 0.27678 , 0.300427 , 0.247433 , 0.349198 , 0.272486 , 0.36961 , 0.411454 , 0.314211 , 0.294267 , 0.261818 , 0.182184 , 0.301564 , 0.335452 , 0.411397 , 0.341371 , 0.222044 , 0.268352 , 0.18781 , 0.359634 , 0.276932 , 0.300143 , 0.262021 , 0.263792 , 0.357749 , 0.435413 , 0.288826 , 0.315158 , 0.348147 , 0.321195 , 0.343151 , 0.231343 , 0.24408 , 0.245392 , 0.249488 , 0.13885 , 0.172596 , 0.121245 , 0.152567 , 0.242418 
 819 , 0.114328 , 0.273898 , 0.316268 , 0.246327 , 0.286604 , 0.252559 , 0.356288 , 0.256261 , 0.289034 , 0.310311 , 0.149123 , 0.305949 , 0.321849 , 0.206259 , 0.083065 , 0.157367 , 0.146665 , 0.233445 , 0.311194 , 0.215528 , 0.318783 , 0.381197 , 0.245116 , 0.299741 , 0.364177 , 0.260931 , 0.316467 , 0.235871 , 0.423676 , 0.277277 , 0.241856 , 0.335965 , 0.30192 , 0.397894 , 0.338442 , 0.153627 , 0.241096 , 0.295408 , 0.178341 , 0.322765 , 0.278174 , 0.277296 , 0.300786 , 0.247679 , 0.349701 , 0.272754 , 0.370015 , 0.411915 , 0.31455 , 0.29452 , 0.262132 , 0.182485 , 0.301754 , 0.335785 , 0.411753 , 0.34167 , 0.222263 , 0.268554 , 0.188066 , 0.360085 , 0.27723 , 0.300486 , 0.262331 , 0.264106 , 0.35831 , 0.436054 , 0.289114 , 0.315523 , 0.3484 , 0.321441 , 0.343735 , 0.231798 , 0.244476 , 0.245724 , 0.249777 , 0.139037 , 0.172798 , 0.121495 , 0.152816 , 0.242677 
 820 , 0.114436 , 0.274157 , 0.31663 , 0.246603 , 0.286854 , 0.252806 , 0.356619 , 0.256312 , 0.289237 , 0.310593 , 0.149354 , 0.306435 , 0.322205 , 0.206718 , 0.083238 , 0.157475 , 0.1468 , 0.233706 , 0.311525 , 0.215809 , 0.31917 , 0.381723 , 0.245408 , 0.300136 , 0.364621 , 0.26115 , 0.317001 , 0.236189 , 0.42432 , 0.277596 , 0.242183 , 0.336467 , 0.302377 , 0.398559 , 0.338932 , 0.153879 , 0.241455 , 0.295812 , 0.178683 , 0.323128 , 0.278524 , 0.277824 , 0.301149 , 0.24793 , 0.350211 , 0.273029 , 0.370434 , 0.412389 , 0.314893 , 0.294775 , 0.262454 , 0.182789 , 0.301944 , 0.336125 , 0.412122 , 0.341976 , 0.222483 , 0.268767 , 0.188331 , 0.360544 , 0.27753 , 0.300835 , 0.262649 , 0.264428 , 0.358884 , 0.436717 , 0.289408 , 0.315897 , 0.34866 , 0.321691 , 0.344326 , 0.232264 , 0.244876 , 0.24607 , 0.250075 , 0.139231 , 0.173008 , 0.121753 , 0.15307 , 0.242944 
 821 , 0.114457 , 0.274556 , 0.317112 , 0.246796 , 0.28696 , 0.253029 , 0.356848 , 0.256561 , 0.28958 , 0.310751 , 0.149485 , 0.307077 , 0.322723 , 0.206984 , 0.083208 , 0.157554 , 0.146793 , 0.233961 , 0.311838 , 0.216131 , 0.319533 , 0.382382 , 0.245652 , 0.300517 , 0.365027 , 0.261393 , 0.317473 , 0.236391 , 0.424886 , 0.27776 , 0.242519 , 0.336997 , 0.302905 , 0.399333 , 0.339351 , 0.15408 , 0.24185 , 0.296193 , 0.178859 , 0.323421 , 0.27879 , 0.278273 , 0.301424 , 0.248087 , 0.350606 , 0.273199 , 0.370932 , 0.412871 , 0.315185 , 0.295034 , 0.262817 , 0.183045 , 0.302136 , 0.336423 , 0.412454 , 0.342318 , 0.222706 , 0.268907 , 0.188556 , 0.361002 , 0.277741 , 0.301063 , 0.263054 , 0.264735 , 0.359412 , 0.437389 , 0.289699 , 0.316248 , 0.348807 , 0.321906 , 0.344739 , 0.232636 , 0.245173 , 0.246459 , 0.250242 , 0.139374 , 0.173162 , 0.121986 , 0.153221 , 0.243231 
 822 , 0.11448 , 0.274877 , 0.317496 , 0.246871 , 0.287183 , 0.25319 , 0.357076 , 0.256832 , 0.289898 , 0.310882 , 0.149652 , 0.307696 , 0.323126 , 0.207239 , 0.083149 , 0.157626 , 0.146799 , 0.234213 , 0.312132 , 0.21643 , 0.319788 , 0.38309 , 0.245853 , 0.300787 , 0.365506 , 0.261663 , 0.317876 , 0.23651 , 0.425342 , 0.277854 , 0.242805 , 0.337352 , 0.303374 , 0.399927 , 0.339754 , 0.154297 , 0.242254 , 0.296465 , 0.179061 , 0.323753 , 0.278881 , 0.278629 , 0.301657 , 0.248217 , 0.350847 , 0.273242 , 0.37136 , 0.413265 , 0.315489 , 0.295281 , 0.263161 , 0.183283 , 0.30237 , 0.336758 , 0.412732 , 0.342654 , 0.22293 , 0.269 , 0.188732 , 0.361422 , 0.277935 , 0.301134 , 0.263428 , 0.264987 , 0.359876 , 0.438047 , 0.289979 , 0.316554 , 0.348816 , 0.322103 , 0.345108 , 0.232944 , 0.245378 , 0.246833 , 0.250328 , 0.139528 , 0.173298 , 0.122192 , 0.153327 , 0.243476 
 823 , 0.114499 , 0.275204 , 0.317881 , 0.246945 , 0.287412 , 0.253356 , 0.357305 , 0.257109 , 0.290217 , 0.311017 , 0.149822 , 0.308317 , 0.323535 , 0.207497 , 0.083091 , 0.157704 , 0.146802 , 0.234466 , 0.312423 , 0.216733 , 0.320043 , 0.383811 , 0.246059 , 0.301058 , 0.365988 , 0.261939 , 0.318286 , 0.236633 , 0.425812 , 0.277952 , 0.243092 , 0.33771 , 0.303849 , 0.400525 , 0.340162 , 0.154518 , 0.242663 , 0.296743 , 0.179262 , 0.324087 , 0.278976 , 0.278991 , 0.301891 , 0.24835 , 0.351089 , 0.273285 , 0.371794 , 0.413666 , 0.315795 , 0.295533 , 0.263511 , 0.18353 , 0.302606 , 0.33709 , 0.413009 , 0.342996 , 0.223158 , 0.269098 , 0.188907 , 0.361849 , 0.278129 , 0.30121 , 0.263801 , 0.26524 , 0.360344 , 0.43871 , 0.29027 , 0.316866 , 0.348831 , 0.322306 , 0.345483 , 0.233256 , 0.245583 , 0.247207 , 0.250417 , 0.139681 , 0.173432 , 0.122401 , 0.153432 , 0.24372 
 824 , 0.114422 , 0.27549 , 0.31815 , 0.247017 , 0.28779 , 0.253505 , 0.357594 , 0.257416 , 0.290463 , 0.311152 , 0.149898 , 0.308775 , 0.324043 , 0.207682 , 0.083162 , 0.157791 , 0.146882 , 0.23475 , 0.312634 , 0.217 , 0.320294 , 0.384395 , 0.246283 , 0.301334 , 0.366426 , 0.262156 , 0.318674 , 0.236784 , 0.426169 , 0.278044 , 0.243358 , 0.337925 , 0.304321 , 0.400869 , 0.340568 , 0.154704 , 0.24302 , 0.29698 , 0.179524 , 0.324453 , 0.279063 , 0.279378 , 0.302187 , 0.248489 , 0.35122 , 0.273308 , 0.372162 , 0.413955 , 0.316121 , 0.295736 , 0.263809 , 0.183797 , 0.30282 , 0.337382 , 0.41334 , 0.343336 , 0.223408 , 0.269221 , 0.189051 , 0.362258 , 0.278368 , 0.301348 , 0.264191 , 0.265453 , 0.360796 , 0.439303 , 0.290463 , 0.317126 , 0.348881 , 0.322514 , 0.34589 , 0.233555 , 0.245859 , 0.247522 , 0.250614 , 0.139884 , 0.173602 , 0.122549 , 0.15358 , 0.243921 
 825 , 0.114305 , 0.275766 , 0.318498 , 0.247206 , 0.288112 , 0.253742 , 0.358031 , 0.257751 , 0.290672 , 0.311314 , 0.149877 , 0.309221 , 0.324719 , 0.207873 , 0.083276 , 0.157885 , 0.146978 , 0.235055 , 0.312772 , 0.217236 , 0.320667 , 0.384831 , 0.246548 , 0.301684 , 0.36674 , 0.262332 , 0.318993 , 0.237057 , 0.426524 , 0.278097 , 0.243664 , 0.33821 , 0.304883 , 0.401392 , 0.34097 , 0.15482 , 0.24335 , 0.29727 , 0.179771 , 0.324866 , 0.279641 , 0.279884 , 0.302652 , 0.248674 , 0.351452 , 0.273415 , 0.37249 , 0.414263 , 0.316491 , 0.295954 , 0.264129 , 0.184114 , 0.302986 , 0.337657 , 0.41382 , 0.343715 , 0.223681 , 0.269406 , 0.189224 , 0.362698 , 0.278654 , 0.301646 , 0.264687 , 0.265631 , 0.361263 , 0.439762 , 0.290653 , 0.317401 , 0.349117 , 0.322712 , 0.346342 , 0.23393 , 0.246186 , 0.247802 , 0.250915 , 0.140142 , 0.173793 , 0.122719 , 0.153752 , 0.244131 
 826 , 0.114188 , 0.276044 , 0.318869 , 0.247412 , 0.288425 , 0.253996 , 0.358489 , 0.25809 , 0.290882 , 0.311488 , 0.149842 , 0.30968 , 0.32542 , 0.208064 , 0.08339 , 0.157977 , 0.147075 , 0.23536 , 0.312905 , 0.217473 , 0.321055 , 0.385255 , 0.24682 , 0.302051 , 0.367039 , 0.262503 , 0.319304 , 0.237345 , 0.426883 , 0.278138 , 0.243982 , 0.338512 , 0.305462 , 0.401959 , 0.34137 , 0.154928 , 0.243681 , 0.297576 , 0.180015 , 0.325287 , 0.28029 , 0.280404 , 0.303139 , 0.248867 , 0.351709 , 0.273534 , 0.372821 , 0.414578 , 0.31687 , 0.296183 , 0.264459 , 0.184433 , 0.303148 , 0.337935 , 0.414321 , 0.344099 , 0.223957 , 0.269598 , 0.1894 , 0.363146 , 0.278944 , 0.30197 , 0.265208 , 0.26581 , 0.361733 , 0.440209 , 0.290844 , 0.317686 , 0.349371 , 0.322915 , 0.346809 , 0.234315 , 0.24652 , 0.248085 , 0.251224 , 0.1404 , 0.173994 , 0.122895 , 0.153931 , 0.244349 
 827 , 0.11418 , 0.276372 , 0.319201 , 0.247631 , 0.288752 , 0.254217 , 0.358881 , 0.258379 , 0.291157 , 0.311689 , 0.149917 , 0.310148 , 0.326002 , 0.208338 , 0.08354 , 0.158064 , 0.147173 , 0.235623 , 0.313035 , 0.217721 , 0.321463 , 0.385683 , 0.247125 , 0.302402 , 0.367357 , 0.262665 , 0.319602 , 0.237618 , 0.427277 , 0.278247 , 0.24429 , 0.338831 , 0.305986 , 0.402574 , 0.34178 , 0.155062 , 0.244004 , 0.297858 , 0.180275 , 0.325673 , 0.280925 , 0.280891 , 0.303595 , 0.249096 , 0.352037 , 0.273675 , 0.373141 , 0.414892 , 0.317201 , 0.296426 , 0.264803 , 0.184733 , 0.303327 , 0.338215 , 0.414777 , 0.344434 , 0.224217 , 0.269805 , 0.189553 , 0.363591 , 0.279254 , 0.302244 , 0.265691 , 0.265996 , 0.362188 , 0.440587 , 0.291062 , 0.317994 , 0.349626 , 0.32311 , 0.347307 , 0.234717 , 0.246791 , 0.248371 , 0.251545 , 0.14062 , 0.174176 , 0.123085 , 0.154126 , 0.244577 
 828 , 0.114336 , 0.276823 , 0.319415 , 0.247854 , 0.289119 , 0.254343 , 0.359087 , 0.258561 , 0.291582 , 0.311952 , 0.150181 , 0.310573 , 0.326411 , 0.208735 , 0.083754 , 0.15815 , 0.14728 , 0.235834 , 0.313245 , 0.217982 , 0.321892 , 0.386115 , 0.247477 , 0.302705 , 0.367777 , 0.262842 , 0.319926 , 0.237828 , 0.427753 , 0.27856 , 0.244594 , 0.339161 , 0.306465 , 0.403236 , 0.342219 , 0.155258 , 0.244308 , 0.298138 , 0.180601 , 0.325967 , 0.281361 , 0.281308 , 0.303945 , 0.24938 , 0.352431 , 0.273874 , 0.373498 , 0.415217 , 0.31743 , 0.29673 , 0.265146 , 0.185019 , 0.303511 , 0.338502 , 0.415151 , 0.344677 , 0.224491 , 0.270071 , 0.189653 , 0.364017 , 0.2796 , 0.302452 , 0.26611 , 0.266292 , 0.362614 , 0.440894 , 0.291286 , 0.318332 , 0.349911 , 0.323342 , 0.347926 , 0.235161 , 0.247028 , 0.248698 , 0.251876 , 0.140776 , 0.174345 , 0.123278 , 0.154351 , 0.244828 
 829 , 0.114486 , 0.277309 , 0.319572 , 0.24806 , 0.289503 , 0.254436 , 0.359225 , 0.258726 , 0.292051 , 0.312214 , 0.150459 , 0.310954 , 0.326826 , 0.209133 , 0.083982 , 0.158242 , 0.147386 , 0.236063 , 0.313526 , 0.218258 , 0.322312 , 0.386536 , 0.247841 , 0.302994 , 0.368254 , 0.263036 , 0.320293 , 0.23801 , 0.428246 , 0.278951 , 0.244906 , 0.339473 , 0.306974 , 0.403859 , 0.34267 , 0.155465 , 0.24462 , 0.298431 , 0.180949 , 0.326234 , 0.281667 , 0.281724 , 0.304253 , 0.249659 , 0.352792 , 0.274079 , 0.373904 , 0.415571 , 0.317625 , 0.297067 , 0.265474 , 0.18532 , 0.303686 , 0.338785 , 0.415513 , 0.344908 , 0.224796 , 0.270361 , 0.189744 , 0.364417 , 0.279953 , 0.302674 , 0.266529 , 0.266663 , 0.363043 , 0.441226 , 0.291488 , 0.318666 , 0.350229 , 0.323614 , 0.348592 , 0.235615 , 0.247306 , 0.249053 , 0.252222 , 0.140948 , 0.174525 , 0.123458 , 0.154568 , 0.245092 
 830 , 0.114633 , 0.277785 , 0.319738 , 0.248279 , 0.289883 , 0.254535 , 0.359381 , 0.258892 , 0.292508 , 0.312489 , 0.150725 , 0.311348 , 0.327273 , 0.209533 , 0.084196 , 0.158347 , 0.147495 , 0.236301 , 0.31382 , 0.218529 , 0.32273 , 0.386978 , 0.248202 , 0.303293 , 0.368734 , 0.26324 , 0.320668 , 0.2382 , 0.428735 , 0.279332 , 0.245215 , 0.339791 , 0.307497 , 0.404492 , 0.343131 , 0.155674 , 0.244938 , 0.29874 , 0.181301 , 0.326505 , 0.281975 , 0.282142 , 0.304562 , 0.249935 , 0.353153 , 0.274292 , 0.374318 , 0.415931 , 0.317829 , 0.297413 , 0.265802 , 0.185625 , 0.303861 , 0.33907 , 0.415883 , 0.34515 , 0.2251 , 0.270646 , 0.189843 , 0.364826 , 0.280305 , 0.302906 , 0.266957 , 0.267043 , 0.36348 , 0.441572 , 0.291692 , 0.318998 , 0.350538 , 0.32389 , 0.349268 , 0.236081 , 0.247606 , 0.24941 , 0.252569 , 0.141128 , 0.17471 , 0.123643 , 0.154782 , 0.245353 
 831 , 0.114761 , 0.278137 , 0.320053 , 0.248629 , 0.290112 , 0.254726 , 0.359791 , 0.259112 , 0.292867 , 0.312836 , 0.150876 , 0.311859 , 0.327943 , 0.209892 , 0.084248 , 0.158547 , 0.147578 , 0.23664 , 0.3142 , 0.218787 , 0.323104 , 0.387564 , 0.248519 , 0.303693 , 0.369192 , 0.263478 , 0.321097 , 0.238447 , 0.429218 , 0.279591 , 0.24555 , 0.340204 , 0.308074 , 0.405164 , 0.34365 , 0.155844 , 0.245359 , 0.299136 , 0.181657 , 0.326832 , 0.282308 , 0.282551 , 0.304842 , 0.250126 , 0.353547 , 0.274533 , 0.374808 , 0.416338 , 0.318118 , 0.297825 , 0.266148 , 0.185928 , 0.304022 , 0.339427 , 0.416324 , 0.345409 , 0.225342 , 0.270867 , 0.190057 , 0.365297 , 0.280597 , 0.303207 , 0.26744 , 0.26744 , 0.363953 , 0.442118 , 0.291947 , 0.319329 , 0.350725 , 0.324167 , 0.349876 , 0.236592 , 0.248009 , 0.249802 , 0.252929 , 0.141395 , 0.174926 , 0.123857 , 0.154905 , 0.245535 
 832 , 0.11495 , 0.278419 , 0.320404 , 0.248997 , 0.290254 , 0.25492 , 0.360227 , 0.259356 , 0.293194 , 0.313162 , 0.150985 , 0.312381 , 0.328485 , 0.21019 , 0.084305 , 0.158737 , 0.147645 , 0.236953 , 0.314434 , 0.219009 , 0.323406 , 0.388176 , 0.248802 , 0.30409 , 0.369575 , 0.263687 , 0.321448 , 0.238715 , 0.429666 , 0.279743 , 0.245862 , 0.340659 , 0.308569 , 0.405738 , 0.344213 , 0.155993 , 0.245786 , 0.299478 , 0.181969 , 0.327213 , 0.282602 , 0.282898 , 0.305067 , 0.250251 , 0.354019 , 0.274745 , 0.37523 , 0.416625 , 0.318446 , 0.298092 , 0.266526 , 0.186181 , 0.304238 , 0.339877 , 0.416668 , 0.345638 , 0.22547 , 0.271043 , 0.190307 , 0.365806 , 0.280873 , 0.303485 , 0.267927 , 0.26777 , 0.364353 , 0.442664 , 0.292289 , 0.319699 , 0.350779 , 0.324345 , 0.350331 , 0.237053 , 0.248359 , 0.250146 , 0.253238 , 0.141618 , 0.175113 , 0.124108 , 0.155054 , 0.245719 
 833 , 0.115139 , 0.278705 , 0.320755 , 0.24937 , 0.290396 , 0.255113 , 0.360667 , 0.259599 , 0.29352 , 0.313488 , 0.151089 , 0.312907 , 0.329027 , 0.210487 , 0.084362 , 0.158927 , 0.147708 , 0.237265 , 0.314674 , 0.219231 , 0.323707 , 0.388787 , 0.249089 , 0.304487 , 0.369957 , 0.263895 , 0.321798 , 0.238984 , 0.430118 , 0.279896 , 0.246175 , 0.341108 , 0.309069 , 0.406312 , 0.34478 , 0.156142 , 0.246213 , 0.29982 , 0.182286 , 0.327598 , 0.282896 , 0.283248 , 0.305297 , 0.25038 , 0.35449 , 0.274952 , 0.375658 , 0.416912 , 0.318779 , 0.298363 , 0.266909 , 0.186438 , 0.304449 , 0.340327 , 0.417012 , 0.345861 , 0.225598 , 0.271224 , 0.190562 , 0.366314 , 0.281148 , 0.303764 , 0.268414 , 0.268095 , 0.364752 , 0.443214 , 0.29263 , 0.320069 , 0.350837 , 0.324527 , 0.35079 , 0.237512 , 0.248708 , 0.250489 , 0.253551 , 0.141841 , 0.175304 , 0.124359 , 0.155203 , 0.245908 
 834 , 0.115258 , 0.278939 , 0.321045 , 0.249664 , 0.290513 , 0.255268 , 0.361023 , 0.259696 , 0.293675 , 0.313637 , 0.151175 , 0.313356 , 0.32941 , 0.210782 , 0.084412 , 0.159073 , 0.147789 , 0.237562 , 0.314828 , 0.219437 , 0.323945 , 0.389265 , 0.249298 , 0.304806 , 0.370274 , 0.264047 , 0.322064 , 0.239176 , 0.430452 , 0.279982 , 0.246455 , 0.34146 , 0.30951 , 0.406852 , 0.34525 , 0.156254 , 0.246574 , 0.300078 , 0.182521 , 0.327977 , 0.283101 , 0.283543 , 0.305501 , 0.250488 , 0.3549 , 0.275107 , 0.37603 , 0.417117 , 0.319084 , 0.298569 , 0.267251 , 0.186658 , 0.304591 , 0.340746 , 0.417293 , 0.346145 , 0.225712 , 0.271331 , 0.190743 , 0.366679 , 0.281344 , 0.304034 , 0.268832 , 0.268342 , 0.365079 , 0.443616 , 0.292932 , 0.320393 , 0.350896 , 0.324645 , 0.351168 , 0.237867 , 0.249017 , 0.250774 , 0.25374 , 0.142 , 0.175455 , 0.124589 , 0.155331 , 0.246141 
 835 , 0.115307 , 0.279198 , 0.321433 , 0.249873 , 0.290804 , 0.255486 , 0.36137 , 0.259719 , 0.293806 , 0.313808 , 0.151343 , 0.313798 , 0.3299 , 0.211082 , 0.084479 , 0.159239 , 0.147885 , 0.237886 , 0.315092 , 0.219744 , 0.324277 , 0.389857 , 0.249474 , 0.30517 , 0.370655 , 0.264248 , 0.322484 , 0.239399 , 0.430765 , 0.280126 , 0.246772 , 0.341786 , 0.309955 , 0.4075 , 0.34562 , 0.15639 , 0.246886 , 0.300408 , 0.182823 , 0.328363 , 0.283374 , 0.283864 , 0.305912 , 0.250677 , 0.355238 , 0.275279 , 0.376453 , 0.41748 , 0.31944 , 0.298948 , 0.267525 , 0.18689 , 0.304713 , 0.341087 , 0.417774 , 0.346481 , 0.226004 , 0.27144 , 0.190909 , 0.367059 , 0.281524 , 0.30437 , 0.26919 , 0.268629 , 0.365565 , 0.444074 , 0.293211 , 0.320781 , 0.351162 , 0.324957 , 0.351733 , 0.238234 , 0.249383 , 0.251115 , 0.254007 , 0.142206 , 0.17565 , 0.124791 , 0.155472 , 0.246453 
 836 , 0.115352 , 0.279461 , 0.321835 , 0.250074 , 0.291108 , 0.25571 , 0.361715 , 0.259745 , 0.293936 , 0.31399 , 0.151525 , 0.314237 , 0.330408 , 0.211383 , 0.084544 , 0.159404 , 0.147985 , 0.238213 , 0.315368 , 0.22006 , 0.324625 , 0.390475 , 0.249651 , 0.30554 , 0.371043 , 0.264454 , 0.322919 , 0.239634 , 0.431081 , 0.280278 , 0.24709 , 0.342113 , 0.310407 , 0.408162 , 0.345986 , 0.156524 , 0.247194 , 0.30075 , 0.183131 , 0.32875 , 0.283657 , 0.284194 , 0.306348 , 0.250872 , 0.35557 , 0.27545 , 0.376884 , 0.417861 , 0.319801 , 0.299348 , 0.267795 , 0.187128 , 0.304828 , 0.341424 , 0.418274 , 0.346822 , 0.226314 , 0.271544 , 0.191082 , 0.367441 , 0.281709 , 0.304718 , 0.269548 , 0.268921 , 0.366073 , 0.444534 , 0.293494 , 0.321175 , 0.351446 , 0.32529 , 0.352315 , 0.238612 , 0.24976 , 0.251466 , 0.254289 , 0.142411 , 0.175846 , 0.124994 , 0.155617 , 0.246776 
 837 , 0.115408 , 0.279729 , 0.322249 , 0.250303 , 0.291402 , 0.255959 , 0.362056 , 0.259852 , 0.294173 , 0.314198 , 0.151726 , 0.314768 , 0.330881 , 0.211661 , 0.084604 , 0.159549 , 0.14808 , 0.238511 , 0.315681 , 0.220388 , 0.324987 , 0.391101 , 0.249861 , 0.305956 , 0.371457 , 0.26469 , 0.32339 , 0.239894 , 0.431454 , 0.280442 , 0.247442 , 0.342511 , 0.310842 , 0.408849 , 0.346352 , 0.156688 , 0.247489 , 0.301103 , 0.183452 , 0.32907 , 0.284011 , 0.284563 , 0.306783 , 0.251073 , 0.355882 , 0.275632 , 0.377227 , 0.418312 , 0.320167 , 0.29973 , 0.268089 , 0.187402 , 0.304977 , 0.34177 , 0.418783 , 0.347141 , 0.226671 , 0.27172 , 0.19128 , 0.367878 , 0.28193 , 0.305053 , 0.269942 , 0.269244 , 0.366581 , 0.445048 , 0.293803 , 0.321584 , 0.351775 , 0.325657 , 0.352897 , 0.239005 , 0.250122 , 0.251833 , 0.254576 , 0.142638 , 0.176061 , 0.125194 , 0.15577 , 0.247114 
 838 , 0.115484 , 0.280025 , 0.322565 , 0.250611 , 0.291659 , 0.256209 , 0.362373 , 0.260102 , 0.294515 , 0.314415 , 0.151956 , 0.315465 , 0.331287 , 0.211981 , 0.084654 , 0.15966 , 0.148211 , 0.238781 , 0.316054 , 0.220707 , 0.325336 , 0.39164 , 0.250188 , 0.306426 , 0.371888 , 0.264964 , 0.323825 , 0.24015 , 0.431957 , 0.280595 , 0.247873 , 0.34304 , 0.311316 , 0.409591 , 0.346775 , 0.156903 , 0.247849 , 0.301492 , 0.183765 , 0.329333 , 0.28444 , 0.285024 , 0.30711 , 0.251328 , 0.356209 , 0.275871 , 0.377487 , 0.41882 , 0.320555 , 0.300052 , 0.268485 , 0.187767 , 0.305209 , 0.342108 , 0.419267 , 0.347426 , 0.227033 , 0.271983 , 0.191493 , 0.368376 , 0.282254 , 0.305337 , 0.270386 , 0.269574 , 0.367093 , 0.445549 , 0.294173 , 0.321924 , 0.352132 , 0.325973 , 0.353424 , 0.239447 , 0.25043 , 0.252217 , 0.254779 , 0.142873 , 0.176289 , 0.125408 , 0.155919 , 0.24745 
 839 , 0.11556 , 0.280342 , 0.322809 , 0.250958 , 0.291896 , 0.256437 , 0.362679 , 0.260372 , 0.294849 , 0.314606 , 0.152183 , 0.316206 , 0.331681 , 0.212347 , 0.084696 , 0.15976 , 0.148357 , 0.239058 , 0.316443 , 0.221015 , 0.325666 , 0.392105 , 0.25056 , 0.306911 , 0.372315 , 0.265233 , 0.324204 , 0.240377 , 0.432492 , 0.280736 , 0.248343 , 0.343601 , 0.311829 , 0.410353 , 0.347237 , 0.15713 , 0.248248 , 0.301884 , 0.184064 , 0.329606 , 0.284857 , 0.285512 , 0.307353 , 0.251623 , 0.356555 , 0.276141 , 0.377755 , 0.419324 , 0.320953 , 0.300356 , 0.268926 , 0.188161 , 0.305478 , 0.342442 , 0.419718 , 0.347707 , 0.227352 , 0.272263 , 0.191692 , 0.368869 , 0.282611 , 0.305601 , 0.270834 , 0.269885 , 0.367615 , 0.446007 , 0.294559 , 0.322215 , 0.352463 , 0.326231 , 0.353916 , 0.239903 , 0.250712 , 0.252606 , 0.254917 , 0.143107 , 0.176512 , 0.125638 , 0.156062 , 0.247769 
 840 , 0.115607 , 0.280645 , 0.323047 , 0.251269 , 0.292124 , 0.256653 , 0.362972 , 0.260647 , 0.295165 , 0.314779 , 0.152388 , 0.316895 , 0.332093 , 0.212686 , 0.08477 , 0.159873 , 0.148507 , 0.239325 , 0.316819 , 0.2213 , 0.325983 , 0.392552 , 0.250918 , 0.307379 , 0.372734 , 0.265485 , 0.324574 , 0.240606 , 0.433014 , 0.280873 , 0.248798 , 0.34415 , 0.31235 , 0.411095 , 0.347694 , 0.157349 , 0.248651 , 0.302266 , 0.184354 , 0.329887 , 0.285265 , 0.286001 , 0.307593 , 0.251919 , 0.35692 , 0.276409 , 0.378033 , 0.419808 , 0.321354 , 0.300658 , 0.269356 , 0.188547 , 0.305752 , 0.342775 , 0.420169 , 0.347983 , 0.227661 , 0.272539 , 0.191896 , 0.369352 , 0.282965 , 0.305852 , 0.271268 , 0.270181 , 0.368138 , 0.446452 , 0.294933 , 0.322492 , 0.352803 , 0.326491 , 0.354406 , 0.24035 , 0.251004 , 0.252977 , 0.255055 , 0.143342 , 0.176717 , 0.125862 , 0.156201 , 0.248082 
